latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0.375,32.375,1184.0,10800,Africa/Kampala,GMT+3

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),rain (mm),cloud_cover (%),wind_gusts_10m (km/h)
2022-02-28T18:00,24.8,56,15.4,25.6,0.00,32,12.6
2022-02-28T19:00,22.6,68,16.4,23.9,0.00,0,16.6
2022-02-28T20:00,19.8,83,16.8,21.6,0.00,0,4.0
2022-02-28T21:00,19.1,87,16.9,21.4,0.00,11,1.8
2022-02-28T22:00,18.7,88,16.7,20.9,0.00,10,1.1
2022-02-28T23:00,18.2,90,16.5,19.9,0.00,30,5.8
2022-03-01T00:00,17.7,91,16.2,19.4,0.00,92,8.6
2022-03-01T01:00,19.4,82,16.3,21.5,0.00,100,2.2
2022-03-01T02:00,18.4,86,16.0,20.1,0.00,16,0.7
2022-03-01T03:00,19.7,77,15.6,21.5,0.00,100,0.7
2022-03-01T04:00,19.4,78,15.5,21.2,0.00,100,0.7
2022-03-01T05:00,18.0,84,15.3,19.6,0.00,100,1.8
2022-03-01T06:00,17.6,85,15.0,18.9,0.00,26,2.5
2022-03-01T07:00,17.3,86,14.9,18.6,0.00,15,3.2
2022-03-01T08:00,20.2,73,15.2,21.7,0.00,17,5.0
2022-03-01T09:00,25.0,54,15.1,26.3,0.00,13,6.8
2022-03-01T10:00,28.7,41,14.1,29.7,0.00,61,7.6
2022-03-01T11:00,31.2,35,13.9,33.4,0.00,100,8.6
2022-03-01T12:00,32.7,30,12.9,35.5,0.00,60,12.2
2022-03-01T13:00,33.3,28,12.3,35.3,0.00,100,14.8
2022-03-01T14:00,30.7,33,12.6,30.0,0.00,100,10.4
2022-03-01T15:00,30.4,35,13.2,29.9,0.00,100,10.4
2022-03-01T16:00,25.4,51,14.5,25.3,0.00,100,23.4
2022-03-01T17:00,24.5,54,14.6,25.1,0.00,100,8.3
2022-03-01T18:00,26.1,49,14.6,27.2,0.00,100,13.0
2022-03-01T19:00,23.1,60,14.9,24.6,0.00,15,6.1
2022-03-01T20:00,22.5,64,15.4,23.4,0.00,100,27.0
2022-03-01T21:00,21.5,70,15.8,22.3,0.00,100,16.9
2022-03-01T22:00,19.3,77,15.2,20.6,0.00,100,2.2
2022-03-01T23:00,19.0,79,15.3,20.6,0.00,81,2.2
2022-03-02T00:00,19.3,79,15.6,20.4,0.00,100,18.0
2022-03-02T01:00,19.8,79,16.1,21.6,0.00,100,2.2
2022-03-02T02:00,19.0,83,16.0,20.7,0.00,100,1.1
2022-03-02T03:00,19.0,86,16.6,21.0,0.00,13,1.1
2022-03-02T04:00,17.8,90,16.1,19.7,0.00,22,1.4
2022-03-02T05:00,17.4,93,16.3,19.0,0.00,69,3.6
2022-03-02T06:00,17.5,93,16.4,19.5,0.00,87,1.8
2022-03-02T07:00,17.0,95,16.2,18.8,0.00,12,2.5
2022-03-02T08:00,19.1,87,16.9,21.4,0.00,10,1.1
2022-03-02T09:00,23.4,69,17.4,25.6,0.00,100,5.4
2022-03-02T10:00,26.8,53,16.4,28.3,0.00,6,11.9
2022-03-02T11:00,28.5,45,15.4,30.3,0.00,18,11.5
2022-03-02T12:00,30.1,39,14.6,32.5,0.00,6,14.0
2022-03-02T13:00,31.6,33,13.4,34.3,0.00,100,14.4
2022-03-02T14:00,33.0,28,12.0,35.1,0.00,100,19.8
2022-03-02T15:00,29.6,38,13.7,28.7,0.00,100,26.3
2022-03-02T16:00,27.8,43,14.1,27.4,0.00,100,14.4
2022-03-02T17:00,29.0,40,14.0,29.1,0.00,100,13.0
2022-03-02T18:00,27.6,44,14.3,27.7,0.00,7,15.8
2022-03-02T19:00,23.8,58,15.1,24.3,0.00,11,26.6
2022-03-02T20:00,20.6,72,15.4,21.5,0.00,9,26.3
2022-03-02T21:00,19.5,77,15.4,20.7,0.00,100,6.1
2022-03-02T22:00,19.3,77,15.2,20.5,0.00,100,11.5
2022-03-02T23:00,19.1,74,14.4,19.8,0.00,99,19.1
2022-03-03T00:00,19.8,68,13.7,20.3,0.00,87,14.4
2022-03-03T01:00,20.1,65,13.3,20.9,0.00,100,6.5
2022-03-03T02:00,20.1,66,13.6,20.7,0.00,100,8.3
2022-03-03T03:00,20.1,64,13.1,20.5,0.00,19,4.3
2022-03-03T04:00,17.7,73,12.8,18.2,0.00,15,3.6
2022-03-03T05:00,17.3,75,12.8,17.6,0.00,87,3.6
2022-03-03T06:00,16.8,79,13.1,17.3,0.00,100,3.2
2022-03-03T07:00,16.7,80,13.2,17.3,0.00,100,4.0
2022-03-03T08:00,19.4,68,13.4,20.2,0.00,100,4.0
2022-03-03T09:00,24.6,48,12.8,25.1,0.00,10,7.2
2022-03-03T10:00,27.8,39,12.6,28.1,0.00,10,18.4
2022-03-03T11:00,29.6,35,12.5,30.8,0.00,15,17.3
2022-03-03T12:00,31.6,29,11.4,33.5,0.00,100,20.5
2022-03-03T13:00,33.4,23,9.4,35.2,0.00,90,19.1
2022-03-03T14:00,33.8,21,8.4,34.7,0.00,12,19.1
2022-03-03T15:00,32.7,24,9.5,33.2,0.00,6,18.7
2022-03-03T16:00,31.4,29,11.2,31.2,0.00,11,19.4
2022-03-03T17:00,29.5,34,12.0,28.3,0.00,10,12.2
2022-03-03T18:00,27.1,41,12.7,26.2,0.00,11,19.1
2022-03-03T19:00,23.3,53,13.2,23.3,0.00,7,23.0
2022-03-03T20:00,19.8,70,14.2,20.7,0.00,10,4.0
2022-03-03T21:00,18.9,78,14.9,20.4,0.00,11,2.5
2022-03-03T22:00,18.6,80,15.1,20.0,0.00,10,2.9
2022-03-03T23:00,18.5,80,15.0,19.7,0.00,76,3.6
2022-03-04T00:00,18.3,79,14.6,19.6,0.00,100,3.2
2022-03-04T01:00,18.1,77,14.0,19.2,0.00,97,1.8
2022-03-04T02:00,17.5,78,13.6,18.4,0.00,69,3.2
2022-03-04T03:00,17.3,82,14.2,18.1,0.00,6,4.3
2022-03-04T04:00,17.1,87,14.9,18.4,0.00,6,3.2
2022-03-04T05:00,17.1,92,15.8,18.5,0.00,57,4.3
2022-03-04T06:00,17.0,95,16.2,18.7,0.00,50,3.6
2022-03-04T07:00,16.8,96,16.2,18.5,0.00,28,2.9
2022-03-04T08:00,20.1,79,16.3,22.0,0.00,10,6.8
2022-03-04T09:00,25.4,55,15.7,26.6,0.00,10,15.1
2022-03-04T10:00,28.9,38,13.1,29.4,0.00,0,9.4
2022-03-04T11:00,31.0,31,11.9,32.3,0.00,5,9.7
2022-03-04T12:00,32.2,28,11.4,33.8,0.00,66,13.0
2022-03-04T13:00,32.9,25,10.3,34.0,0.00,54,17.3
2022-03-04T14:00,28.0,39,12.7,26.0,0.00,100,33.1
2022-03-04T15:00,27.8,39,12.5,26.6,0.00,100,28.8
2022-03-04T16:00,28.9,37,12.7,28.1,0.00,100,23.0
2022-03-04T17:00,30.3,33,12.2,30.0,0.00,76,8.6
2022-03-04T18:00,28.9,37,12.8,28.6,0.00,43,6.8
2022-03-04T19:00,25.0,49,13.6,24.8,0.00,7,25.6
2022-03-04T20:00,22.1,60,13.9,22.2,0.00,65,26.3
2022-03-04T21:00,19.5,72,14.3,20.1,0.00,44,20.9
2022-03-04T22:00,19.1,73,14.1,19.7,0.00,6,5.8
2022-03-04T23:00,18.8,73,13.8,19.5,0.00,15,4.7
2022-03-05T00:00,18.1,75,13.6,18.8,0.00,26,1.8
2022-03-05T01:00,17.8,75,13.3,18.1,0.00,83,4.3
2022-03-05T02:00,17.2,76,12.9,17.7,0.00,80,2.5
2022-03-05T03:00,17.2,76,12.9,17.7,0.00,83,2.5
2022-03-05T04:00,17.0,77,12.9,17.6,0.00,56,4.0
2022-03-05T05:00,16.6,80,13.1,17.2,0.00,100,2.9
2022-03-05T06:00,16.6,83,13.7,17.2,0.00,90,3.2
2022-03-05T07:00,16.5,87,14.3,17.5,0.00,26,3.6
2022-03-05T08:00,20.0,74,15.2,21.5,0.00,11,5.8
2022-03-05T09:00,25.5,56,16.0,27.2,0.00,56,10.4
2022-03-05T10:00,29.6,37,13.4,30.4,0.00,10,9.7
2022-03-05T11:00,31.9,27,10.6,32.9,0.00,83,12.6
2022-03-05T12:00,33.4,22,8.8,34.5,0.00,100,9.4
2022-03-05T13:00,34.7,19,7.7,36.2,0.00,93,12.6
2022-03-05T14:00,35.2,19,8.1,36.0,0.00,100,13.7
2022-03-05T15:00,34.2,23,10.1,33.8,0.00,100,13.0
2022-03-05T16:00,31.7,31,12.5,31.2,0.00,100,18.0
2022-03-05T17:00,30.4,34,12.7,29.5,0.00,73,14.4
2022-03-05T18:00,28.3,40,13.4,27.6,0.00,78,22.3
2022-03-05T19:00,24.6,52,14.1,24.7,0.00,85,25.2
2022-03-05T20:00,20.7,72,15.5,21.8,0.00,100,22.3
2022-03-05T21:00,19.4,81,16.1,20.7,0.00,88,22.0
2022-03-05T22:00,18.8,83,15.9,20.2,0.00,7,4.7
2022-03-05T23:00,18.6,80,15.1,19.7,0.00,33,4.7
2022-03-06T00:00,18.4,76,14.1,19.1,0.00,53,4.0
2022-03-06T01:00,17.9,78,14.0,18.4,0.00,15,16.6
2022-03-06T02:00,17.4,86,15.0,18.5,0.00,100,2.5
2022-03-06T03:00,17.0,84,14.2,18.0,0.00,100,3.2
2022-03-06T04:00,16.9,85,14.3,18.2,0.00,43,1.1
2022-03-06T05:00,16.8,88,14.8,18.0,0.00,94,2.9
2022-03-06T06:00,16.6,93,15.5,18.2,0.00,100,2.9
2022-03-06T07:00,16.7,95,15.9,18.4,0.00,100,2.5
2022-03-06T08:00,20.2,80,16.6,22.2,0.00,100,6.1
2022-03-06T09:00,25.4,60,17.1,27.2,0.00,97,13.0
2022-03-06T10:00,28.6,43,14.8,29.5,0.00,100,10.8
2022-03-06T11:00,31.0,34,13.3,32.6,0.00,100,8.6
2022-03-06T12:00,32.7,29,12.4,34.6,0.00,100,14.0
2022-03-06T13:00,33.8,25,11.0,35.4,0.00,100,13.7
2022-03-06T14:00,34.8,23,10.6,36.4,0.00,100,16.9
2022-03-06T15:00,33.8,27,12.2,34.3,0.00,12,22.0
2022-03-06T16:00,26.1,49,14.6,25.9,0.10,100,26.3
2022-03-06T17:00,27.8,44,14.4,27.8,0.00,13,13.7
2022-03-06T18:00,27.7,44,14.4,27.9,0.00,67,13.0
2022-03-06T19:00,24.2,55,14.6,24.8,0.00,93,21.2
2022-03-06T20:00,20.9,71,15.5,21.9,0.00,10,23.8
2022-03-06T21:00,19.6,83,16.6,21.1,0.00,7,21.6
2022-03-06T22:00,18.8,87,16.6,20.4,0.00,17,18.7
2022-03-06T23:00,18.6,87,16.4,20.2,0.00,98,14.0
2022-03-07T00:00,18.4,87,16.2,19.8,0.00,99,15.5
2022-03-07T01:00,18.0,87,15.8,19.3,0.00,84,2.2
2022-03-07T02:00,17.7,87,15.5,19.0,0.00,11,4.3
2022-03-07T03:00,17.2,90,15.5,18.8,0.00,10,1.4
2022-03-07T04:00,17.1,90,15.4,18.6,0.00,7,2.9
2022-03-07T05:00,17.1,90,15.4,18.3,0.00,5,3.6
2022-03-07T06:00,16.5,94,15.5,17.8,0.00,0,4.0
2022-03-07T07:00,16.5,94,15.5,17.8,0.00,0,3.2
2022-03-07T08:00,19.8,79,16.0,21.3,0.00,0,10.4
2022-03-07T09:00,24.8,59,16.3,26.1,0.00,0,14.0
2022-03-07T10:00,28.9,40,13.9,29.5,0.00,5,12.2
2022-03-07T11:00,31.5,29,11.3,32.6,0.00,10,8.6
2022-03-07T12:00,33.6,22,9.0,34.9,0.00,11,11.9
2022-03-07T13:00,34.5,20,8.3,35.7,0.00,11,15.8
2022-03-07T14:00,34.7,20,8.5,35.4,0.00,69,19.8
2022-03-07T15:00,32.7,30,12.9,33.1,0.00,83,19.1
2022-03-07T16:00,31.1,36,14.3,31.5,0.00,100,13.0
2022-03-07T17:00,29.5,39,14.1,29.4,0.00,31,11.2
2022-03-07T18:00,27.7,44,14.4,27.7,0.00,11,11.5
2022-03-07T19:00,24.3,56,15.0,24.8,0.00,7,24.1
2022-03-07T20:00,21.6,70,15.9,22.6,0.00,11,28.4
2022-03-07T21:00,19.5,84,16.7,21.1,0.00,6,24.1
2022-03-07T22:00,18.7,89,16.9,20.5,0.00,12,7.6
2022-03-07T23:00,18.2,93,17.1,20.5,0.00,86,2.9
2022-03-08T00:00,18.5,94,17.5,20.5,0.00,27,3.6
2022-03-08T01:00,18.3,96,17.7,20.8,0.00,54,2.2
2022-03-08T02:00,18.1,97,17.6,20.6,0.00,100,1.4
2022-03-08T03:00,18.5,94,17.5,20.9,0.00,85,1.8
2022-03-08T04:00,18.1,95,17.3,20.1,0.00,20,4.3
2022-03-08T05:00,18.0,95,17.2,19.8,0.00,53,12.6
2022-03-08T06:00,17.8,95,16.9,19.7,0.00,84,4.3
2022-03-08T07:00,17.7,93,16.5,19.5,0.00,42,4.3
2022-03-08T08:00,21.2,74,16.4,22.9,0.00,45,18.4
2022-03-08T09:00,26.5,49,14.9,27.0,0.00,12,17.3
2022-03-08T10:00,29.1,38,13.3,29.1,0.00,6,9.7
2022-03-08T11:00,30.7,34,13.0,31.8,0.00,11,13.7
2022-03-08T12:00,32.2,29,11.9,33.7,0.00,40,14.4
2022-03-08T13:00,33.6,25,10.9,35.2,0.00,100,15.5
2022-03-08T14:00,32.3,27,10.9,30.9,0.00,99,16.9
2022-03-08T15:00,31.5,32,12.8,31.5,0.00,100,11.2
2022-03-08T16:00,30.4,35,13.2,29.6,0.00,100,10.1
2022-03-08T17:00,30.5,35,13.3,30.1,0.00,72,9.4
2022-03-08T18:00,28.4,41,13.9,28.1,0.00,58,10.8
2022-03-08T19:00,21.6,69,15.7,22.7,0.00,33,21.2
2022-03-08T20:00,18.1,90,16.4,19.3,0.00,100,30.6
2022-03-08T21:00,18.1,94,17.1,19.6,0.00,41,31.3
2022-03-08T22:00,18.0,94,17.0,19.8,0.00,94,9.4
2022-03-08T23:00,17.8,94,16.8,20.0,0.00,100,3.6
2022-03-09T00:00,17.7,96,17.1,19.7,0.00,100,4.3
2022-03-09T01:00,18.0,96,17.4,20.2,0.00,100,3.6
2022-03-09T02:00,18.0,96,17.4,20.4,0.00,100,2.2
2022-03-09T03:00,17.6,97,17.1,19.6,0.00,53,1.8
2022-03-09T04:00,17.4,96,16.8,19.4,0.00,20,3.6
2022-03-09T05:00,17.3,96,16.7,19.2,0.00,71,3.2
2022-03-09T06:00,17.2,96,16.6,19.1,0.00,64,2.9
2022-03-09T07:00,17.2,96,16.6,19.0,0.00,17,4.3
2022-03-09T08:00,19.8,87,17.5,22.1,0.00,38,11.5
2022-03-09T09:00,25.0,63,17.4,27.0,0.00,100,12.6
2022-03-09T10:00,29.4,42,15.2,30.8,0.00,100,7.2
2022-03-09T11:00,32.6,32,13.8,34.8,0.00,100,7.9
2022-03-09T12:00,35.4,25,12.4,38.6,0.00,80,11.2
2022-03-09T13:00,34.4,24,10.9,35.1,0.00,100,14.4
2022-03-09T14:00,31.7,30,12.0,31.0,0.00,100,13.0
2022-03-09T15:00,24.0,63,16.5,24.2,0.00,100,31.0
2022-03-09T16:00,29.8,40,14.8,31.4,0.00,51,11.5
2022-03-09T17:00,30.4,36,13.7,30.8,0.00,13,14.0
2022-03-09T18:00,28.0,43,14.3,28.2,0.00,100,14.8
2022-03-09T19:00,26.1,49,14.6,26.5,0.00,100,19.1
2022-03-09T20:00,22.6,66,15.9,23.7,0.00,22,17.3
2022-03-09T21:00,19.4,85,16.8,21.2,0.00,40,4.3
2022-03-09T22:00,18.8,90,17.1,20.6,0.00,51,20.5
2022-03-09T23:00,19.4,89,17.6,21.4,0.00,100,31.3
2022-03-10T00:00,18.3,96,17.7,20.5,0.00,100,5.4
2022-03-10T01:00,18.0,98,17.7,20.2,0.00,100,2.2
2022-03-10T02:00,18.1,99,17.9,20.4,0.00,54,4.0
2022-03-10T03:00,18.1,98,17.8,20.6,0.00,100,3.2
2022-03-10T04:00,18.0,98,17.7,20.5,0.00,100,2.5
2022-03-10T05:00,17.9,98,17.6,20.4,0.00,100,2.2
2022-03-10T06:00,17.8,98,17.4,20.1,0.00,100,2.9
2022-03-10T07:00,17.5,98,17.2,19.7,0.00,100,2.2
2022-03-10T08:00,19.5,92,18.2,22.3,0.00,99,2.2
2022-03-10T09:00,23.5,73,18.4,26.2,0.00,100,7.6
2022-03-10T10:00,27.3,54,17.2,28.9,0.00,100,12.2
2022-03-10T11:00,30.4,40,15.3,32.6,0.00,100,11.9
2022-03-10T12:00,33.0,28,12.1,35.1,0.00,85,18.4
2022-03-10T13:00,34.0,24,10.6,35.7,0.00,100,24.1
2022-03-10T14:00,34.8,21,9.3,35.9,0.00,100,28.1
2022-03-10T15:00,32.8,28,11.9,32.6,0.00,100,20.9
2022-03-10T16:00,31.2,34,13.5,30.2,0.00,100,15.8
2022-03-10T17:00,29.6,38,13.8,29.0,0.00,92,18.0
2022-03-10T18:00,27.8,42,13.7,27.5,0.00,97,20.2
2022-03-10T19:00,24.7,53,14.5,25.0,0.00,100,24.5
2022-03-10T20:00,20.9,72,15.7,21.9,0.00,100,31.3
2022-03-10T21:00,19.5,80,16.0,21.0,0.00,100,4.0
2022-03-10T22:00,19.3,80,15.8,20.7,0.00,100,3.6
2022-03-10T23:00,19.0,80,15.5,20.3,0.00,100,4.3
2022-03-11T00:00,18.7,80,15.2,19.9,0.00,100,4.7
2022-03-11T01:00,18.3,82,15.2,19.5,0.00,100,4.7
2022-03-11T02:00,18.0,87,15.8,19.2,0.00,30,19.1
2022-03-11T03:00,17.5,95,16.7,19.5,0.00,72,3.6
2022-03-11T04:00,17.1,96,16.5,18.9,0.00,12,2.2
2022-03-11T05:00,17.0,97,16.5,18.8,0.00,1,2.5
2022-03-11T06:00,17.1,97,16.6,19.0,0.00,0,2.9
2022-03-11T07:00,17.3,98,16.9,19.3,0.00,0,2.9
2022-03-11T08:00,20.4,83,17.4,22.7,0.00,0,6.5
2022-03-11T09:00,25.1,64,17.8,27.2,0.00,15,15.5
2022-03-11T10:00,28.5,47,16.1,29.7,0.00,20,13.3
2022-03-11T11:00,31.1,35,13.9,32.6,0.00,100,12.6
2022-03-11T12:00,32.7,28,11.8,33.9,0.00,100,23.4
2022-03-11T13:00,33.4,26,11.3,34.6,0.00,100,27.0
2022-03-11T14:00,34.4,23,10.3,35.1,0.00,93,23.4
2022-03-11T15:00,33.3,27,11.8,32.2,0.00,100,17.6
2022-03-11T16:00,31.0,35,13.7,30.4,0.00,100,15.8
2022-03-11T17:00,29.5,38,13.7,28.6,0.00,100,20.9
2022-03-11T18:00,27.4,46,14.8,27.6,0.00,100,21.6
2022-03-11T19:00,24.4,58,15.6,25.1,0.00,100,28.8
2022-03-11T20:00,22.2,70,16.5,23.4,0.00,100,30.6
2022-03-11T21:00,19.6,83,16.6,21.4,0.00,100,8.6
2022-03-11T22:00,19.1,85,16.5,20.8,0.00,100,10.1
2022-03-11T23:00,19.0,82,15.9,20.5,0.00,100,2.9
2022-03-12T00:00,19.1,78,15.2,20.4,0.00,100,3.2
2022-03-12T01:00,18.9,76,14.6,19.8,0.00,15,6.5
2022-03-12T02:00,17.9,79,14.2,18.6,0.00,5,3.6
2022-03-12T03:00,17.4,79,13.7,17.9,0.00,31,1.8
2022-03-12T04:00,17.9,77,13.8,18.8,0.00,91,2.2
2022-03-12T05:00,19.1,71,13.7,20.0,0.00,100,1.4
2022-03-12T06:00,19.3,70,13.7,20.1,0.00,100,2.5
2022-03-12T07:00,17.7,77,13.6,18.5,0.00,74,2.9
2022-03-12T08:00,20.9,65,14.1,21.9,0.00,36,5.4
2022-03-12T09:00,26.2,51,15.3,27.4,0.00,100,11.5
2022-03-12T10:00,29.6,35,12.5,29.7,0.00,43,11.2
2022-03-12T11:00,32.0,26,10.1,32.7,0.00,10,9.0
2022-03-12T12:00,33.7,23,9.7,35.1,0.00,10,14.0
2022-03-12T13:00,35.1,19,8.0,36.4,0.00,46,21.2
2022-03-12T14:00,36.0,16,6.3,36.9,0.00,100,19.8
2022-03-12T15:00,36.4,16,6.6,36.0,0.00,100,20.2
2022-03-12T16:00,30.6,30,11.1,28.5,0.00,100,19.1
2022-03-12T17:00,31.3,29,11.2,30.2,0.00,78,12.6
2022-03-12T18:00,29.6,35,12.5,28.8,0.00,100,17.3
2022-03-12T19:00,25.2,52,14.7,25.8,0.00,100,21.2
2022-03-12T20:00,20.8,71,15.4,22.1,0.00,72,4.0
2022-03-12T21:00,19.7,77,15.6,21.2,0.00,13,4.0
2022-03-12T22:00,19.5,78,15.6,20.8,0.00,19,10.8
2022-03-12T23:00,19.5,75,15.0,20.6,0.00,100,3.2
2022-03-13T00:00,19.0,75,14.5,19.8,0.00,100,4.7
2022-03-13T01:00,19.0,74,14.3,20.2,0.00,100,3.6
2022-03-13T02:00,18.6,75,14.1,19.5,0.00,18,4.0
2022-03-13T03:00,18.2,76,13.9,18.8,0.00,60,3.6
2022-03-13T04:00,17.0,78,13.1,17.5,0.00,18,15.5
2022-03-13T05:00,16.9,74,12.2,17.3,0.00,100,3.6
2022-03-13T06:00,16.5,75,12.1,16.8,0.00,100,2.2
2022-03-13T07:00,16.3,76,12.1,16.5,0.00,100,2.2
2022-03-13T08:00,19.8,63,12.6,20.4,0.00,8,2.2
2022-03-13T09:00,24.8,48,13.1,25.5,0.00,5,4.0
2022-03-13T10:00,28.7,38,13.0,29.8,0.00,5,9.0
2022-03-13T11:00,31.3,32,12.7,33.3,0.00,10,14.4
2022-03-13T12:00,32.8,27,11.4,35.0,0.00,98,14.8
2022-03-13T13:00,34.4,22,9.6,36.3,0.00,100,14.8
2022-03-13T14:00,32.2,22,7.8,30.7,0.00,100,14.4
2022-03-13T15:00,32.7,21,7.5,31.6,0.00,100,14.0
2022-03-13T16:00,32.7,24,9.5,30.8,0.00,100,13.7
2022-03-13T17:00,27.7,40,12.9,27.1,0.00,100,15.8
2022-03-13T18:00,29.0,37,12.9,28.2,0.00,100,16.9
2022-03-13T19:00,24.3,57,15.2,24.7,0.00,100,24.8
2022-03-13T20:00,20.2,77,16.0,21.6,0.00,100,22.3
2022-03-13T21:00,19.6,84,16.8,21.2,0.00,100,22.7
2022-03-13T22:00,18.8,89,17.0,20.7,0.00,100,4.7
2022-03-13T23:00,18.0,93,16.9,19.7,0.00,100,18.7
2022-03-14T00:00,18.0,93,16.9,20.2,0.00,100,10.4
2022-03-14T01:00,19.6,85,17.0,21.5,0.00,100,13.7
2022-03-14T02:00,18.4,91,16.9,20.5,0.00,88,7.2
2022-03-14T03:00,17.6,97,17.1,20.0,0.00,95,1.4
2022-03-14T04:00,17.2,98,16.9,19.4,0.00,100,2.5
2022-03-14T05:00,16.8,99,16.7,18.7,0.00,100,1.8
2022-03-14T06:00,16.6,99,16.5,18.2,0.00,100,3.6
2022-03-14T07:00,16.3,99,16.2,17.8,0.00,100,6.5
2022-03-14T08:00,18.5,90,16.8,20.3,0.00,100,11.5
2022-03-14T09:00,21.7,78,17.7,24.1,0.00,100,5.8
2022-03-14T10:00,27.2,51,16.2,29.1,0.00,100,4.0
2022-03-14T11:00,31.3,36,14.5,34.0,0.00,100,7.2
2022-03-14T12:00,33.6,29,13.1,36.7,0.00,100,13.3
2022-03-14T13:00,34.5,25,11.6,37.0,0.00,100,13.7
2022-03-14T14:00,30.8,33,12.7,29.9,0.00,100,14.8
2022-03-14T15:00,26.3,49,14.7,25.9,0.00,100,20.2
2022-03-14T16:00,26.6,53,16.2,27.6,0.00,17,10.8
2022-03-14T17:00,25.3,57,16.2,26.0,0.00,14,12.6
2022-03-14T18:00,19.7,89,17.8,21.7,0.50,100,26.6
2022-03-14T19:00,19.3,94,18.3,21.0,1.20,100,33.8
2022-03-14T20:00,18.6,93,17.5,20.5,0.10,100,3.6
2022-03-14T21:00,18.2,91,16.7,19.9,0.00,100,5.4
2022-03-14T22:00,18.0,90,16.3,20.0,0.00,100,1.8
2022-03-14T23:00,17.1,92,15.8,18.4,0.00,100,11.5
2022-03-15T00:00,16.4,92,15.1,17.9,0.00,30,2.9
2022-03-15T01:00,16.1,93,15.0,17.6,0.00,14,1.8
2022-03-15T02:00,15.8,93,14.7,17.1,0.00,10,2.2
2022-03-15T03:00,15.8,93,14.7,17.1,0.00,51,1.8
2022-03-15T04:00,15.7,93,14.6,17.0,0.00,11,1.4
2022-03-15T05:00,15.6,92,14.3,16.7,0.00,11,1.4
2022-03-15T06:00,15.6,91,14.1,16.6,0.00,100,1.4
2022-03-15T07:00,15.4,92,14.1,16.6,0.00,100,0.7
2022-03-15T08:00,18.0,81,14.7,19.4,0.00,67,1.8
2022-03-15T09:00,23.7,55,14.1,24.9,0.00,51,3.6
2022-03-15T10:00,28.3,41,13.8,29.6,0.00,43,5.0
2022-03-15T11:00,30.8,35,13.6,33.1,0.00,65,7.2
2022-03-15T12:00,32.5,30,12.7,35.2,0.00,27,13.0
2022-03-15T13:00,30.6,32,12.0,30.5,0.00,100,10.4
2022-03-15T14:00,29.1,37,12.9,28.8,0.00,100,9.0
2022-03-15T15:00,26.7,44,13.5,27.8,0.00,100,12.2
2022-03-15T16:00,29.6,35,12.5,29.3,0.00,100,11.5
2022-03-15T17:00,30.1,35,13.0,29.1,0.00,100,13.0
2022-03-15T18:00,27.5,44,14.2,27.4,0.00,100,16.2
2022-03-15T19:00,23.0,59,14.6,23.7,0.00,100,19.1
2022-03-15T20:00,20.4,71,15.0,21.1,0.00,100,25.9
2022-03-15T21:00,19.3,78,15.4,20.4,0.00,100,14.4
2022-03-15T22:00,18.7,82,15.6,20.0,0.00,17,4.3
2022-03-15T23:00,18.5,84,15.8,20.2,0.00,100,2.9
2022-03-16T00:00,18.4,83,15.5,19.5,0.00,98,10.4
2022-03-16T01:00,18.3,80,14.8,19.6,0.00,100,1.1
2022-03-16T02:00,17.9,80,14.4,18.9,0.00,17,3.6
2022-03-16T03:00,18.5,78,14.6,19.6,0.00,41,9.0
2022-03-16T04:00,19.7,74,14.9,20.6,0.00,100,22.0
2022-03-16T05:00,18.8,84,16.0,20.2,0.00,100,21.6
2022-03-16T06:00,19.2,83,16.3,20.7,0.00,100,5.8
2022-03-16T07:00,18.8,86,16.4,20.5,0.00,100,4.0
2022-03-16T08:00,20.7,76,16.3,22.5,0.00,100,7.2
2022-03-16T09:00,23.0,64,15.8,24.7,0.00,100,6.5
2022-03-16T10:00,28.3,42,14.1,29.2,0.00,100,3.6
2022-03-16T11:00,31.6,33,13.4,33.6,0.00,13,9.4
2022-03-16T12:00,33.0,29,12.6,34.8,0.00,58,8.3
2022-03-16T13:00,32.4,30,12.6,34.1,0.00,100,7.6
2022-03-16T14:00,29.3,38,13.5,29.8,0.00,100,5.0
2022-03-16T15:00,26.0,48,14.1,26.2,0.00,100,9.4
2022-03-16T16:00,29.5,38,13.7,29.4,0.00,100,13.0
2022-03-16T17:00,29.5,41,14.8,30.6,0.00,100,7.6
2022-03-16T18:00,21.5,74,16.6,23.7,0.00,100,2.9
2022-03-16T19:00,20.7,81,17.3,22.9,0.00,100,7.9
2022-03-16T20:00,18.9,88,16.8,20.6,0.00,13,6.5
2022-03-16T21:00,19.2,81,15.9,20.4,0.00,60,14.8
2022-03-16T22:00,18.8,83,15.8,20.1,0.00,0,15.8
2022-03-16T23:00,18.7,82,15.6,20.2,0.00,17,4.0
2022-03-17T00:00,20.6,73,15.6,21.9,0.00,100,2.2
2022-03-17T01:00,20.7,72,15.5,22.2,0.00,100,4.0
2022-03-17T02:00,20.5,72,15.3,22.0,0.00,100,2.5
2022-03-17T03:00,18.8,79,15.1,20.2,0.00,100,2.5
2022-03-17T04:00,19.3,79,15.5,20.6,0.00,100,5.0
