latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0.375,32.375,1184.0,10800,Africa/Kampala,GMT+3

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),rain (mm),cloud_cover (%),wind_gusts_10m (km/h)
2022-01-04T11:00,27.5,35,10.7,27.9,0.00,100,10.8
2022-01-04T12:00,28.9,32,10.6,29.8,0.00,100,11.2
2022-01-04T13:00,30.3,29,10.3,31.7,0.00,100,12.6
2022-01-04T14:00,31.4,27,10.2,33.1,0.00,100,11.9
2022-01-04T15:00,29.7,28,9.3,28.6,0.00,100,9.4
2022-01-04T16:00,29.5,29,9.6,27.9,0.00,100,10.4
2022-01-04T17:00,27.4,36,11.0,26.4,0.00,100,12.6
2022-01-04T18:00,24.5,45,11.8,24.6,0.00,100,6.5
2022-01-04T19:00,21.1,57,12.3,21.3,0.00,72,1.8
2022-01-04T20:00,19.6,64,12.6,19.9,0.00,100,3.2
2022-01-04T21:00,19.0,68,13.0,19.3,0.00,12,6.8
2022-01-04T22:00,18.4,72,13.2,18.8,0.00,30,4.3
2022-01-04T23:00,18.0,73,13.1,18.4,0.00,100,4.3
2022-01-05T00:00,17.4,73,12.5,17.4,0.00,100,8.3
2022-01-05T01:00,17.4,68,11.4,17.4,0.00,100,3.2
2022-01-05T02:00,17.2,65,10.5,17.0,0.00,100,3.6
2022-01-05T03:00,19.0,59,10.8,18.7,0.00,100,3.6
2022-01-05T04:00,19.0,57,10.3,18.7,0.00,100,2.9
2022-01-05T05:00,16.7,66,10.3,16.5,0.00,100,1.4
2022-01-05T06:00,16.1,68,10.2,16.1,0.00,100,0.7
2022-01-05T07:00,15.8,68,9.9,15.8,0.00,100,0.7
2022-01-05T08:00,18.4,60,10.5,18.2,0.00,100,5.4
2022-01-05T09:00,22.3,45,9.8,21.4,0.00,61,14.8
2022-01-05T10:00,24.9,38,9.6,23.8,0.00,100,16.2
2022-01-05T11:00,27.2,34,10.0,27.4,0.00,100,12.6
2022-01-05T12:00,29.0,31,10.2,30.1,0.00,14,14.8
2022-01-05T13:00,30.4,27,9.3,31.8,0.00,10,15.5
2022-01-05T14:00,31.9,24,8.8,33.4,0.00,100,13.3
2022-01-05T15:00,29.4,30,10.0,28.9,0.00,100,10.4
2022-01-05T16:00,27.9,36,11.4,27.6,0.00,100,10.1
2022-01-05T17:00,28.8,34,11.3,28.0,0.00,100,6.1
2022-01-05T18:00,26.4,44,13.2,26.1,0.00,100,15.5
2022-01-05T19:00,22.2,59,13.8,22.5,0.00,100,15.5
2022-01-05T20:00,19.5,71,14.1,20.0,0.00,12,18.4
2022-01-05T21:00,19.0,73,14.0,19.7,0.00,100,9.7
2022-01-05T22:00,18.9,72,13.7,19.4,0.00,100,4.0
2022-01-05T23:00,18.1,75,13.6,18.3,0.00,100,13.0
2022-01-06T00:00,18.9,71,13.5,19.4,0.00,100,4.3
2022-01-06T01:00,19.8,66,13.2,20.5,0.00,100,1.8
2022-01-06T02:00,19.9,65,13.1,20.5,0.00,100,2.9
2022-01-06T03:00,18.4,79,14.7,19.5,0.00,100,5.0
2022-01-06T04:00,17.9,84,15.1,19.0,0.00,100,8.3
2022-01-06T05:00,18.2,81,14.9,19.4,0.00,100,3.6
2022-01-06T06:00,18.2,79,14.5,19.6,0.00,100,2.2
2022-01-06T07:00,16.2,87,14.0,16.9,0.00,10,4.3
2022-01-06T08:00,19.0,74,14.3,20.2,0.00,24,4.3
2022-01-06T09:00,23.1,56,13.8,23.7,0.00,36,2.5
2022-01-06T10:00,26.4,44,13.1,26.8,0.00,55,4.3
2022-01-06T11:00,28.9,37,12.7,30.5,0.00,100,4.3
2022-01-06T12:00,31.1,32,12.4,33.8,0.00,80,5.0
2022-01-06T13:00,32.1,29,11.8,35.2,0.00,50,10.4
2022-01-06T14:00,28.6,36,12.1,28.4,0.00,100,13.0
2022-01-06T15:00,21.1,76,16.7,22.0,0.00,100,6.5
2022-01-06T16:00,19.8,82,16.6,22.0,0.10,100,12.6
2022-01-06T17:00,22.4,68,16.2,23.8,0.00,100,14.8
2022-01-06T18:00,24.6,60,16.3,25.7,0.00,10,21.2
2022-01-06T19:00,22.0,64,14.9,22.8,0.00,91,15.1
2022-01-06T20:00,19.5,75,14.9,20.5,0.00,63,7.6
2022-01-06T21:00,19.0,77,14.9,20.0,0.00,100,11.5
2022-01-06T22:00,18.9,75,14.4,19.7,0.00,100,6.1
2022-01-06T23:00,18.5,77,14.4,19.3,0.00,100,5.4
2022-01-07T00:00,18.0,78,14.1,18.9,0.00,100,2.9
2022-01-07T01:00,17.5,79,13.8,18.4,0.00,100,2.5
2022-01-07T02:00,17.1,80,13.6,17.9,0.00,100,4.0
2022-01-07T03:00,17.8,77,13.7,18.5,0.00,100,4.3
2022-01-07T04:00,18.0,76,13.7,18.9,0.00,100,1.4
2022-01-07T05:00,16.5,84,13.8,17.2,0.00,100,3.2
2022-01-07T06:00,17.5,80,14.0,18.5,0.00,100,2.2
2022-01-07T07:00,18.0,78,14.1,19.0,0.00,100,2.2
2022-01-07T08:00,19.9,71,14.5,21.2,0.00,100,1.4
2022-01-07T09:00,24.3,52,13.8,25.0,0.00,100,7.2
2022-01-07T10:00,28.0,40,13.1,28.6,0.00,17,6.5
2022-01-07T11:00,30.0,35,12.8,31.6,0.00,27,8.3
2022-01-07T12:00,25.8,49,14.2,26.3,0.00,100,10.1
2022-01-07T13:00,25.0,55,15.3,26.2,0.00,100,7.6
2022-01-07T14:00,31.9,31,12.6,35.0,0.00,15,13.3
2022-01-07T15:00,30.4,34,12.8,31.5,0.00,19,17.3
2022-01-07T16:00,24.1,56,14.7,24.7,0.00,100,14.8
2022-01-07T17:00,28.6,41,14.0,29.0,0.00,100,6.8
2022-01-07T18:00,27.1,48,15.1,28.2,0.00,100,10.1
2022-01-07T19:00,22.4,64,15.3,23.6,0.00,100,11.2
2022-01-07T20:00,20.4,74,15.6,21.5,0.00,5,13.7
2022-01-07T21:00,19.4,79,15.6,20.6,0.00,10,13.3
2022-01-07T22:00,19.1,80,15.5,20.3,0.00,24,4.3
2022-01-07T23:00,18.7,81,15.3,20.2,0.00,11,2.5
2022-01-08T00:00,18.3,83,15.3,19.5,0.00,16,3.2
2022-01-08T01:00,18.0,84,15.2,19.2,0.00,100,4.0
2022-01-08T02:00,17.8,84,15.0,19.1,0.00,100,3.2
2022-01-08T03:00,17.4,84,14.7,18.7,0.00,100,1.8
2022-01-08T04:00,17.0,85,14.5,18.5,0.00,16,0.7
2022-01-08T05:00,16.9,85,14.4,18.2,0.00,100,1.1
2022-01-08T06:00,16.7,85,14.2,17.9,0.00,100,1.1
2022-01-08T07:00,16.7,84,14.0,18.0,0.00,100,0.4
2022-01-08T08:00,19.0,75,14.5,20.4,0.00,100,1.8
2022-01-08T09:00,23.0,59,14.6,24.3,0.00,100,4.3
2022-01-08T10:00,26.4,47,14.2,27.2,0.00,100,9.4
2022-01-08T11:00,27.2,45,14.2,27.6,0.00,100,10.8
2022-01-08T12:00,28.4,41,13.8,29.6,0.00,100,10.8
2022-01-08T13:00,30.2,36,13.4,32.4,0.00,100,12.6
2022-01-08T14:00,31.2,33,13.0,33.2,0.00,74,15.1
2022-01-08T15:00,31.5,31,12.3,32.5,0.00,20,14.8
2022-01-08T16:00,30.6,33,12.5,30.3,0.00,100,20.5
2022-01-08T17:00,28.5,40,13.6,28.1,0.00,100,16.2
2022-01-08T18:00,26.4,47,14.1,26.3,0.00,100,24.5
2022-01-08T19:00,23.1,59,14.7,23.5,0.00,100,27.4
2022-01-08T20:00,20.1,75,15.5,21.2,0.00,30,24.1
2022-01-08T21:00,19.4,78,15.4,20.4,0.00,39,13.3
2022-01-08T22:00,19.1,76,14.7,20.0,0.00,100,10.4
2022-01-08T23:00,18.5,76,14.2,19.3,0.00,98,4.0
2022-01-09T00:00,18.1,77,14.0,18.8,0.00,53,4.0
2022-01-09T01:00,18.1,76,13.8,18.7,0.00,100,9.0
2022-01-09T02:00,19.3,70,13.7,20.0,0.00,100,4.0
2022-01-09T03:00,19.4,69,13.5,20.2,0.00,100,2.2
2022-01-09T04:00,19.5,69,13.6,20.5,0.00,100,1.4
2022-01-09T05:00,18.2,74,13.5,19.2,0.00,100,1.1
2022-01-09T06:00,17.2,78,13.3,18.1,0.00,100,1.4
2022-01-09T07:00,16.9,79,13.2,17.7,0.00,100,2.2
2022-01-09T08:00,19.4,70,13.8,20.4,0.00,100,1.8
2022-01-09T09:00,23.3,54,13.4,24.3,0.00,100,4.7
2022-01-09T10:00,27.8,41,13.4,28.3,0.00,100,11.5
2022-01-09T11:00,29.7,34,12.2,30.4,0.00,100,11.2
2022-01-09T12:00,30.9,31,11.8,31.9,0.00,100,10.1
2022-01-09T13:00,31.8,28,11.1,32.8,0.00,100,13.0
2022-01-09T14:00,32.5,26,10.5,33.4,0.00,100,13.7
2022-01-09T15:00,31.8,28,11.0,31.0,0.00,100,13.0
2022-01-09T16:00,29.6,33,11.6,28.4,0.00,100,15.1
2022-01-09T17:00,28.9,35,11.9,28.2,0.00,100,11.2
2022-01-09T18:00,27.0,40,12.3,26.6,0.00,100,18.4
2022-01-09T19:00,22.3,55,12.8,22.3,0.00,100,21.6
2022-01-09T20:00,20.2,72,15.0,20.9,0.00,100,24.1
2022-01-09T21:00,19.6,81,16.2,20.9,0.00,100,24.1
2022-01-09T22:00,19.4,80,15.8,20.7,0.00,100,9.0
2022-01-09T23:00,19.2,77,15.0,20.3,0.00,100,4.0
2022-01-10T00:00,18.8,75,14.2,19.7,0.00,100,2.9
2022-01-10T01:00,18.5,74,13.7,19.2,0.00,100,4.3
2022-01-10T02:00,17.9,75,13.4,18.2,0.00,100,6.8
2022-01-10T03:00,17.4,77,13.3,18.1,0.00,100,3.2
2022-01-10T04:00,17.3,76,13.0,18.2,0.00,100,1.8
2022-01-10T05:00,16.9,77,12.9,17.6,0.00,100,1.8
2022-01-10T06:00,16.6,78,12.7,17.1,0.00,100,1.1
2022-01-10T07:00,16.4,78,12.5,16.9,0.00,100,1.1
2022-01-10T08:00,18.8,68,12.7,19.5,0.00,100,1.1
2022-01-10T09:00,22.1,54,12.3,22.5,0.00,100,1.8
2022-01-10T10:00,25.6,42,11.7,25.9,0.00,100,6.8
2022-01-10T11:00,28.8,33,10.9,29.2,0.00,100,10.8
2022-01-10T12:00,30.7,29,10.6,32.0,0.00,100,11.2
2022-01-10T13:00,32.7,25,10.1,34.6,0.00,100,11.5
2022-01-10T14:00,33.1,25,10.4,34.5,0.00,100,11.9
2022-01-10T15:00,30.3,34,12.7,30.5,0.00,100,13.0
2022-01-10T16:00,30.6,33,12.5,29.9,0.00,100,14.4
2022-01-10T17:00,29.7,34,12.1,28.5,0.00,97,15.1
2022-01-10T18:00,27.3,42,13.2,26.8,0.00,100,22.7
2022-01-10T19:00,23.3,59,14.9,23.6,0.00,100,28.4
2022-01-10T20:00,21.3,69,15.3,22.0,0.00,80,34.2
2022-01-10T21:00,19.8,76,15.4,20.6,0.00,100,31.7
2022-01-10T22:00,18.8,80,15.2,19.8,0.00,100,5.0
2022-01-10T23:00,18.4,79,14.7,19.5,0.00,100,3.6
2022-01-11T00:00,18.7,76,14.3,19.7,0.00,100,3.6
2022-01-11T01:00,18.8,73,13.8,19.5,0.00,100,16.9
2022-01-11T02:00,18.1,75,13.6,18.7,0.00,100,4.3
2022-01-11T03:00,17.5,76,13.2,17.9,0.00,100,4.0
2022-01-11T04:00,17.5,78,13.6,18.2,0.00,100,3.2
2022-01-11T05:00,17.9,77,13.8,18.9,0.00,100,1.4
2022-01-11T06:00,17.7,78,13.8,18.8,0.00,100,1.1
2022-01-11T07:00,16.8,82,13.7,17.5,0.00,100,1.8
2022-01-11T08:00,19.2,71,13.8,20.2,0.00,100,2.2
2022-01-11T09:00,23.6,57,14.6,24.9,0.00,100,4.0
2022-01-11T10:00,27.1,49,15.5,28.3,0.00,100,13.0
2022-01-11T11:00,29.5,39,14.1,30.9,0.00,100,10.8
2022-01-11T12:00,31.3,32,12.6,32.9,0.00,100,7.2
2022-01-11T13:00,32.4,28,11.6,34.1,0.00,43,7.2
2022-01-11T14:00,31.7,27,10.4,31.4,0.00,100,9.0
2022-01-11T15:00,31.5,25,9.1,29.3,0.00,99,14.0
2022-01-11T16:00,31.5,24,8.5,30.1,0.00,16,14.4
2022-01-11T17:00,30.4,23,7.0,27.9,0.00,81,16.6
2022-01-11T18:00,28.2,27,7.4,26.2,0.00,89,22.7
2022-01-11T19:00,22.6,40,8.3,21.4,0.00,35,9.0
2022-01-11T20:00,20.5,49,9.4,19.8,0.00,86,4.7
2022-01-11T21:00,20.3,54,10.7,19.7,0.00,100,15.1
2022-01-11T22:00,19.8,56,10.7,19.5,0.00,100,2.5
2022-01-11T23:00,18.6,59,10.4,18.1,0.00,100,3.2
2022-01-12T00:00,18.2,59,10.0,17.7,0.00,100,2.9
2022-01-12T01:00,17.9,57,9.3,17.7,0.00,100,2.5
2022-01-12T02:00,18.1,55,8.9,17.6,0.00,100,1.8
2022-01-12T03:00,17.6,55,8.5,16.7,0.00,100,2.9
2022-01-12T04:00,17.1,56,8.2,16.3,0.00,100,1.8
2022-01-12T05:00,16.5,57,8.0,15.6,0.00,100,3.2
2022-01-12T06:00,16.2,58,7.9,15.6,0.00,100,2.5
2022-01-12T07:00,16.0,59,8.0,15.3,0.00,100,2.2
2022-01-12T08:00,18.6,54,9.1,18.2,0.00,100,1.4
2022-01-12T09:00,23.8,42,10.1,23.2,0.00,100,11.2
2022-01-12T10:00,27.5,37,11.5,27.4,0.00,100,12.2
2022-01-12T11:00,30.1,32,11.6,31.2,0.00,30,8.6
2022-01-12T12:00,31.8,28,11.0,33.5,0.00,35,9.0
2022-01-12T13:00,33.5,25,10.8,35.9,0.00,100,9.7
2022-01-12T14:00,33.8,25,11.0,35.8,0.00,100,9.4
2022-01-12T15:00,29.8,36,13.1,29.0,0.00,100,11.9
2022-01-12T16:00,28.4,40,13.5,28.2,0.00,100,17.3
2022-01-12T17:00,29.9,33,11.9,28.8,0.00,100,10.8
2022-01-12T18:00,27.5,37,11.5,26.6,0.00,100,16.9
2022-01-12T19:00,22.5,50,11.5,22.1,0.00,100,12.2
2022-01-12T20:00,20.2,60,12.2,20.1,0.00,100,16.6
2022-01-12T21:00,19.4,68,13.3,19.6,0.00,100,15.1
2022-01-12T22:00,18.8,72,13.7,19.4,0.00,100,3.6
2022-01-12T23:00,18.4,72,13.3,19.2,0.00,100,2.2
2022-01-13T00:00,18.1,71,12.7,18.6,0.00,100,1.8
2022-01-13T01:00,17.9,68,11.9,18.0,0.00,100,2.2
2022-01-13T02:00,17.6,66,11.2,17.7,0.00,90,2.2
2022-01-13T03:00,17.5,66,11.1,17.7,0.00,100,1.1
2022-01-13T04:00,17.0,67,10.8,17.0,0.00,100,2.5
2022-01-13T05:00,16.6,68,10.6,16.7,0.00,100,1.4
2022-01-13T06:00,16.1,68,10.2,15.8,0.00,100,2.5
2022-01-13T07:00,15.8,68,9.9,15.4,0.00,100,3.2
2022-01-13T08:00,18.5,58,10.1,18.4,0.00,100,4.3
2022-01-13T09:00,23.8,42,10.1,23.6,0.00,100,7.9
2022-01-13T10:00,27.6,39,12.4,27.9,0.00,100,12.2
2022-01-13T11:00,30.0,31,11.0,30.4,0.00,100,9.0
2022-01-13T12:00,32.0,24,8.9,32.5,0.00,100,11.9
2022-01-13T13:00,33.2,20,7.2,33.8,0.00,100,10.8
2022-01-13T14:00,33.6,18,6.0,33.6,0.00,100,9.7
2022-01-13T15:00,32.9,17,4.6,31.4,0.00,100,10.1
2022-01-13T16:00,31.9,19,5.4,29.8,0.00,100,10.4
2022-01-13T17:00,30.7,21,5.8,28.2,0.00,100,7.9
2022-01-13T18:00,28.4,29,8.6,26.6,0.00,100,18.0
2022-01-13T19:00,23.0,50,12.0,22.8,0.00,100,16.9
2022-01-13T20:00,20.1,70,14.5,20.7,0.00,100,19.1
2022-01-13T21:00,19.5,76,15.2,20.5,0.00,100,17.6
2022-01-13T22:00,18.9,75,14.3,19.6,0.00,100,7.6
2022-01-13T23:00,18.3,73,13.3,18.8,0.00,100,3.2
2022-01-14T00:00,17.6,72,12.5,17.8,0.00,100,5.8
2022-01-14T01:00,17.4,70,11.8,17.5,0.00,100,4.3
2022-01-14T02:00,17.7,65,11.0,17.5,0.00,100,3.2
2022-01-14T03:00,17.5,64,10.6,17.3,0.00,100,4.0
2022-01-14T04:00,17.2,65,10.5,16.8,0.00,100,4.3
2022-01-14T05:00,16.8,67,10.6,16.7,0.00,100,2.9
2022-01-14T06:00,16.3,69,10.6,16.4,0.00,100,1.4
2022-01-14T07:00,15.9,71,10.6,15.5,0.00,100,3.2
2022-01-14T08:00,18.4,63,11.2,18.6,0.00,100,1.4
2022-01-14T09:00,23.3,47,11.3,23.3,0.00,100,6.5
2022-01-14T10:00,27.5,38,11.9,27.8,0.00,100,6.5
2022-01-14T11:00,30.8,30,11.2,32.3,0.00,100,7.9
2022-01-14T12:00,32.7,24,9.5,34.4,0.00,100,9.7
2022-01-14T13:00,33.6,21,8.3,35.3,0.00,100,9.4
2022-01-14T14:00,34.4,20,8.2,36.2,0.00,77,7.6
2022-01-14T15:00,31.3,25,8.9,30.3,0.00,100,8.3
2022-01-14T16:00,26.7,42,12.7,25.9,0.00,100,16.9
2022-01-14T17:00,26.3,46,13.7,25.9,0.00,100,23.8
2022-01-14T18:00,25.7,50,14.5,25.6,0.00,100,21.6
2022-01-14T19:00,23.4,60,15.2,23.8,0.00,56,26.6
2022-01-14T20:00,20.7,74,15.9,22.0,0.00,100,29.2
2022-01-14T21:00,19.3,82,16.2,20.8,0.00,100,10.8
2022-01-14T22:00,19.2,83,16.2,20.6,0.00,100,14.0
2022-01-14T23:00,18.8,84,16.0,20.1,0.00,100,16.2
2022-01-15T00:00,18.5,87,16.3,20.0,0.00,100,28.8
2022-01-15T01:00,18.1,89,16.3,19.7,0.00,100,23.8
2022-01-15T02:00,17.8,89,15.9,19.2,0.00,100,22.7
2022-01-15T03:00,16.9,91,15.4,18.4,0.00,100,2.5
2022-01-15T04:00,16.3,93,15.2,18.0,0.00,100,1.8
2022-01-15T05:00,16.0,96,15.3,17.4,0.00,100,5.0
2022-01-15T06:00,16.0,96,15.4,17.5,0.00,100,4.0
2022-01-15T07:00,16.2,96,15.6,17.9,0.00,100,2.2
2022-01-15T08:00,17.4,94,16.4,19.0,0.00,100,5.8
2022-01-15T09:00,18.0,94,17.0,20.4,0.00,100,1.4
2022-01-15T10:00,18.7,91,17.2,20.9,0.00,100,3.2
2022-01-15T11:00,20.0,85,17.4,22.1,0.00,100,7.9
2022-01-15T12:00,24.7,56,15.3,25.4,0.00,100,15.8
2022-01-15T13:00,28.7,40,13.7,30.9,0.00,99,10.8
2022-01-15T14:00,29.6,35,12.5,31.0,0.00,100,8.3
2022-01-15T15:00,27.0,43,13.3,27.9,0.00,100,6.1
2022-01-15T16:00,26.6,43,13.0,26.2,0.00,100,5.4
2022-01-15T17:00,26.6,42,12.6,26.3,0.00,100,6.8
2022-01-15T18:00,25.4,45,12.6,25.3,0.00,100,7.9
2022-01-15T19:00,20.9,62,13.3,21.4,0.00,72,4.3
2022-01-15T20:00,18.9,70,13.3,19.4,0.00,17,4.0
2022-01-15T21:00,18.1,72,13.0,18.5,0.00,12,4.0
2022-01-15T22:00,17.4,75,12.9,17.8,0.00,100,4.3
2022-01-15T23:00,17.0,79,13.3,17.9,0.00,100,2.5
2022-01-16T00:00,16.8,82,13.7,17.4,0.00,90,2.9
2022-01-16T01:00,16.6,85,14.0,17.5,0.00,100,1.8
2022-01-16T02:00,16.3,86,14.0,17.2,0.00,42,2.5
2022-01-16T03:00,16.4,88,14.4,17.4,0.00,100,2.2
2022-01-16T04:00,16.4,87,14.2,17.6,0.00,99,2.2
2022-01-16T05:00,16.2,87,14.0,17.3,0.00,100,1.4
2022-01-16T06:00,16.0,88,14.0,16.8,0.00,100,4.0
2022-01-16T07:00,15.7,90,14.1,16.7,0.00,100,3.2
2022-01-16T08:00,18.0,80,14.5,19.2,0.00,100,3.6
2022-01-16T09:00,19.9,78,16.0,21.6,0.00,100,7.6
2022-01-16T10:00,24.5,60,16.2,26.2,0.00,100,9.0
2022-01-16T11:00,26.5,52,15.9,28.8,0.00,16,8.3
2022-01-16T12:00,27.9,45,14.9,30.7,0.00,22,7.2
2022-01-16T13:00,29.7,37,13.5,31.9,0.00,100,8.3
2022-01-16T14:00,30.2,35,13.0,31.5,0.00,100,10.4
2022-01-16T15:00,29.4,38,13.6,28.9,0.00,100,15.8
2022-01-16T16:00,28.6,40,13.6,28.3,0.00,100,7.9
2022-01-16T17:00,27.7,44,14.3,27.8,0.00,100,9.0
2022-01-16T18:00,25.0,53,14.8,25.6,0.00,100,16.6
2022-01-16T19:00,21.9,66,15.3,22.7,0.00,100,20.2
2022-01-16T20:00,19.9,78,16.0,21.1,0.00,100,18.0
2022-01-16T21:00,20.0,79,16.3,21.7,0.00,100,5.0
2022-01-16T22:00,19.7,80,16.2,21.2,0.00,100,7.2
2022-01-16T23:00,18.8,86,16.4,20.4,0.00,100,7.2
2022-01-17T00:00,18.3,90,16.6,20.0,0.00,100,2.5
2022-01-17T01:00,17.6,95,16.8,19.5,0.00,100,3.2
2022-01-17T02:00,17.4,96,16.7,19.1,0.00,100,13.3
2022-01-17T03:00,17.1,98,16.7,18.8,0.00,100,18.4
2022-01-17T04:00,16.7,98,16.4,18.6,0.00,100,13.0
2022-01-17T05:00,16.7,98,16.3,18.3,0.00,100,11.9
2022-01-17T06:00,16.8,98,16.4,18.7,0.10,100,1.8
