latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0.59753954,32.656742,1137.0,10800,Europe/Moscow,GMT+3

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),rain (mm)
2020-04-04T17:00,26.2,64,18.8,0.00,0.00
2020-04-04T18:00,25.1,70,19.1,0.00,0.00
2020-04-04T19:00,23.1,81,19.6,0.00,0.00
2020-04-04T20:00,22.2,85,19.5,0.00,0.00
2020-04-04T21:00,21.4,88,19.3,0.00,0.00
2020-04-04T22:00,21.0,91,19.4,0.00,0.00
2020-04-04T23:00,20.7,93,19.6,0.00,0.00
2020-04-05T00:00,20.4,94,19.4,0.00,0.00
2020-04-05T01:00,20.0,95,19.2,0.00,0.00
2020-04-05T02:00,19.8,95,19.0,0.00,0.00
2020-04-05T03:00,19.3,94,18.4,0.00,0.00
2020-04-05T04:00,19.3,95,18.4,0.00,0.00
2020-04-05T05:00,19.0,95,18.2,0.00,0.00
2020-04-05T06:00,19.2,93,18.1,0.20,0.20
2020-04-05T07:00,18.9,95,18.1,0.00,0.00
2020-04-05T08:00,20.0,92,18.6,0.00,0.00
2020-04-05T09:00,22.0,84,19.1,0.00,0.00
2020-04-05T10:00,24.2,76,19.7,0.00,0.00
2020-04-05T11:00,25.9,71,20.3,0.10,0.10
2020-04-05T12:00,26.9,69,20.8,0.00,0.00
2020-04-05T13:00,27.9,64,20.3,0.10,0.10
2020-04-05T14:00,28.5,57,19.2,0.10,0.10
2020-04-05T15:00,25.9,66,19.1,0.10,0.10
2020-04-05T16:00,26.8,62,18.9,0.00,0.00
2020-04-05T17:00,26.7,63,18.9,0.00,0.00
2020-04-05T18:00,25.7,69,19.5,0.00,0.00
2020-04-05T19:00,23.9,82,20.6,0.00,0.00
2020-04-05T20:00,23.2,81,19.7,0.00,0.00
2020-04-05T21:00,21.7,88,19.6,0.00,0.00
2020-04-05T22:00,21.0,93,19.7,0.00,0.00
2020-04-05T23:00,20.9,92,19.6,0.00,0.00
2020-04-06T00:00,20.7,92,19.3,0.00,0.00
2020-04-06T01:00,20.3,93,19.1,0.00,0.00
2020-04-06T02:00,20.1,93,19.0,0.00,0.00
2020-04-06T03:00,19.9,94,18.9,0.00,0.00
2020-04-06T04:00,20.0,94,18.9,0.00,0.00
2020-04-06T05:00,19.6,95,18.8,0.00,0.00
2020-04-06T06:00,19.3,97,18.8,0.00,0.00
2020-04-06T07:00,19.6,95,18.8,0.00,0.00
2020-04-06T08:00,21.1,90,19.3,0.00,0.00
2020-04-06T09:00,23.2,82,20.1,0.00,0.00
2020-04-06T10:00,24.9,76,20.4,0.10,0.10
2020-04-06T11:00,26.1,71,20.5,0.10,0.10
2020-04-06T12:00,25.6,69,19.4,0.40,0.40
2020-04-06T13:00,26.7,64,19.3,0.00,0.00
2020-04-06T14:00,26.6,62,18.6,0.10,0.10
2020-04-06T15:00,26.5,65,19.3,0.10,0.10
2020-04-06T16:00,27.1,60,18.7,0.00,0.00
2020-04-06T17:00,26.8,61,18.7,0.00,0.00
2020-04-06T18:00,25.3,71,19.6,0.00,0.00
2020-04-06T19:00,23.7,81,20.3,0.00,0.00
2020-04-06T20:00,22.2,86,19.8,0.00,0.00
2020-04-06T21:00,21.4,89,19.4,0.00,0.00
2020-04-06T22:00,21.4,87,19.1,0.00,0.00
2020-04-06T23:00,21.4,88,19.3,0.00,0.00
2020-04-07T00:00,21.4,89,19.6,0.00,0.00
2020-04-07T01:00,21.0,91,19.5,0.00,0.00
2020-04-07T02:00,19.7,96,19.0,0.00,0.00
2020-04-07T03:00,19.4,97,18.9,0.00,0.00
2020-04-07T04:00,19.0,98,18.7,0.00,0.00
2020-04-07T05:00,19.9,95,19.1,0.00,0.00
2020-04-07T06:00,19.1,97,18.5,0.00,0.00
2020-04-07T07:00,18.2,99,18.1,0.00,0.00
2020-04-07T08:00,20.9,91,19.4,0.00,0.00
2020-04-07T09:00,23.8,80,20.1,0.00,0.00
2020-04-07T10:00,26.0,69,19.8,0.00,0.00
2020-04-07T11:00,26.8,68,20.5,0.00,0.00
2020-04-07T12:00,27.9,58,18.9,0.10,0.10
2020-04-07T13:00,24.2,75,19.4,0.50,0.50
2020-04-07T14:00,25.4,70,19.5,0.00,0.00
2020-04-07T15:00,26.9,58,17.9,0.10,0.10
2020-04-07T16:00,26.8,59,18.2,0.00,0.00
2020-04-07T17:00,26.5,61,18.5,0.00,0.00
2020-04-07T18:00,25.6,68,19.3,0.00,0.00
2020-04-07T19:00,23.2,81,19.8,0.00,0.00
2020-04-07T20:00,22.2,85,19.6,0.00,0.00
2020-04-07T21:00,21.6,84,18.8,0.00,0.00
2020-04-07T22:00,21.1,89,19.3,0.00,0.00
2020-04-07T23:00,20.8,90,19.2,0.00,0.00
2020-04-08T00:00,20.7,92,19.3,0.00,0.00
2020-04-08T01:00,20.5,92,19.2,0.00,0.00
2020-04-08T02:00,20.3,93,19.1,0.00,0.00
2020-04-08T03:00,19.0,96,18.3,0.00,0.00
2020-04-08T04:00,19.0,96,18.3,0.00,0.00
2020-04-08T05:00,19.4,96,18.7,0.00,0.00
2020-04-08T06:00,19.7,94,18.7,0.00,0.00
2020-04-08T07:00,19.8,94,18.7,0.00,0.00
2020-04-08T08:00,21.3,90,19.5,0.00,0.00
2020-04-08T09:00,23.7,81,20.2,0.00,0.00
2020-04-08T10:00,25.6,73,20.3,0.10,0.10
2020-04-08T11:00,26.6,67,19.9,0.20,0.20
2020-04-08T12:00,26.8,69,20.6,0.10,0.10
2020-04-08T13:00,27.2,66,20.3,0.00,0.00
2020-04-08T14:00,27.2,62,19.3,0.00,0.00
2020-04-08T15:00,27.0,60,18.5,0.00,0.00
2020-04-08T16:00,26.9,61,18.7,0.00,0.00
2020-04-08T17:00,26.4,62,18.4,0.00,0.00
2020-04-08T18:00,25.4,66,18.7,0.00,0.00
2020-04-08T19:00,23.1,79,19.3,0.00,0.00
2020-04-08T20:00,22.0,85,19.4,0.00,0.00
2020-04-08T21:00,21.3,88,19.1,0.00,0.00
2020-04-08T22:00,20.8,89,18.9,0.00,0.00
2020-04-08T23:00,20.5,90,18.8,0.00,0.00
2020-04-09T00:00,20.2,92,18.9,0.00,0.00
2020-04-09T01:00,20.0,93,18.8,0.00,0.00
2020-04-09T02:00,19.9,93,18.8,0.00,0.00
2020-04-09T03:00,19.7,95,18.8,0.00,0.00
2020-04-09T04:00,20.3,92,19.0,0.00,0.00
2020-04-09T05:00,20.6,91,19.0,0.00,0.00
2020-04-09T06:00,20.8,90,19.1,0.00,0.00
2020-04-09T07:00,20.8,94,19.8,0.00,0.00
2020-04-09T08:00,22.8,89,20.8,0.00,0.00
2020-04-09T09:00,24.6,81,21.2,0.00,0.00
2020-04-09T10:00,26.0,75,21.2,0.00,0.00
2020-04-09T11:00,27.3,70,21.4,0.00,0.00
2020-04-09T12:00,27.8,61,19.5,0.00,0.00
2020-04-09T13:00,28.0,59,19.1,0.30,0.30
2020-04-09T14:00,27.5,62,19.5,0.10,0.10
2020-04-09T15:00,26.8,65,19.8,0.20,0.20
2020-04-09T16:00,26.5,66,19.8,0.50,0.50
2020-04-09T17:00,26.2,66,19.4,0.00,0.00
2020-04-09T18:00,25.3,71,19.7,0.00,0.00
2020-04-09T19:00,23.4,80,19.8,0.00,0.00
2020-04-09T20:00,22.2,85,19.5,0.00,0.00
2020-04-09T21:00,21.5,88,19.5,0.00,0.00
2020-04-09T22:00,21.3,86,18.9,0.00,0.00
2020-04-09T23:00,21.0,86,18.5,0.00,0.00
2020-04-10T00:00,20.9,86,18.5,0.00,0.00
2020-04-10T01:00,20.8,87,18.6,0.00,0.00
2020-04-10T02:00,20.5,89,18.6,0.00,0.00
2020-04-10T03:00,20.8,87,18.5,0.00,0.00
2020-04-10T04:00,20.8,88,18.6,0.00,0.00
2020-04-10T05:00,21.4,87,19.2,0.00,0.00
2020-04-10T06:00,20.9,91,19.4,0.00,0.00
2020-04-10T07:00,20.6,94,19.6,0.00,0.00
2020-04-10T08:00,21.7,88,19.7,0.00,0.00
2020-04-10T09:00,23.8,78,19.8,0.00,0.00
2020-04-10T10:00,25.0,72,19.7,0.00,0.00
2020-04-10T11:00,25.9,73,20.6,0.10,0.10
2020-04-10T12:00,24.1,76,19.5,1.40,1.40
2020-04-10T13:00,24.4,77,20.1,0.20,0.20
2020-04-10T14:00,25.7,72,20.3,0.10,0.10
2020-04-10T15:00,25.6,65,18.4,0.30,0.30
2020-04-10T16:00,25.5,66,18.7,0.20,0.20
2020-04-10T17:00,25.2,71,19.7,0.10,0.10
2020-04-10T18:00,24.5,74,19.6,0.00,0.00
2020-04-10T19:00,22.8,84,19.9,0.00,0.00
2020-04-10T20:00,22.2,86,19.7,0.00,0.00
2020-04-10T21:00,21.3,90,19.6,0.00,0.00
2020-04-10T22:00,20.7,91,19.3,0.00,0.00
2020-04-10T23:00,20.5,90,18.9,0.00,0.00
2020-04-11T00:00,20.6,90,18.8,0.00,0.00
2020-04-11T01:00,20.5,90,18.8,0.00,0.00
2020-04-11T02:00,20.7,91,19.1,0.00,0.00
2020-04-11T03:00,20.9,89,18.9,0.00,0.00
2020-04-11T04:00,20.5,91,19.0,0.00,0.00
2020-04-11T05:00,20.6,91,19.1,0.00,0.00
2020-04-11T06:00,20.4,94,19.4,0.00,0.00
2020-04-11T07:00,20.1,95,19.2,0.00,0.00
2020-04-11T08:00,21.5,88,19.5,0.00,0.00
2020-04-11T09:00,23.5,78,19.4,0.00,0.00
2020-04-11T10:00,24.4,76,20.0,0.10,0.10
2020-04-11T11:00,24.1,78,20.0,1.20,1.20
2020-04-11T12:00,25.6,73,20.4,0.10,0.10
2020-04-11T13:00,27.2,64,19.8,0.10,0.10
2020-04-11T14:00,27.9,62,20.0,0.00,0.00
2020-04-11T15:00,27.4,59,18.8,0.00,0.00
2020-04-11T16:00,26.9,60,18.6,0.00,0.00
2020-04-11T17:00,26.5,62,18.7,0.00,0.00
2020-04-11T18:00,25.1,70,19.3,0.00,0.00
2020-04-11T19:00,23.0,81,19.5,0.00,0.00
2020-04-11T20:00,22.2,82,19.1,0.00,0.00
2020-04-11T21:00,21.5,86,19.2,0.00,0.00
2020-04-11T22:00,21.2,88,19.2,0.00,0.00
2020-04-11T23:00,20.8,91,19.2,0.00,0.00
2020-04-12T00:00,20.6,90,18.8,0.00,0.00
2020-04-12T01:00,20.7,88,18.6,0.00,0.00
2020-04-12T02:00,20.5,89,18.6,0.00,0.00
2020-04-12T03:00,20.0,92,18.6,0.00,0.00
2020-04-12T04:00,20.0,92,18.6,0.00,0.00
2020-04-12T05:00,19.8,94,18.7,0.00,0.00
2020-04-12T06:00,20.1,94,19.1,0.00,0.00
2020-04-12T07:00,19.9,96,19.2,0.40,0.40
2020-04-12T08:00,21.3,91,19.8,0.30,0.30
2020-04-12T09:00,22.0,86,19.5,0.10,0.10
2020-04-12T10:00,23.1,81,19.7,0.30,0.30
2020-04-12T11:00,24.1,77,19.8,0.40,0.40
2020-04-12T12:00,24.2,75,19.6,0.20,0.20
2020-04-12T13:00,23.0,79,19.2,0.20,0.20
2020-04-12T14:00,22.8,84,19.9,0.20,0.20
2020-04-12T15:00,26.3,66,19.3,0.00,0.00
2020-04-12T16:00,26.6,59,18.1,0.00,0.00
2020-04-12T17:00,26.1,61,18.0,0.00,0.00
2020-04-12T18:00,25.2,67,18.6,0.00,0.00
2020-04-12T19:00,23.2,81,19.7,0.00,0.00
2020-04-12T20:00,22.2,85,19.6,0.00,0.00
2020-04-12T21:00,20.9,92,19.5,0.00,0.00
2020-04-12T22:00,20.6,92,19.2,0.00,0.00
2020-04-12T23:00,19.9,94,18.9,0.00,0.00
2020-04-13T00:00,19.4,95,18.7,0.00,0.00
2020-04-13T01:00,19.4,94,18.4,0.00,0.00
2020-04-13T02:00,19.5,91,18.1,0.00,0.00
2020-04-13T03:00,19.7,93,18.4,0.00,0.00
2020-04-13T04:00,19.6,92,18.4,0.00,0.00
2020-04-13T05:00,19.4,93,18.2,0.00,0.00
2020-04-13T06:00,19.0,95,18.3,0.00,0.00
2020-04-13T07:00,19.0,95,18.2,0.20,0.20
2020-04-13T08:00,20.2,91,18.7,0.00,0.00
2020-04-13T09:00,21.6,85,19.0,0.00,0.00
2020-04-13T10:00,22.6,80,19.0,0.00,0.00
2020-04-13T11:00,23.4,75,18.7,0.20,0.20
2020-04-13T12:00,24.9,70,19.0,0.30,0.30
2020-04-13T13:00,23.5,77,19.3,0.50,0.50
2020-04-13T14:00,22.9,81,19.5,0.50,0.50
2020-04-13T15:00,22.9,74,18.0,0.00,0.00
2020-04-13T16:00,23.5,73,18.4,0.00,0.00
2020-04-13T17:00,24.2,69,18.1,0.00,0.00
2020-04-13T18:00,23.8,70,18.1,0.00,0.00
2020-04-13T19:00,22.4,83,19.4,0.00,0.00
2020-04-13T20:00,21.5,90,19.8,0.00,0.00
2020-04-13T21:00,20.9,92,19.5,0.00,0.00
2020-04-13T22:00,20.4,94,19.4,0.00,0.00
2020-04-13T23:00,19.8,98,19.5,0.00,0.00
2020-04-14T00:00,19.7,99,19.5,0.00,0.00
2020-04-14T01:00,19.6,99,19.4,2.00,2.00
2020-04-14T02:00,19.4,99,19.3,1.70,1.70
2020-04-14T03:00,19.2,98,18.8,0.20,0.20
2020-04-14T04:00,19.2,99,19.1,0.60,0.60
2020-04-14T05:00,19.1,99,19.0,0.60,0.60
2020-04-14T06:00,18.9,99,18.8,0.60,0.60
2020-04-14T07:00,18.8,99,18.7,0.50,0.50
2020-04-14T08:00,19.2,99,19.1,0.40,0.40
2020-04-14T09:00,19.7,95,19.0,0.40,0.40
2020-04-14T10:00,21.0,88,19.0,0.10,0.10
2020-04-14T11:00,22.0,83,19.0,0.00,0.00
2020-04-14T12:00,22.8,81,19.4,0.00,0.00
2020-04-14T13:00,24.2,73,19.1,0.10,0.10
2020-04-14T14:00,24.3,78,20.3,0.10,0.10
2020-04-14T15:00,25.2,68,18.8,0.10,0.10
2020-04-14T16:00,22.8,79,18.9,0.20,0.20
2020-04-14T17:00,23.2,80,19.5,0.00,0.00
2020-04-14T18:00,23.5,78,19.5,0.00,0.00
2020-04-14T19:00,22.1,85,19.6,0.00,0.00
2020-04-14T20:00,21.2,89,19.2,0.00,0.00
2020-04-14T21:00,20.5,91,19.1,0.00,0.00
2020-04-14T22:00,20.1,93,19.0,0.00,0.00
2020-04-14T23:00,19.9,94,18.9,0.00,0.00
2020-04-15T00:00,19.6,97,19.1,0.00,0.00
2020-04-15T01:00,19.6,95,18.8,0.00,0.00
2020-04-15T02:00,19.1,97,18.7,0.00,0.00
2020-04-15T03:00,18.7,98,18.4,0.00,0.00
2020-04-15T04:00,18.9,98,18.5,0.10,0.10
2020-04-15T05:00,19.0,98,18.6,0.40,0.40
2020-04-15T06:00,18.7,98,18.5,0.20,0.20
2020-04-15T07:00,18.5,98,18.2,0.10,0.10
2020-04-15T08:00,20.3,94,19.3,0.00,0.00
2020-04-15T09:00,21.5,89,19.5,0.00,0.00
2020-04-15T10:00,23.2,79,19.5,0.00,0.00
2020-04-15T11:00,24.7,76,20.2,0.10,0.10
2020-04-15T12:00,25.7,74,20.7,0.20,0.20
2020-04-15T13:00,24.0,77,19.8,3.50,3.50
2020-04-15T14:00,23.6,81,20.2,0.00,0.00
2020-04-15T15:00,25.8,64,18.5,0.10,0.10
2020-04-15T16:00,26.0,63,18.5,0.00,0.00
2020-04-15T17:00,25.5,66,18.7,0.10,0.10
2020-04-15T18:00,24.5,72,19.2,0.00,0.00
2020-04-15T19:00,22.6,83,19.6,0.00,0.00
2020-04-15T20:00,21.6,88,19.5,0.00,0.00
2020-04-15T21:00,20.8,91,19.4,0.00,0.00
2020-04-15T22:00,20.2,93,19.1,0.00,0.00
2020-04-15T23:00,19.8,94,18.8,0.00,0.00
2020-04-16T00:00,19.5,95,18.6,0.00,0.00
2020-04-16T01:00,19.1,96,18.4,0.00,0.00
2020-04-16T02:00,18.9,97,18.4,0.00,0.00
2020-04-16T03:00,18.7,97,18.1,0.00,0.00
2020-04-16T04:00,18.7,97,18.2,0.00,0.00
2020-04-16T05:00,18.9,96,18.3,0.00,0.00
2020-04-16T06:00,18.5,97,18.0,0.00,0.00
2020-04-16T07:00,18.9,96,18.2,0.00,0.00
2020-04-16T08:00,20.8,89,18.9,0.00,0.00
2020-04-16T09:00,23.0,81,19.5,0.00,0.00
2020-04-16T10:00,25.0,73,19.8,0.00,0.00
2020-04-16T11:00,26.5,66,19.7,0.00,0.00
2020-04-16T12:00,27.0,62,19.2,0.00,0.00
2020-04-16T13:00,27.2,61,19.0,0.00,0.00
2020-04-16T14:00,27.5,59,18.9,0.00,0.00
2020-04-16T15:00,27.6,56,17.9,0.00,0.00
2020-04-16T16:00,27.8,55,17.9,0.00,0.00
2020-04-16T17:00,27.1,59,18.4,0.00,0.00
2020-04-16T18:00,25.6,71,20.1,0.00,0.00
2020-04-16T19:00,23.5,84,20.7,0.00,0.00
2020-04-16T20:00,22.6,88,20.5,0.00,0.00
2020-04-16T21:00,22.2,89,20.2,0.00,0.00
2020-04-16T22:00,21.7,90,20.0,0.00,0.00
2020-04-16T23:00,21.3,92,20.0,0.00,0.00
2020-04-17T00:00,21.1,93,19.9,0.00,0.00
2020-04-17T01:00,21.1,94,20.0,0.10,0.10
2020-04-17T02:00,20.9,95,20.0,1.50,1.50
2020-04-17T03:00,20.6,93,19.4,0.10,0.10
2020-04-17T04:00,19.9,95,19.1,0.00,0.00
2020-04-17T05:00,19.8,95,19.0,0.00,0.00
2020-04-17T06:00,19.8,95,19.0,0.00,0.00
2020-04-17T07:00,19.8,96,19.1,0.00,0.00
2020-04-17T08:00,20.9,92,19.6,0.30,0.30
2020-04-17T09:00,20.9,93,19.7,2.20,2.20
2020-04-17T10:00,20.5,93,19.3,0.20,0.20
2020-04-17T11:00,21.2,88,19.2,0.30,0.30
2020-04-17T12:00,22.5,85,19.8,0.50,0.50
2020-04-17T13:00,22.3,87,20.1,0.90,0.90
2020-04-17T14:00,22.5,88,20.4,0.40,0.40
2020-04-17T15:00,23.6,81,20.2,0.10,0.10
2020-04-17T16:00,23.6,81,20.2,0.00,0.00
2020-04-17T17:00,24.2,79,20.3,0.00,0.00
2020-04-17T18:00,23.8,83,20.6,0.00,0.00
2020-04-17T19:00,22.3,91,20.8,0.00,0.00
2020-04-17T20:00,21.0,96,20.4,0.00,0.00
2020-04-17T21:00,20.4,98,20.1,0.00,0.00
2020-04-17T22:00,20.2,98,20.0,0.00,0.00
2020-04-17T23:00,19.6,99,19.5,0.00,0.00
2020-04-18T00:00,19.7,100,19.7,0.00,0.00
2020-04-18T01:00,19.5,100,19.5,0.00,0.00
2020-04-18T02:00,19.4,99,19.3,0.10,0.10
2020-04-18T03:00,19.5,100,19.4,0.50,0.50
2020-04-18T04:00,19.4,100,19.4,0.10,0.10
2020-04-18T05:00,19.5,100,19.4,0.10,0.10
2020-04-18T06:00,19.7,99,19.6,0.30,0.30
2020-04-18T07:00,19.6,99,19.5,0.20,0.20
2020-04-18T08:00,19.7,98,19.5,0.80,0.80
2020-04-18T09:00,19.9,98,19.6,0.90,0.90
2020-04-18T10:00,20.6,93,19.4,0.40,0.40
2020-04-18T11:00,21.1,93,19.9,0.50,0.50
2020-04-18T12:00,21.8,90,20.0,0.40,0.40
2020-04-18T13:00,21.8,89,20.0,0.70,0.70
2020-04-18T14:00,22.0,88,19.9,0.40,0.40
2020-04-18T15:00,21.8,85,19.1,0.10,0.10
2020-04-18T16:00,22.8,80,19.1,0.00,0.00
2020-04-18T17:00,22.4,83,19.3,0.00,0.00
2020-04-18T18:00,21.9,88,19.8,0.00,0.00
2020-04-18T19:00,20.7,96,20.0,0.00,0.00
2020-04-18T20:00,20.3,96,19.7,0.00,0.00
2020-04-18T21:00,19.7,98,19.4,0.00,0.00
2020-04-18T22:00,19.3,98,19.0,0.00,0.00
2020-04-18T23:00,19.3,97,18.9,0.00,0.00
2020-04-19T00:00,18.8,98,18.5,0.00,0.00
2020-04-19T01:00,18.5,97,18.0,0.00,0.00
2020-04-19T02:00,18.3,97,17.8,0.00,0.00
2020-04-19T03:00,18.4,97,17.9,0.00,0.00
2020-04-19T04:00,18.1,95,17.3,0.00,0.00
2020-04-19T05:00,18.2,94,17.1,0.00,0.00
2020-04-19T06:00,18.2,94,17.1,0.00,0.00
2020-04-19T07:00,18.2,94,17.2,0.00,0.00
2020-04-19T08:00,19.2,90,17.6,0.00,0.00
2020-04-19T09:00,21.8,78,17.8,0.00,0.00
2020-04-19T10:00,23.5,72,18.1,0.00,0.00
2020-04-19T11:00,24.7,66,18.0,0.00,0.00
2020-04-19T12:00,25.3,64,18.1,0.00,0.00
2020-04-19T13:00,24.2,69,18.2,0.00,0.00
2020-04-19T14:00,24.2,71,18.5,0.00,0.00
2020-04-19T15:00,24.2,71,18.6,0.20,0.20
2020-04-19T16:00,22.1,87,19.9,1.90,1.90
2020-04-19T17:00,21.4,93,20.1,0.10,0.10
2020-04-19T18:00,21.3,95,20.5,0.00,0.00
2020-04-19T19:00,20.1,99,20.0,0.00,0.00
2020-04-19T20:00,20.1,97,19.6,0.00,0.00
2020-04-19T21:00,19.7,96,19.1,0.00,0.00
2020-04-19T22:00,19.5,96,18.8,0.00,0.00
2020-04-19T23:00,19.1,97,18.6,0.10,0.10
2020-04-20T00:00,18.9,98,18.5,0.70,0.70
2020-04-20T01:00,18.7,98,18.4,0.00,0.00
2020-04-20T02:00,18.3,98,18.0,0.00,0.00
2020-04-20T03:00,18.3,98,17.9,0.00,0.00
2020-04-20T04:00,18.1,100,18.1,0.20,0.20
2020-04-20T05:00,18.0,100,18.0,0.90,0.90
2020-04-20T06:00,18.0,100,18.0,0.60,0.60
2020-04-20T07:00,18.0,100,18.0,1.00,1.00
2020-04-20T08:00,18.2,99,18.1,1.40,1.40
2020-04-20T09:00,18.8,98,18.4,1.10,1.10
2020-04-20T10:00,19.2,92,17.9,0.40,0.40
2020-04-20T11:00,19.3,95,18.4,0.40,0.40
2020-04-20T12:00,20.5,89,18.6,0.20,0.20
2020-04-20T13:00,22.1,83,19.1,0.30,0.30
2020-04-20T14:00,21.4,91,19.8,0.40,0.40
2020-04-20T15:00,20.7,90,19.1,0.20,0.20
2020-04-20T16:00,22.1,81,18.7,0.10,0.10
2020-04-20T17:00,22.0,82,18.7,0.00,0.00
2020-04-20T18:00,21.6,84,18.8,0.00,0.00
2020-04-20T19:00,20.3,93,19.1,0.00,0.00
2020-04-20T20:00,19.3,96,18.7,0.00,0.00
2020-04-20T21:00,19.5,96,18.8,0.00,0.00
2020-04-20T22:00,18.7,98,18.4,0.00,0.00
2020-04-20T23:00,17.8,99,17.7,0.00,0.00
2020-04-21T00:00,18.0,99,17.9,0.00,0.00
2020-04-21T01:00,17.7,100,17.7,0.00,0.00
2020-04-21T02:00,17.7,100,17.6,0.00,0.00
2020-04-21T03:00,17.8,98,17.5,0.00,0.00
2020-04-21T04:00,17.8,98,17.5,0.00,0.00
2020-04-21T05:00,18.1,97,17.7,0.00,0.00
2020-04-21T06:00,17.5,99,17.3,2.10,2.10
2020-04-21T07:00,18.0,99,17.9,0.70,0.70
2020-04-21T08:00,18.5,99,18.3,0.20,0.20
2020-04-21T09:00,19.2,93,18.0,0.20,0.20
2020-04-21T10:00,19.8,92,18.4,0.20,0.20
2020-04-21T11:00,20.5,88,18.5,0.10,0.10
2020-04-21T12:00,21.0,86,18.6,0.10,0.10
2020-04-21T13:00,20.8,90,19.2,0.20,0.20
2020-04-21T14:00,22.3,85,19.7,0.30,0.30
2020-04-21T15:00,22.6,79,18.7,0.20,0.20
2020-04-21T16:00,23.8,75,19.0,0.10,0.10
2020-04-21T17:00,23.6,74,18.8,0.10,0.10
2020-04-21T18:00,22.5,81,19.1,0.00,0.00
2020-04-21T19:00,21.2,93,20.0,0.00,0.00
2020-04-21T20:00,20.1,98,19.9,0.00,0.00
2020-04-21T21:00,19.6,99,19.4,0.00,0.00
2020-04-21T22:00,19.6,98,19.3,0.00,0.00
2020-04-21T23:00,18.8,99,18.6,0.00,0.00
2020-04-22T00:00,19.4,97,19.0,0.00,0.00
2020-04-22T01:00,19.0,98,18.7,0.00,0.00
2020-04-22T02:00,18.9,97,18.4,0.00,0.00
2020-04-22T03:00,18.7,95,17.9,0.00,0.00
2020-04-22T04:00,18.3,95,17.6,0.00,0.00
2020-04-22T05:00,18.2,95,17.5,0.00,0.00
2020-04-22T06:00,18.3,94,17.3,0.00,0.00
2020-04-22T07:00,18.5,93,17.3,0.00,0.00
2020-04-22T08:00,19.6,92,18.3,0.00,0.00
2020-04-22T09:00,20.9,87,18.7,0.00,0.00
2020-04-22T10:00,22.4,76,18.1,0.00,0.00
2020-04-22T11:00,23.6,69,17.5,0.00,0.00
2020-04-22T12:00,25.0,66,18.2,0.00,0.00
2020-04-22T13:00,26.8,59,18.1,0.00,0.00
2020-04-22T14:00,23.6,79,19.7,3.10,3.10
2020-04-22T15:00,23.4,78,19.3,0.10,0.10
2020-04-22T16:00,24.3,75,19.5,0.10,0.10
2020-04-22T17:00,23.0,80,19.4,0.10,0.10
2020-04-22T18:00,21.5,86,19.2,0.20,0.20
2020-04-22T19:00,20.6,93,19.4,0.00,0.00
2020-04-22T20:00,20.3,95,19.4,0.00,0.00
2020-04-22T21:00,19.9,96,19.3,0.00,0.00
2020-04-22T22:00,19.8,96,19.1,0.00,0.00
2020-04-22T23:00,19.7,96,19.0,0.00,0.00
2020-04-23T00:00,19.5,97,19.0,0.00,0.00
2020-04-23T01:00,19.5,97,19.0,0.20,0.20
2020-04-23T02:00,19.3,98,19.0,0.10,0.10
2020-04-23T03:00,18.9,99,18.7,0.00,0.00
2020-04-23T04:00,19.1,98,18.7,0.30,0.30
2020-04-23T05:00,19.0,99,18.8,0.40,0.40
2020-04-23T06:00,18.6,100,18.6,0.60,0.60
2020-04-23T07:00,18.5,98,18.3,0.70,0.70
2020-04-23T08:00,18.8,99,18.6,0.40,0.40
2020-04-23T09:00,19.4,95,18.7,0.30,0.30
2020-04-23T10:00,20.7,93,19.5,0.10,0.10
2020-04-23T11:00,21.4,87,19.2,0.20,0.20
2020-04-23T12:00,21.5,86,19.1,0.60,0.60
2020-04-23T13:00,21.5,87,19.3,0.40,0.40
2020-04-23T14:00,21.6,88,19.6,0.20,0.20
2020-04-23T15:00,22.3,78,18.3,0.00,0.00
2020-04-23T16:00,22.4,82,19.1,0.30,0.30
2020-04-23T17:00,20.7,88,18.7,0.40,0.40
2020-04-23T18:00,20.0,93,18.9,0.20,0.20
2020-04-23T19:00,19.6,97,19.1,0.00,0.00
2020-04-23T20:00,19.6,95,18.8,0.00,0.00
2020-04-23T21:00,19.7,95,18.9,0.00,0.00
2020-04-23T22:00,19.5,96,18.9,0.00,0.00
2020-04-23T23:00,19.3,97,18.9,0.00,0.00
2020-04-24T00:00,19.3,97,18.8,0.00,0.00
2020-04-24T01:00,19.2,97,18.6,0.00,0.00
2020-04-24T02:00,18.8,98,18.4,0.00,0.00
2020-04-24T03:00,18.7,98,18.4,0.00,0.00
2020-04-24T04:00,18.5,97,18.1,0.00,0.00
2020-04-24T05:00,18.2,96,17.5,0.00,0.00
2020-04-24T06:00,18.4,93,17.2,0.00,0.00
2020-04-24T07:00,18.4,94,17.4,0.00,0.00
2020-04-24T08:00,20.0,90,18.3,0.00,0.00
2020-04-24T09:00,21.8,83,18.8,0.00,0.00
2020-04-24T10:00,22.9,77,18.8,0.00,0.00
2020-04-24T11:00,23.6,74,18.8,0.10,0.10
2020-04-24T12:00,24.8,74,19.9,0.10,0.10
2020-04-24T13:00,25.4,75,20.7,0.30,0.30
2020-04-24T14:00,26.1,73,21.0,0.40,0.40
