latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0.375,32.375,1184.0,10800,Africa/Kampala,GMT+3

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),rain (mm),cloud_cover (%),wind_gusts_10m (km/h)
2025-01-31T14:00,28.2,46,15.5,30.8,0.00,42,19.4
2025-01-31T15:00,27.0,54,16.9,31.2,0.00,73,19.4
2025-01-31T16:00,27.1,55,17.3,29.1,0.00,69,7.9
2025-01-31T17:00,26.2,61,18.1,27.6,0.00,42,17.6
2025-01-31T18:00,25.1,71,19.5,27.3,0.00,32,19.1
2025-01-31T19:00,23.5,80,19.8,26.3,0.00,12,17.3
2025-01-31T20:00,21.6,87,19.4,24.7,0.00,0,10.4
2025-01-31T21:00,20.7,89,18.8,23.7,0.00,0,5.0
2025-01-31T22:00,20.2,90,18.5,23.1,0.00,0,2.5
2025-01-31T23:00,19.5,92,18.2,22.1,0.00,0,2.9
2025-02-01T00:00,18.7,94,17.7,21.1,0.00,0,3.6
2025-02-01T01:00,17.9,96,17.3,20.2,0.00,40,3.6
2025-02-01T02:00,17.4,97,16.9,19.6,0.00,58,3.6
2025-02-01T03:00,17.1,100,17.1,19.4,0.00,85,2.9
2025-02-01T04:00,17.4,99,17.3,19.7,0.00,98,3.6
2025-02-01T05:00,17.3,100,17.3,19.6,0.00,96,4.0
2025-02-01T06:00,17.3,99,17.1,19.4,0.00,97,4.0
2025-02-01T07:00,17.4,98,17.1,19.6,0.00,100,4.0
2025-02-01T08:00,18.0,96,17.4,20.3,0.00,98,4.3
2025-02-01T09:00,20.9,93,19.7,24.2,0.00,88,4.7
2025-02-01T10:00,22.9,85,20.2,26.1,0.00,91,8.6
2025-02-01T11:00,23.9,79,20.1,26.3,0.00,87,18.4
2025-02-01T12:00,25.1,72,19.7,27.9,0.00,95,18.7
2025-02-01T13:00,26.0,65,18.9,29.0,0.00,95,19.4
2025-02-01T14:00,26.3,63,18.7,29.2,0.00,100,20.2
2025-02-01T15:00,25.7,67,19.1,28.0,0.00,82,24.1
2025-02-01T16:00,25.6,66,18.7,27.4,0.00,100,21.6
2025-02-01T17:00,25.4,65,18.4,27.1,0.00,93,18.0
2025-02-01T18:00,24.6,68,18.3,26.4,0.00,79,17.3
2025-02-01T19:00,22.9,78,18.9,25.3,0.00,87,14.4
2025-02-01T20:00,21.2,85,18.5,23.5,0.00,59,10.4
2025-02-01T21:00,20.4,90,18.7,22.9,0.00,63,9.0
2025-02-01T22:00,19.9,92,18.5,22.4,0.00,81,7.6
2025-02-01T23:00,19.6,92,18.3,22.1,0.00,83,7.2
2025-02-02T00:00,19.5,93,18.3,22.0,0.00,91,6.5
2025-02-02T01:00,19.3,94,18.3,21.8,0.00,94,6.5
2025-02-02T02:00,19.3,94,18.3,21.7,0.00,95,7.2
2025-02-02T03:00,19.1,94,18.1,21.7,0.00,97,7.2
2025-02-02T04:00,19.1,93,17.9,21.9,0.00,68,4.7
2025-02-02T05:00,18.9,93,17.8,21.6,0.00,63,1.4
2025-02-02T06:00,19.0,93,17.8,21.6,0.00,73,1.1
2025-02-02T07:00,19.0,93,17.9,21.8,0.00,94,1.1
2025-02-02T08:00,19.3,95,18.5,22.3,0.00,94,2.2
2025-02-02T09:00,21.4,88,19.3,24.5,0.00,93,5.4
2025-02-02T10:00,23.5,82,20.3,27.0,0.00,100,7.9
2025-02-02T11:00,24.9,76,20.4,28.0,0.00,100,11.9
2025-02-02T12:00,26.0,70,20.1,29.3,0.00,98,12.6
2025-02-02T13:00,26.9,63,19.2,30.2,0.00,89,22.7
2025-02-02T14:00,27.3,60,18.8,30.7,0.00,100,22.0
2025-02-02T15:00,26.3,67,19.7,28.4,0.00,100,17.6
2025-02-02T16:00,24.6,77,20.3,26.5,0.00,100,25.6
2025-02-02T17:00,25.0,75,20.2,27.3,0.00,100,24.8
2025-02-02T18:00,24.6,74,19.7,27.0,0.00,87,24.5
2025-02-02T19:00,23.3,80,19.7,26.3,0.00,93,15.5
2025-02-02T20:00,21.5,88,19.4,24.6,0.00,70,7.6
2025-02-02T21:00,19.9,93,18.8,22.6,0.00,18,6.5
2025-02-02T22:00,19.2,95,18.4,21.6,0.00,51,6.8
2025-02-02T23:00,18.6,96,18.0,20.9,0.00,72,6.8
2025-02-03T00:00,18.3,97,17.8,20.5,0.00,91,6.5
2025-02-03T01:00,18.3,97,17.8,20.6,0.00,94,6.1
2025-02-03T02:00,18.4,96,17.7,20.5,0.00,96,6.8
2025-02-03T03:00,18.5,95,17.7,20.7,0.00,92,7.6
2025-02-03T04:00,18.5,95,17.7,21.0,0.00,87,5.8
2025-02-03T05:00,18.4,96,17.7,20.8,0.00,95,4.0
2025-02-03T06:00,18.2,96,17.5,20.4,0.00,92,5.0
2025-02-03T07:00,18.1,96,17.4,20.4,0.00,95,4.7
2025-02-03T08:00,18.7,95,17.9,21.2,0.00,99,5.0
2025-02-03T09:00,21.7,88,19.6,24.9,0.00,70,6.1
2025-02-03T10:00,24.0,81,20.5,27.4,0.00,87,10.1
2025-02-03T11:00,25.6,73,20.4,29.2,0.00,76,10.8
2025-02-03T12:00,26.7,68,20.3,31.3,0.00,84,24.1
2025-02-03T13:00,27.3,62,19.4,31.7,0.00,71,23.4
2025-02-03T14:00,27.5,59,18.8,31.0,0.00,93,13.3
2025-02-03T15:00,29.1,48,17.0,31.5,0.00,71,22.7
2025-02-03T16:00,28.1,59,19.3,30.0,0.00,100,21.6
2025-02-03T17:00,26.4,70,20.5,28.9,0.00,100,23.8
2025-02-03T18:00,26.2,69,20.1,28.7,0.00,100,17.6
2025-02-03T19:00,25.0,72,19.6,27.6,0.00,0,16.2
2025-02-03T20:00,22.9,81,19.5,25.7,0.00,0,11.5
2025-02-03T21:00,21.6,87,19.3,24.5,0.00,0,8.6
2025-02-03T22:00,20.6,90,18.9,23.5,0.00,0,6.5
2025-02-03T23:00,19.6,93,18.5,22.1,0.00,26,7.2
2025-02-04T00:00,19.0,95,18.2,21.4,0.00,42,7.2
2025-02-04T01:00,18.6,96,17.9,20.9,0.00,78,6.5
2025-02-04T02:00,18.1,97,17.6,20.5,0.00,92,6.5
2025-02-04T03:00,17.8,97,17.3,20.1,0.00,98,6.5
2025-02-04T04:00,18.2,96,17.5,20.3,0.00,100,6.8
2025-02-04T05:00,18.2,95,17.4,20.3,0.00,100,7.2
2025-02-04T06:00,18.1,95,17.3,20.3,0.00,100,5.8
2025-02-04T07:00,17.8,96,17.2,19.7,0.00,79,7.2
2025-02-04T08:00,19.2,93,18.0,21.3,0.00,79,8.6
2025-02-04T09:00,21.5,87,19.2,24.1,0.00,83,8.6
2025-02-04T10:00,24.0,81,20.6,26.9,0.00,85,15.5
2025-02-04T11:00,25.8,75,21.0,29.3,0.00,91,15.8
2025-02-04T12:00,26.8,69,20.7,30.9,0.00,81,22.0
2025-02-04T13:00,27.4,65,20.3,32.0,0.00,78,20.9
2025-02-04T14:00,28.0,61,19.8,31.8,0.00,84,18.4
2025-02-04T15:00,26.8,70,20.8,29.5,0.00,63,23.4
2025-02-04T16:00,26.7,64,19.3,28.8,0.00,49,21.6
2025-02-04T17:00,26.5,63,18.9,27.8,0.00,49,23.8
2025-02-04T18:00,25.5,67,18.9,26.9,0.00,44,23.4
2025-02-04T19:00,23.9,74,19.0,25.9,0.00,30,22.7
2025-02-04T20:00,22.0,83,19.0,24.4,0.00,0,15.1
2025-02-04T21:00,21.0,88,19.0,23.7,0.00,0,9.7
2025-02-04T22:00,20.0,93,18.8,22.5,0.00,5,8.6
2025-02-04T23:00,19.4,94,18.4,21.6,0.00,29,9.7
2025-02-05T00:00,19.3,93,18.2,21.5,0.00,11,9.7
2025-02-05T01:00,19.1,93,18.0,21.5,0.00,42,9.4
2025-02-05T02:00,18.6,95,17.8,21.2,0.00,65,6.1
2025-02-05T03:00,18.5,95,17.7,21.2,0.00,38,1.8
2025-02-05T04:00,18.4,96,17.7,21.0,0.00,34,1.4
2025-02-05T05:00,17.7,98,17.4,19.7,0.00,66,6.5
2025-02-05T06:00,17.2,98,16.9,19.1,0.00,74,7.2
2025-02-05T07:00,17.2,97,16.7,19.2,0.00,50,5.4
2025-02-05T08:00,17.9,96,17.3,20.1,0.00,44,4.3
2025-02-05T09:00,22.3,87,20.1,25.7,0.00,38,7.9
2025-02-05T10:00,24.7,80,21.0,28.0,0.00,82,23.4
2025-02-05T11:00,26.3,69,20.1,29.4,0.00,53,19.1
2025-02-05T12:00,27.9,60,19.4,32.2,0.00,52,18.7
2025-02-05T13:00,29.2,53,18.6,33.9,0.00,39,15.8
2025-02-05T14:00,29.7,46,16.9,34.1,0.00,67,13.0
2025-02-05T15:00,28.5,53,18.0,30.9,0.00,81,11.5
2025-02-05T16:00,28.2,57,18.9,29.6,0.00,70,24.1
2025-02-05T17:00,27.4,60,19.0,28.9,0.00,63,26.3
2025-02-05T18:00,26.9,60,18.5,28.0,0.00,19,23.8
2025-02-05T19:00,25.0,66,18.2,26.0,0.00,15,24.8
2025-02-05T20:00,23.0,77,18.8,25.2,0.00,34,22.7
2025-02-05T21:00,22.0,84,19.2,24.8,0.00,48,12.2
2025-02-05T22:00,20.8,89,18.9,23.7,0.00,2,7.2
2025-02-05T23:00,19.8,93,18.6,22.3,0.00,33,7.2
2025-02-06T00:00,18.9,95,18.1,21.2,0.00,48,7.6
2025-02-06T01:00,18.2,97,17.7,20.4,0.00,51,7.2
2025-02-06T02:00,17.7,98,17.4,20.1,0.00,76,6.8
2025-02-06T03:00,17.4,98,17.1,19.6,0.00,85,6.8
2025-02-06T04:00,17.5,98,17.2,19.5,0.00,68,5.0
2025-02-06T05:00,17.0,98,16.7,18.9,0.00,90,4.7
2025-02-06T06:00,16.5,99,16.4,18.4,0.00,81,4.0
2025-02-06T07:00,16.6,100,16.6,18.4,0.00,89,5.4
2025-02-06T08:00,17.7,99,17.6,20.0,0.00,89,6.1
2025-02-06T09:00,20.9,93,19.7,24.3,0.00,86,6.5
2025-02-06T10:00,24.8,80,21.1,28.9,0.00,63,6.5
2025-02-06T11:00,27.3,63,19.6,31.8,0.00,80,8.6
2025-02-06T12:00,28.9,51,17.8,32.9,0.00,90,13.0
2025-02-06T13:00,29.8,46,16.9,33.3,0.00,99,14.8
2025-02-06T14:00,30.5,43,16.5,33.0,0.00,100,16.9
2025-02-06T15:00,31.3,37,14.9,32.1,0.00,100,31.7
2025-02-06T16:00,29.8,48,17.6,30.8,0.00,100,22.7
2025-02-06T17:00,27.7,62,19.8,29.1,0.00,100,28.4
2025-02-06T18:00,26.6,65,19.5,28.0,0.00,100,29.2
2025-02-06T19:00,25.2,66,18.4,27.0,0.00,83,25.6
2025-02-06T20:00,23.0,76,18.6,25.7,0.00,39,14.8
2025-02-06T21:00,21.8,83,18.8,24.5,0.00,51,6.5
2025-02-06T22:00,20.5,89,18.6,23.0,0.00,46,7.2
2025-02-06T23:00,19.6,93,18.5,22.0,0.00,39,8.6
2025-02-07T00:00,19.2,94,18.2,21.6,0.00,38,8.6
2025-02-07T01:00,18.5,95,17.7,20.9,0.00,49,6.5
2025-02-07T02:00,18.0,97,17.5,20.4,0.00,91,4.7
2025-02-07T03:00,17.4,99,17.3,19.6,0.00,96,4.3
2025-02-07T04:00,17.5,98,17.2,19.5,0.00,90,5.8
2025-02-07T05:00,17.5,97,17.0,19.6,0.00,87,5.0
2025-02-07T06:00,17.4,96,16.7,19.5,0.00,84,4.3
2025-02-07T07:00,17.2,96,16.5,19.1,0.00,100,3.6
2025-02-07T08:00,18.0,94,17.0,20.2,0.00,100,5.0
2025-02-07T09:00,23.0,84,20.2,26.4,0.00,100,7.6
2025-02-07T10:00,25.5,73,20.3,27.9,0.00,100,20.2
2025-02-07T11:00,27.0,67,20.3,30.0,0.00,100,22.0
2025-02-07T12:00,27.9,61,19.7,30.9,0.00,100,23.4
2025-02-07T13:00,28.2,57,18.9,30.4,0.00,100,27.4
2025-02-07T14:00,28.4,55,18.5,30.7,0.00,97,29.2
2025-02-07T15:00,28.3,56,18.7,30.6,0.00,58,28.8
2025-02-07T16:00,27.9,57,18.6,29.6,0.00,69,27.0
2025-02-07T17:00,27.6,56,18.1,28.6,0.00,100,25.2
2025-02-07T18:00,26.6,60,18.2,27.7,0.00,100,23.0
2025-02-07T19:00,24.7,70,18.9,26.8,0.00,100,22.0
2025-02-07T20:00,22.7,80,19.0,25.5,0.00,100,13.7
2025-02-07T21:00,20.9,89,19.0,23.6,0.00,100,6.5
2025-02-07T22:00,20.0,92,18.6,22.4,0.00,80,8.3
2025-02-07T23:00,19.7,92,18.4,21.8,0.00,49,10.8
2025-02-08T00:00,20.2,89,18.3,22.4,0.00,74,10.8
2025-02-08T01:00,20.1,90,18.4,22.7,0.00,100,9.0
2025-02-08T02:00,20.0,92,18.7,22.5,0.00,82,9.7
2025-02-08T03:00,20.3,92,19.0,23.2,0.00,81,9.0
2025-02-08T04:00,20.3,92,19.0,23.5,0.00,100,5.0
2025-02-08T05:00,20.2,93,19.0,23.0,0.00,100,6.1
2025-02-08T06:00,20.0,94,19.0,22.6,0.00,98,8.6
2025-02-08T07:00,19.8,95,18.9,22.9,0.00,99,8.3
2025-02-08T08:00,20.0,95,19.1,22.9,0.00,100,6.1
2025-02-08T09:00,22.7,82,19.5,25.4,0.00,86,11.5
2025-02-08T10:00,24.6,72,19.2,26.4,0.00,85,19.8
2025-02-08T11:00,26.1,63,18.5,27.7,0.00,85,22.3
2025-02-08T12:00,27.8,58,18.8,30.8,0.00,83,23.0
2025-02-08T13:00,28.2,57,18.9,31.7,0.00,84,23.0
2025-02-08T14:00,27.9,60,19.4,30.7,0.00,81,23.8
2025-02-08T15:00,27.2,63,19.6,29.4,0.00,68,26.3
2025-02-08T16:00,26.6,63,19.0,28.3,0.00,79,22.0
2025-02-08T17:00,26.5,63,18.9,28.4,0.00,77,19.8
2025-02-08T18:00,25.9,63,18.3,27.6,0.00,57,20.2
2025-02-08T19:00,24.3,71,18.7,26.8,0.00,48,15.5
2025-02-08T20:00,22.1,80,18.5,24.5,0.00,14,9.0
2025-02-08T21:00,20.8,86,18.3,23.1,0.00,13,7.9
2025-02-08T22:00,20.0,89,18.1,22.2,0.00,25,8.3
2025-02-08T23:00,19.5,92,18.1,21.6,0.00,49,8.6
2025-02-09T00:00,19.2,92,17.9,21.4,0.00,40,8.6
2025-02-09T01:00,18.8,94,17.8,21.1,0.00,78,7.6
2025-02-09T02:00,18.6,96,17.9,21.0,0.00,82,6.1
2025-02-09T03:00,18.3,96,17.7,20.7,0.00,76,6.1
2025-02-09T04:00,17.8,97,17.3,20.1,0.00,57,4.0
2025-02-09T05:00,17.2,99,17.0,19.4,0.00,53,3.2
2025-02-09T06:00,16.8,100,16.8,19.0,0.00,68,1.8
2025-02-09T07:00,16.7,100,16.7,18.8,0.00,66,2.9
2025-02-09T08:00,17.6,98,17.3,19.9,0.00,62,3.6
2025-02-09T09:00,22.7,82,19.4,25.8,0.00,0,5.0
2025-02-09T10:00,25.2,72,19.8,27.8,0.00,0,15.8
2025-02-09T11:00,26.8,63,19.1,29.0,0.00,75,24.8
2025-02-09T12:00,26.1,71,20.4,28.2,0.00,77,30.6
2025-02-09T13:00,26.9,66,20.0,29.8,0.00,64,30.2
2025-02-09T14:00,28.3,59,19.5,31.5,0.00,52,26.3
2025-02-09T15:00,28.4,56,18.8,30.5,0.00,76,25.9
2025-02-09T16:00,28.2,54,18.0,29.6,0.00,63,26.3
2025-02-09T17:00,27.4,57,18.2,28.1,0.00,49,27.0
2025-02-09T18:00,26.5,60,18.1,27.3,0.00,39,26.3
2025-02-09T19:00,24.7,68,18.4,26.1,0.00,10,23.8
2025-02-09T20:00,22.8,78,18.7,24.8,0.00,1,18.0
2025-02-09T21:00,21.1,88,19.0,23.6,0.00,0,13.7
2025-02-09T22:00,20.2,92,18.8,22.8,0.00,0,9.7
2025-02-09T23:00,19.4,94,18.4,21.9,0.00,26,7.2
2025-02-10T00:00,18.7,95,17.9,21.0,0.00,40,6.5
2025-02-10T01:00,18.1,97,17.6,20.2,0.00,49,6.5
2025-02-10T02:00,17.6,98,17.3,19.6,0.00,64,6.5
2025-02-10T03:00,16.9,99,16.7,18.8,0.00,79,6.1
2025-02-10T04:00,16.5,99,16.4,18.3,0.00,91,4.7
2025-02-10T05:00,16.3,100,16.3,17.9,0.00,97,5.8
2025-02-10T06:00,16.3,99,16.1,17.9,0.00,95,6.1
2025-02-10T07:00,16.1,99,15.9,17.7,0.00,81,5.4
2025-02-10T08:00,17.0,98,16.7,18.9,0.00,73,4.7
2025-02-10T09:00,22.5,85,19.8,25.9,0.00,7,5.8
2025-02-10T10:00,25.6,74,20.6,29.2,0.00,3,10.1
2025-02-10T11:00,27.8,63,20.1,32.0,0.00,25,14.0
2025-02-10T12:00,29.3,55,19.3,33.7,0.00,52,16.2
2025-02-10T13:00,29.8,52,18.9,33.8,0.00,74,16.6
2025-02-10T14:00,29.7,53,19.1,32.5,0.00,83,20.2
2025-02-10T15:00,29.2,52,18.4,30.8,0.00,82,25.2
2025-02-10T16:00,29.1,53,18.5,30.8,0.00,49,22.3
2025-02-10T17:00,28.6,53,18.1,29.9,0.00,68,22.0
2025-02-10T18:00,27.9,54,17.7,29.2,0.00,34,19.4
2025-02-10T19:00,25.9,64,18.5,28.0,0.00,3,17.3
2025-02-10T20:00,23.4,77,19.2,26.0,0.00,2,11.5
2025-02-10T21:00,22.0,86,19.5,25.1,0.00,0,9.7
2025-02-10T22:00,20.8,91,19.2,23.8,0.00,0,5.0
2025-02-10T23:00,19.8,94,18.8,22.6,0.00,41,5.4
2025-02-11T00:00,19.3,95,18.4,21.9,0.00,73,5.4
2025-02-11T01:00,18.9,97,18.4,21.5,0.00,83,4.7
2025-02-11T02:00,18.8,96,18.1,21.3,0.00,84,5.0
2025-02-11T03:00,18.6,95,17.8,21.1,0.00,63,5.0
2025-02-11T04:00,18.3,95,17.5,20.6,0.00,61,4.7
2025-02-11T05:00,18.2,95,17.4,20.5,0.00,35,4.7
2025-02-11T06:00,18.2,93,17.1,20.5,0.00,4,2.9
2025-02-11T07:00,18.0,93,16.8,19.9,0.00,84,4.7
2025-02-11T08:00,18.7,93,17.5,21.0,0.00,100,5.0
2025-02-11T09:00,23.2,81,19.7,26.6,0.00,93,5.0
2025-02-11T10:00,25.7,71,20.0,29.2,0.00,100,6.5
2025-02-11T11:00,27.3,61,19.1,31.7,0.00,100,6.5
2025-02-11T12:00,28.6,54,18.4,32.9,0.00,100,17.6
2025-02-11T13:00,29.7,50,18.1,34.5,0.00,100,10.8
2025-02-11T14:00,28.6,54,18.4,30.9,0.00,98,18.0
2025-02-11T15:00,29.4,53,18.8,30.3,0.00,100,27.0
2025-02-11T16:00,29.1,54,18.9,30.6,0.00,100,24.5
2025-02-11T17:00,28.8,54,18.5,30.1,0.00,100,21.2
2025-02-11T18:00,27.9,56,18.3,29.2,0.00,75,20.9
2025-02-11T19:00,25.9,63,18.3,27.5,0.00,34,20.5
2025-02-11T20:00,23.6,69,17.6,25.2,0.00,0,15.5
2025-02-11T21:00,22.2,73,17.2,23.8,0.00,0,12.6
2025-02-11T22:00,21.1,78,17.1,22.9,0.00,45,10.1
2025-02-11T23:00,20.3,81,16.9,21.7,0.00,94,10.4
2025-02-12T00:00,19.6,85,17.0,21.4,0.00,92,10.4
2025-02-12T01:00,19.0,88,17.0,21.3,0.00,98,7.2
2025-02-12T02:00,18.2,91,16.7,20.3,0.00,100,2.9
2025-02-12T03:00,17.4,94,16.4,19.1,0.00,93,6.1
2025-02-12T04:00,16.8,95,16.0,18.7,0.00,100,5.4
2025-02-12T05:00,16.7,95,15.9,18.2,0.00,100,4.3
2025-02-12T06:00,16.9,94,15.9,18.7,0.00,29,4.3
2025-02-12T07:00,17.0,93,15.8,18.5,0.00,11,4.3
2025-02-12T08:00,17.8,93,16.6,19.7,0.00,100,4.7
2025-02-12T09:00,22.8,86,20.4,26.5,0.00,100,4.3
2025-02-12T10:00,25.5,77,21.2,28.7,0.00,100,15.5
2025-02-12T11:00,26.4,68,20.0,28.9,0.00,100,22.0
2025-02-12T12:00,27.3,64,19.9,29.4,0.00,100,26.6
2025-02-12T13:00,28.6,57,19.2,31.5,0.00,98,27.0
2025-02-12T14:00,29.3,51,18.1,31.8,0.00,41,25.9
2025-02-12T15:00,30.1,45,16.8,32.1,0.00,47,25.6
2025-02-12T16:00,29.8,44,16.3,30.8,0.00,50,23.8
2025-02-12T17:00,29.2,46,16.4,29.4,0.00,36,23.4
2025-02-12T18:00,28.1,49,16.4,28.4,0.00,5,22.7
2025-02-12T19:00,25.8,58,16.9,26.7,0.00,1,22.0
2025-02-12T20:00,23.3,66,16.6,24.4,0.00,1,16.6
2025-02-12T21:00,21.2,78,17.2,22.9,0.00,0,12.6
2025-02-12T22:00,20.2,84,17.4,22.0,0.00,36,9.0
2025-02-12T23:00,19.8,85,17.2,21.4,0.00,19,9.7
2025-02-13T00:00,19.3,87,17.1,21.0,0.00,45,9.7
2025-02-13T01:00,18.6,91,17.1,20.6,0.00,45,8.3
2025-02-13T02:00,18.0,94,17.0,20.4,0.00,65,5.8
2025-02-13T03:00,17.3,97,16.8,19.3,0.00,72,2.5
2025-02-13T04:00,17.1,96,16.4,19.0,0.00,73,3.2
2025-02-13T05:00,17.2,94,16.2,19.1,0.00,36,2.5
2025-02-13T06:00,17.3,92,16.0,19.0,0.00,9,3.2
2025-02-13T07:00,16.6,93,15.5,18.1,0.00,7,4.0
2025-02-13T08:00,17.6,92,16.3,19.7,0.00,4,3.6
2025-02-13T09:00,22.7,80,19.0,25.9,0.00,56,2.5
2025-02-13T10:00,25.8,69,19.7,29.4,0.00,46,4.0
2025-02-13T11:00,27.6,66,20.7,31.7,0.00,53,16.6
2025-02-13T12:00,27.1,70,21.1,30.1,0.00,100,28.1
2025-02-13T13:00,28.2,62,20.3,31.8,0.00,100,28.1
2025-02-13T14:00,29.4,55,19.4,33.2,0.00,100,22.0
2025-02-13T15:00,29.2,51,18.0,31.1,0.00,95,19.4
2025-02-13T16:00,29.5,49,17.7,31.4,0.00,80,20.2
2025-02-13T17:00,29.2,49,17.4,29.9,0.00,57,21.6
2025-02-13T18:00,28.2,52,17.4,28.9,0.00,23,22.0
2025-02-13T19:00,26.0,61,17.9,27.2,0.00,13,21.6
2025-02-13T20:00,23.7,70,17.9,25.6,0.00,17,16.9
2025-02-13T21:00,22.1,80,18.5,24.5,0.00,11,10.1
2025-02-13T22:00,21.4,83,18.4,23.6,0.00,63,9.7
2025-02-13T23:00,21.1,84,18.3,23.2,0.00,33,10.4
2025-02-14T00:00,20.7,86,18.3,23.2,0.00,49,10.1
2025-02-14T01:00,20.3,88,18.2,23.0,0.00,37,5.4
2025-02-14T02:00,19.3,93,18.1,21.6,0.00,93,6.8
2025-02-14T03:00,19.9,90,18.2,22.6,0.00,83,18.7
2025-02-14T04:00,19.4,93,18.2,22.0,0.00,79,21.6
2025-02-14T05:00,19.4,92,18.0,22.0,0.00,98,4.0
2025-02-14T06:00,19.2,93,18.0,21.6,0.00,100,19.4
2025-02-14T07:00,19.2,92,17.9,21.6,0.00,92,6.8
2025-02-14T08:00,20.0,91,18.5,22.6,0.00,94,6.8
2025-02-14T09:00,23.8,74,18.9,26.6,0.00,80,4.7
2025-02-14T10:00,25.9,65,18.8,28.1,0.00,59,15.1
2025-02-14T11:00,27.6,57,18.3,30.9,0.00,84,16.2
2025-02-14T12:00,28.7,53,18.2,32.8,0.00,77,18.7
2025-02-14T13:00,29.1,51,18.0,33.0,0.00,86,16.6
2025-02-14T14:00,29.8,49,17.9,33.1,0.00,87,14.8
2025-02-14T15:00,30.1,47,17.6,32.3,0.00,75,15.8
2025-02-14T16:00,30.3,45,17.1,32.0,0.00,81,18.4
2025-02-14T17:00,30.1,45,16.9,31.4,0.00,78,16.9
2025-02-14T18:00,29.3,46,16.5,30.2,0.00,72,15.1
2025-02-14T19:00,27.0,53,16.6,27.8,0.00,22,16.2
2025-02-14T20:00,24.6,60,16.3,25.4,0.00,29,17.6
2025-02-14T21:00,22.4,70,16.6,23.8,0.00,24,14.8
2025-02-14T22:00,21.1,76,16.7,22.6,0.00,29,9.7
2025-02-14T23:00,20.6,78,16.6,21.8,0.00,42,11.9
2025-02-15T00:00,20.3,78,16.3,21.7,0.00,70,11.9
2025-02-15T01:00,19.9,80,16.4,21.6,0.00,81,8.3
2025-02-15T02:00,18.7,86,16.3,20.2,0.00,89,7.6
2025-02-15T03:00,18.9,86,16.5,20.8,0.00,89,6.8
2025-02-15T04:00,19.0,86,16.6,20.9,0.00,100,5.0
2025-02-15T05:00,18.7,89,16.9,20.8,0.00,100,5.4
2025-02-15T06:00,18.2,93,17.1,20.5,0.00,96,3.2
2025-02-15T07:00,17.7,97,17.2,19.7,0.00,86,6.1
2025-02-15T08:00,18.7,95,17.9,21.1,0.00,100,6.1
2025-02-15T09:00,22.0,84,19.2,24.6,0.00,100,7.9
2025-02-15T10:00,24.1,75,19.4,26.2,0.00,100,17.6
2025-02-15T11:00,25.7,69,19.6,27.4,0.00,100,25.9
2025-02-15T12:00,27.1,62,19.2,29.0,0.00,100,29.9
2025-02-15T13:00,28.4,53,17.9,30.7,0.00,82,29.5
2025-02-15T14:00,29.6,49,17.8,32.6,0.00,60,27.0
2025-02-15T15:00,29.9,46,17.0,32.2,0.00,78,23.0
2025-02-15T16:00,29.4,47,16.9,30.8,0.00,71,18.0
2025-02-15T17:00,28.6,49,16.8,29.6,0.00,69,17.3
2025-02-15T18:00,28.1,48,16.1,28.9,0.00,70,16.2
2025-02-15T19:00,26.1,56,16.7,27.5,0.00,52,15.1
2025-02-15T20:00,23.3,68,17.0,24.8,0.00,62,10.8
2025-02-15T21:00,21.6,78,17.6,23.6,0.00,80,10.4
2025-02-15T22:00,20.5,85,17.9,22.8,0.00,100,8.3
2025-02-15T23:00,19.7,89,17.8,22.0,0.00,100,6.1
2025-02-16T00:00,18.9,93,17.8,21.2,0.00,100,5.4
2025-02-16T01:00,18.1,96,17.5,20.3,0.00,100,5.8
2025-02-16T02:00,17.5,98,17.2,19.8,0.00,98,5.0
2025-02-16T03:00,18.3,95,17.5,20.5,0.00,89,5.8
2025-02-16T04:00,17.8,97,17.3,20.0,0.00,90,5.0
2025-02-16T05:00,17.7,96,17.0,19.8,0.00,91,4.7
2025-02-16T06:00,17.7,95,16.9,19.8,0.00,89,4.3
2025-02-16T07:00,17.7,95,16.9,19.7,0.00,81,3.6
2025-02-16T08:00,18.5,94,17.5,20.8,0.00,38,4.7
2025-02-16T09:00,23.2,80,19.5,26.5,0.00,39,5.4
2025-02-16T10:00,26.1,69,19.9,29.8,0.00,41,5.4
2025-02-16T11:00,28.0,61,19.8,32.3,0.00,60,20.2
2025-02-16T12:00,28.9,55,19.0,33.4,0.00,93,20.5
2025-02-16T13:00,29.4,54,19.1,33.5,0.00,100,20.2
2025-02-16T14:00,29.4,54,19.1,32.7,0.00,100,17.6
2025-02-16T15:00,27.1,65,19.9,29.2,0.00,100,23.4
2025-02-16T16:00,29.2,55,19.2,31.2,0.00,100,24.8
2025-02-16T17:00,28.6,53,18.1,29.7,0.00,100,24.1
2025-02-16T18:00,27.9,55,18.0,29.1,0.00,10,23.8
2025-02-16T19:00,26.0,62,18.2,27.7,0.00,0,20.2
2025-02-16T20:00,23.6,73,18.5,25.9,0.00,0,13.7
2025-02-16T21:00,22.1,80,18.5,24.7,0.00,0,9.0
2025-02-16T22:00,20.7,85,18.1,23.1,0.00,0,6.1
2025-02-16T23:00,19.5,90,17.8,21.7,0.00,3,7.2
2025-02-17T00:00,19.1,90,17.4,21.0,0.00,8,8.3
