"","time","temperature"
"128",2024-05-07,31.9
"129",2024-05-08,30.4
"130",2024-05-09,27.6
"131",2024-05-10,28.6
"132",2024-05-11,30.1
"133",2024-05-12,31.2
"134",2024-05-13,31.3
"135",2024-05-14,30.7
"136",2024-05-15,29.9
"137",2024-05-16,31.8
"138",2024-05-17,31.5
"139",2024-05-18,28.4
"140",2024-05-19,32.1
"141",2024-05-20,30.5
"142",2024-05-21,30.1
"143",2024-05-22,27.3
"144",2024-05-23,27.6
"145",2024-05-24,28.7
"146",2024-05-25,28.7
"147",2024-05-26,29.4
"148",2024-05-27,31
"149",2024-05-28,27.4
"150",2024-05-29,29.6
"151",2024-05-30,30.8
"152",2024-05-31,31.3
"153",2024-06-01,30.6
"154",2024-06-02,31.8
"155",2024-06-03,31.5
"156",2024-06-04,29.3
"157",2024-06-05,30.5
"158",2024-06-06,32
"159",2024-06-07,30.2
"160",2024-06-08,28.8
"161",2024-06-09,28.2
"162",2024-06-10,27.3
"163",2024-06-11,27.9
"164",2024-06-12,25.5
"165",2024-06-13,28.4
"166",2024-06-14,28.5
"167",2024-06-15,29.9
"168",2024-06-16,28.2
"169",2024-06-17,27.5
"170",2024-06-18,29
"171",2024-06-19,29
"172",2024-06-20,27.7
"173",2024-06-21,27.7
"174",2024-06-22,26.7
"175",2024-06-23,26.2
"176",2024-06-24,26.1
"177",2024-06-25,25.1
"178",2024-06-26,24.8
"179",2024-06-27,25.3
"180",2024-06-28,26.1
"181",2024-06-29,26.3
"182",2024-06-30,27
"183",2024-07-01,28.7
"184",2024-07-02,28.9
"185",2024-07-03,28.3
"186",2024-07-04,30.1
"187",2024-07-05,28.4
"188",2024-07-06,27.5
"189",2024-07-07,29.1
"190",2024-07-08,30.6
"191",2024-07-09,30.2
"192",2024-07-10,29
"193",2024-07-11,28.1
"194",2024-07-12,28.3
"195",2024-07-13,28.2
"196",2024-07-14,28.3
"197",2024-07-15,28.3
"198",2024-07-16,29.9
"199",2024-07-17,29.2
"200",2024-07-18,29.5
"201",2024-07-19,28.7
"202",2024-07-20,27.4
"203",2024-07-21,29.8
"204",2024-07-22,27.7
"205",2024-07-23,30.8
"206",2024-07-24,28.6
"207",2024-07-25,31.4
"208",2024-07-26,30.5
"209",2024-07-27,29.2
"210",2024-07-28,29.1
"211",2024-07-29,28.5
"212",2024-07-30,29.6
"213",2024-07-31,26
"214",2024-08-01,29
"215",2024-08-02,29.8
"216",2024-08-03,28.3
"217",2024-08-04,27.2
"218",2024-08-05,27.8
"219",2024-08-06,30.9
"220",2024-08-07,29.1
"221",2024-08-08,32.2
"222",2024-08-09,30.3
"223",2024-08-10,29.6
"224",2024-08-11,30.7
"225",2024-08-12,28.5
"226",2024-08-13,29.8
"227",2024-08-14,32.1
"228",2024-08-15,29.4
"229",2024-08-16,28.6
"230",2024-08-17,26.4
"231",2024-08-18,27.2
"232",2024-08-19,28.3
"233",2024-08-20,28.1
"234",2024-08-21,26.5
"235",2024-08-22,26.3
"236",2024-08-23,28.5
"237",2024-08-24,28.2
"238",2024-08-25,29.5
"239",2024-08-26,29.9
"240",2024-08-27,31.7
"241",2024-08-28,29.8
"242",2024-08-29,30.7
"243",2024-08-30,31.5
"244",2024-08-31,27.7
"245",2024-09-01,27.9
"246",2024-09-02,28.6
"247",2024-09-03,29.9
"248",2024-09-04,27.7
"249",2024-09-05,29.1
"250",2024-09-06,28.7
"251",2024-09-07,30.1
"252",2024-09-08,31.8
"253",2024-09-09,31.2
"254",2024-09-10,31.7
"255",2024-09-11,31.5
"256",2024-09-12,29.3
"257",2024-09-13,30.1
"258",2024-09-14,31.8
"259",2024-09-15,29.9
"260",2024-09-16,32.4
"261",2024-09-17,31.3
"262",2024-09-18,32.1
"263",2024-09-19,31.7
"264",2024-09-20,31.8
"265",2024-09-21,30.9
"266",2024-09-22,30.2
"267",2024-09-23,26
"268",2024-09-24,29.9
"269",2024-09-25,30.3
"270",2024-09-26,31.4
"271",2024-09-27,32.7
"272",2024-09-28,32.5
"273",2024-09-29,28.6
"274",2024-09-30,30.1
"275",2024-10-01,31.6
"276",2024-10-02,28.9
"277",2024-10-03,28.2
"278",2024-10-04,28.1
"279",2024-10-05,29.6
"280",2024-10-06,28.8
"281",2024-10-07,30.8
"282",2024-10-08,29.9
"283",2024-10-09,26.2
"284",2024-10-10,29.4
"285",2024-10-11,31.4
"286",2024-10-12,26.6
"287",2024-10-13,29.1
"288",2024-10-14,31
"289",2024-10-15,32.2
"290",2024-10-16,28.5
"291",2024-10-17,31
"292",2024-10-18,30.6
"293",2024-10-19,30.2
"294",2024-10-20,29.1
"295",2024-10-21,28.3
"296",2024-10-22,28.9
"297",2024-10-23,29.9
"298",2024-10-24,31.8
"299",2024-10-25,30.9
"300",2024-10-26,32.3
"301",2024-10-27,30.5
"302",2024-10-28,28.7
"303",2024-10-29,30.5
"304",2024-10-30,33.6
"305",2024-10-31,29.4
"306",2024-11-01,30.5
"307",2024-11-02,27.7
"308",2024-11-03,30
"309",2024-11-04,28.4
"310",2024-11-05,29.1
"311",2024-11-06,30.5
"312",2024-11-07,28.2
"313",2024-11-08,28.3
"314",2024-11-09,31.5
"315",2024-11-10,31
"316",2024-11-11,29.7
"317",2024-11-12,28
"318",2024-11-13,30.8
"319",2024-11-14,32.3
"320",2024-11-15,28.6
"321",2024-11-16,28.2
"322",2024-11-17,30
"323",2024-11-18,30.3
"324",2024-11-19,31.8
"325",2024-11-20,29
"326",2024-11-21,26.7
"327",2024-11-22,29.4
"328",2024-11-23,28.3
"329",2024-11-24,28.2
"330",2024-11-25,27.1
"331",2024-11-26,29.1
"332",2024-11-27,26.6
"333",2024-11-28,27.8
"334",2024-11-29,28.8
"335",2024-11-30,30.3
"336",2024-12-01,29.2
"337",2024-12-02,28.1
"338",2024-12-03,29.3
"339",2024-12-04,29.3
"340",2024-12-05,30
"341",2024-12-06,30.2
"342",2024-12-07,30.4
"343",2024-12-08,30.8
"344",2024-12-09,29.6
"345",2024-12-10,30.4
"346",2024-12-11,29.6
"347",2024-12-12,31.8
"348",2024-12-13,31
"349",2024-12-14,32.2
"350",2024-12-15,32.5
"351",2024-12-16,30.5
"352",2024-12-17,31.1
"353",2024-12-18,31.8
"354",2024-12-19,25.9
"355",2024-12-20,30.7
"356",2024-12-21,29.3
"357",2024-12-22,28.1
"358",2024-12-23,26.9
"359",2024-12-24,28.5
"360",2024-12-25,25.8
"361",2024-12-26,29.6
"362",2024-12-27,30.6
"363",2024-12-28,31.2
"364",2024-12-29,30.9
"365",2024-12-30,30.1
"366",2024-12-31,28.1
