time,temperature_2m_C,relative_humidity_2m,dew_point_2m_C,precipitation_mm,rain_mm
2020-04-01 07:00:00,18.9,96,18.3,0.1,0.1
2020-04-01 08:00:00,20.8,93,19.6,0.0,0.0
2020-04-01 09:00:00,23.6,82,20.3,0.0,0.0
2020-04-01 10:00:00,25.5,71,20.0,0.0,0.0
2020-04-01 11:00:00,27.1,62,19.1,0.0,0.0
2020-04-01 12:00:00,27.1,61,19.0,0.2,0.2
2020-04-01 13:00:00,27.4,66,20.4,0.3,0.3
2020-04-01 14:00:00,25.8,70,20.0,1.3,1.3
2020-04-01 15:00:00,27.5,61,19.2,0.0,0.0
2020-04-01 16:00:00,26.4,66,19.6,0.3,0.3
2020-04-01 17:00:00,26.5,64,19.2,0.0,0.0
2020-04-01 18:00:00,25.4,72,20.0,0.0,0.0
2020-04-01 19:00:00,23.6,82,20.3,0.0,0.0
2020-04-01 20:00:00,22.4,86,20.0,0.0,0.0
2020-04-01 21:00:00,21.8,89,19.9,0.0,0.0
2020-04-01 22:00:00,21.3,89,19.4,0.0,0.0
2020-04-01 23:00:00,20.9,89,19.0,0.0,0.0
2020-04-02 00:00:00,20.7,91,19.2,0.0,0.0
2020-04-02 01:00:00,20.6,92,19.3,0.0,0.0
2020-04-02 02:00:00,20.4,93,19.2,0.0,0.0
2020-04-02 03:00:00,20.2,93,19.0,0.0,0.0
2020-04-02 04:00:00,20.1,93,18.9,0.0,0.0
2020-04-02 05:00:00,19.8,93,18.7,0.0,0.0
2020-04-02 06:00:00,19.1,95,18.3,0.0,0.0
2020-04-02 07:00:00,18.9,96,18.2,0.0,0.0
2020-04-02 08:00:00,21.5,89,19.6,0.0,0.0
2020-04-02 09:00:00,24.5,78,20.4,0.0,0.0
2020-04-02 10:00:00,26.6,65,19.5,0.0,0.0
2020-04-02 11:00:00,27.7,57,18.3,0.0,0.0
2020-04-02 12:00:00,28.3,55,18.5,0.0,0.0
2020-04-02 13:00:00,28.9,53,18.5,0.0,0.0
2020-04-02 14:00:00,29.6,51,18.5,0.0,0.0
2020-04-02 15:00:00,29.5,49,17.7,0.0,0.0
2020-04-02 16:00:00,28.7,52,17.9,0.3,0.3
2020-04-02 17:00:00,27.6,59,18.9,0.0,0.0
2020-04-02 18:00:00,26.4,69,20.3,0.0,0.0
2020-04-02 19:00:00,24.5,79,20.6,0.0,0.0
2020-04-02 20:00:00,23.2,83,20.1,0.0,0.0
2020-04-02 21:00:00,22.2,87,20.0,0.0,0.0
2020-04-02 22:00:00,21.7,89,19.8,0.0,0.0
2020-04-02 23:00:00,21.2,88,19.2,0.0,0.0
2020-04-03 00:00:00,20.9,87,18.7,0.0,0.0
2020-04-03 01:00:00,20.7,87,18.5,0.0,0.0
2020-04-03 02:00:00,20.4,89,18.5,0.0,0.0
2020-04-03 03:00:00,19.6,94,18.6,0.0,0.0
2020-04-03 04:00:00,19.1,96,18.4,0.0,0.0
2020-04-03 05:00:00,19.2,95,18.4,0.0,0.0
2020-04-03 06:00:00,19.1,96,18.5,0.2,0.2
2020-04-03 07:00:00,19.3,95,18.4,0.0,0.0
2020-04-03 08:00:00,21.1,88,19.1,0.0,0.0
2020-04-03 09:00:00,23.8,77,19.5,0.0,0.0
2020-04-03 10:00:00,26.1,69,19.9,0.0,0.0
2020-04-03 11:00:00,27.5,62,19.5,0.0,0.0
2020-04-03 12:00:00,27.8,60,19.4,0.3,0.3
2020-04-03 13:00:00,27.2,64,19.8,0.3,0.3
2020-04-03 14:00:00,27.6,61,19.4,0.0,0.0
2020-04-03 15:00:00,25.8,70,19.8,0.1,0.1
2020-04-03 16:00:00,27.0,63,19.2,0.0,0.0
2020-04-03 17:00:00,26.6,63,18.9,0.0,0.0
2020-04-03 18:00:00,25.3,71,19.6,0.0,0.0
2020-04-03 19:00:00,23.2,82,20.0,0.0,0.0
2020-04-03 20:00:00,22.0,87,19.7,0.0,0.0
2020-04-03 21:00:00,21.5,89,19.7,0.0,0.0
2020-04-03 22:00:00,21.3,91,19.8,0.0,0.0
2020-04-03 23:00:00,21.2,92,19.8,0.0,0.0
2020-04-04 00:00:00,21.0,92,19.6,0.0,0.0
2020-04-04 01:00:00,20.9,91,19.4,0.0,0.0
2020-04-04 02:00:00,20.6,91,19.1,0.0,0.0
2020-04-04 03:00:00,20.0,93,18.9,0.0,0.0
2020-04-04 04:00:00,20.0,94,19.0,0.2,0.2
2020-04-04 05:00:00,20.3,92,19.0,0.2,0.2
2020-04-04 06:00:00,19.4,96,18.7,0.1,0.1
2020-04-04 07:00:00,19.3,96,18.6,0.1,0.1
2020-04-04 08:00:00,20.5,91,19.0,0.2,0.2
2020-04-04 09:00:00,21.8,87,19.6,0.1,0.1
2020-04-04 10:00:00,23.9,81,20.5,0.0,0.0
2020-04-04 11:00:00,25.2,78,21.1,0.0,0.0
2020-04-04 12:00:00,26.7,72,21.1,0.0,0.0
2020-04-04 13:00:00,27.4,63,19.8,0.1,0.1
2020-04-04 14:00:00,27.2,63,19.6,0.4,0.4
2020-04-04 15:00:00,27.1,59,18.3,0.3,0.3
2020-04-04 16:00:00,27.1,58,18.2,0.0,0.0
2020-04-04 17:00:00,26.2,64,18.8,0.0,0.0
2020-04-04 18:00:00,25.1,70,19.1,0.0,0.0
2020-04-04 19:00:00,23.1,81,19.6,0.0,0.0
2020-04-04 20:00:00,22.2,85,19.5,0.0,0.0
2020-04-04 21:00:00,21.4,88,19.3,0.0,0.0
2020-04-04 22:00:00,21.0,91,19.4,0.0,0.0
2020-04-04 23:00:00,20.7,93,19.6,0.0,0.0
2020-04-05 00:00:00,20.4,94,19.4,0.0,0.0
2020-04-05 01:00:00,20.0,95,19.2,0.0,0.0
2020-04-05 02:00:00,19.8,95,19.0,0.0,0.0
2020-04-05 03:00:00,19.3,94,18.4,0.0,0.0
2020-04-05 04:00:00,19.3,95,18.4,0.0,0.0
2020-04-05 05:00:00,19.0,95,18.2,0.0,0.0
2020-04-05 06:00:00,19.2,93,18.1,0.2,0.2
2020-04-05 07:00:00,18.9,95,18.1,0.0,0.0
2020-04-05 08:00:00,20.0,92,18.6,0.0,0.0
2020-04-05 09:00:00,22.0,84,19.1,0.0,0.0
2020-04-05 10:00:00,24.2,76,19.7,0.0,0.0
2020-04-05 11:00:00,25.9,71,20.3,0.1,0.1
2020-04-05 12:00:00,26.9,69,20.8,0.0,0.0
2020-04-05 13:00:00,27.9,64,20.3,0.1,0.1
2020-04-05 14:00:00,28.5,57,19.2,0.1,0.1
2020-04-05 15:00:00,25.9,66,19.1,0.1,0.1
2020-04-05 16:00:00,26.8,62,18.9,0.0,0.0
2020-04-05 17:00:00,26.7,63,18.9,0.0,0.0
2020-04-05 18:00:00,25.7,69,19.5,0.0,0.0
2020-04-05 19:00:00,23.9,82,20.6,0.0,0.0
2020-04-05 20:00:00,23.2,81,19.7,0.0,0.0
2020-04-05 21:00:00,21.7,88,19.6,0.0,0.0
2020-04-05 22:00:00,21.0,93,19.7,0.0,0.0
2020-04-05 23:00:00,20.9,92,19.6,0.0,0.0
2020-04-06 00:00:00,20.7,92,19.3,0.0,0.0
2020-04-06 01:00:00,20.3,93,19.1,0.0,0.0
2020-04-06 02:00:00,20.1,93,19.0,0.0,0.0
2020-04-06 03:00:00,19.9,94,18.9,0.0,0.0
2020-04-06 04:00:00,20.0,94,18.9,0.0,0.0
2020-04-06 05:00:00,19.6,95,18.8,0.0,0.0
2020-04-06 06:00:00,19.3,97,18.8,0.0,0.0
2020-04-06 07:00:00,19.6,95,18.8,0.0,0.0
2020-04-06 08:00:00,21.1,90,19.3,0.0,0.0
2020-04-06 09:00:00,23.2,82,20.1,0.0,0.0
2020-04-06 10:00:00,24.9,76,20.4,0.1,0.1
2020-04-06 11:00:00,26.1,71,20.5,0.1,0.1
2020-04-06 12:00:00,25.6,69,19.4,0.4,0.4
2020-04-06 13:00:00,26.7,64,19.3,0.0,0.0
2020-04-06 14:00:00,26.6,62,18.6,0.1,0.1
2020-04-06 15:00:00,26.5,65,19.3,0.1,0.1
2020-04-06 16:00:00,27.1,60,18.7,0.0,0.0
2020-04-06 17:00:00,26.8,61,18.7,0.0,0.0
2020-04-06 18:00:00,25.3,71,19.6,0.0,0.0
2020-04-06 19:00:00,23.7,81,20.3,0.0,0.0
2020-04-06 20:00:00,22.2,86,19.8,0.0,0.0
2020-04-06 21:00:00,21.4,89,19.4,0.0,0.0
2020-04-06 22:00:00,21.4,87,19.1,0.0,0.0
2020-04-06 23:00:00,21.4,88,19.3,0.0,0.0
2020-04-07 00:00:00,21.4,89,19.6,0.0,0.0
2020-04-07 01:00:00,21.0,91,19.5,0.0,0.0
2020-04-07 02:00:00,19.7,96,19.0,0.0,0.0
2020-04-07 03:00:00,19.4,97,18.9,0.0,0.0
2020-04-07 04:00:00,19.0,98,18.7,0.0,0.0
2020-04-07 05:00:00,19.9,95,19.1,0.0,0.0
2020-04-07 06:00:00,19.1,97,18.5,0.0,0.0
2020-04-07 07:00:00,18.2,99,18.1,0.0,0.0
2020-04-07 08:00:00,20.9,91,19.4,0.0,0.0
2020-04-07 09:00:00,23.8,80,20.1,0.0,0.0
2020-04-07 10:00:00,26.0,69,19.8,0.0,0.0
2020-04-07 11:00:00,26.8,68,20.5,0.0,0.0
2020-04-07 12:00:00,27.9,58,18.9,0.1,0.1
2020-04-07 13:00:00,24.2,75,19.4,0.5,0.5
2020-04-07 14:00:00,25.4,70,19.5,0.0,0.0
2020-04-07 15:00:00,26.9,58,17.9,0.1,0.1
2020-04-07 16:00:00,26.8,59,18.2,0.0,0.0
2020-04-07 17:00:00,26.5,61,18.5,0.0,0.0
2020-04-07 18:00:00,25.6,68,19.3,0.0,0.0
2020-04-07 19:00:00,23.2,81,19.8,0.0,0.0
2020-04-07 20:00:00,22.2,85,19.6,0.0,0.0
2020-04-07 21:00:00,21.6,84,18.8,0.0,0.0
2020-04-07 22:00:00,21.1,89,19.3,0.0,0.0
2020-04-07 23:00:00,20.8,90,19.2,0.0,0.0
2020-04-08 00:00:00,20.7,92,19.3,0.0,0.0
2020-04-08 01:00:00,20.5,92,19.2,0.0,0.0
2020-04-08 02:00:00,20.3,93,19.1,0.0,0.0
2020-04-08 03:00:00,19.0,96,18.3,0.0,0.0
2020-04-08 04:00:00,19.0,96,18.3,0.0,0.0
2020-04-08 05:00:00,19.4,96,18.7,0.0,0.0
2020-04-08 06:00:00,19.7,94,18.7,0.0,0.0
2020-04-08 07:00:00,19.8,94,18.7,0.0,0.0
2020-04-08 08:00:00,21.3,90,19.5,0.0,0.0
2020-04-08 09:00:00,23.7,81,20.2,0.0,0.0
2020-04-08 10:00:00,25.6,73,20.3,0.1,0.1
2020-04-08 11:00:00,26.6,67,19.9,0.2,0.2
2020-04-08 12:00:00,26.8,69,20.6,0.1,0.1
2020-04-08 13:00:00,27.2,66,20.3,0.0,0.0
2020-04-08 14:00:00,27.2,62,19.3,0.0,0.0
2020-04-08 15:00:00,27.0,60,18.5,0.0,0.0
2020-04-08 16:00:00,26.9,61,18.7,0.0,0.0
2020-04-08 17:00:00,26.4,62,18.4,0.0,0.0
2020-04-08 18:00:00,25.4,66,18.7,0.0,0.0
2020-04-08 19:00:00,23.1,79,19.3,0.0,0.0
2020-04-08 20:00:00,22.0,85,19.4,0.0,0.0
2020-04-08 21:00:00,21.3,88,19.1,0.0,0.0
2020-04-08 22:00:00,20.8,89,18.9,0.0,0.0
2020-04-08 23:00:00,20.5,90,18.8,0.0,0.0
2020-04-09 00:00:00,20.2,92,18.9,0.0,0.0
2020-04-09 01:00:00,20.0,93,18.8,0.0,0.0
2020-04-09 02:00:00,19.9,93,18.8,0.0,0.0
2020-04-09 03:00:00,19.7,95,18.8,0.0,0.0
2020-04-09 04:00:00,20.3,92,19.0,0.0,0.0
2020-04-09 05:00:00,20.6,91,19.0,0.0,0.0
2020-04-09 06:00:00,20.8,90,19.1,0.0,0.0
2020-04-09 07:00:00,20.8,94,19.8,0.0,0.0
2020-04-09 08:00:00,22.8,89,20.8,0.0,0.0
2020-04-09 09:00:00,24.6,81,21.2,0.0,0.0
2020-04-09 10:00:00,26.0,75,21.2,0.0,0.0
2020-04-09 11:00:00,27.3,70,21.4,0.0,0.0
2020-04-09 12:00:00,27.8,61,19.5,0.0,0.0
2020-04-09 13:00:00,28.0,59,19.1,0.3,0.3
2020-04-09 14:00:00,27.5,62,19.5,0.1,0.1
2020-04-09 15:00:00,26.8,65,19.8,0.2,0.2
2020-04-09 16:00:00,26.5,66,19.8,0.5,0.5
2020-04-09 17:00:00,26.2,66,19.4,0.0,0.0
2020-04-09 18:00:00,25.3,71,19.7,0.0,0.0
2020-04-09 19:00:00,23.4,80,19.8,0.0,0.0
2020-04-09 20:00:00,22.2,85,19.5,0.0,0.0
2020-04-09 21:00:00,21.5,88,19.5,0.0,0.0
2020-04-09 22:00:00,21.3,86,18.9,0.0,0.0
2020-04-09 23:00:00,21.0,86,18.5,0.0,0.0
2020-04-10 00:00:00,20.9,86,18.5,0.0,0.0
2020-04-10 01:00:00,20.8,87,18.6,0.0,0.0
2020-04-10 02:00:00,20.5,89,18.6,0.0,0.0
2020-04-10 03:00:00,20.8,87,18.5,0.0,0.0
2020-04-10 04:00:00,20.8,88,18.6,0.0,0.0
2020-04-10 05:00:00,21.4,87,19.2,0.0,0.0
2020-04-10 06:00:00,20.9,91,19.4,0.0,0.0
2020-04-10 07:00:00,20.6,94,19.6,0.0,0.0
2020-04-10 08:00:00,21.7,88,19.7,0.0,0.0
2020-04-10 09:00:00,23.8,78,19.8,0.0,0.0
2020-04-10 10:00:00,25.0,72,19.7,0.0,0.0
2020-04-10 11:00:00,25.9,73,20.6,0.1,0.1
2020-04-10 12:00:00,24.1,76,19.5,1.4,1.4
2020-04-10 13:00:00,24.4,77,20.1,0.2,0.2
2020-04-10 14:00:00,25.7,72,20.3,0.1,0.1
2020-04-10 15:00:00,25.6,65,18.4,0.3,0.3
2020-04-10 16:00:00,25.5,66,18.7,0.2,0.2
2020-04-10 17:00:00,25.2,71,19.7,0.1,0.1
2020-04-10 18:00:00,24.5,74,19.6,0.0,0.0
2020-04-10 19:00:00,22.8,84,19.9,0.0,0.0
2020-04-10 20:00:00,22.2,86,19.7,0.0,0.0
2020-04-10 21:00:00,21.3,90,19.6,0.0,0.0
2020-04-10 22:00:00,20.7,91,19.3,0.0,0.0
2020-04-10 23:00:00,20.5,90,18.9,0.0,0.0
2020-04-11 00:00:00,20.6,90,18.8,0.0,0.0
2020-04-11 01:00:00,20.5,90,18.8,0.0,0.0
2020-04-11 02:00:00,20.7,91,19.1,0.0,0.0
2020-04-11 03:00:00,20.9,89,18.9,0.0,0.0
2020-04-11 04:00:00,20.5,91,19.0,0.0,0.0
2020-04-11 05:00:00,20.6,91,19.1,0.0,0.0
2020-04-11 06:00:00,20.4,94,19.4,0.0,0.0
2020-04-11 07:00:00,20.1,95,19.2,0.0,0.0
2020-04-11 08:00:00,21.5,88,19.5,0.0,0.0
2020-04-11 09:00:00,23.5,78,19.4,0.0,0.0
2020-04-11 10:00:00,24.4,76,20.0,0.1,0.1
2020-04-11 11:00:00,24.1,78,20.0,1.2,1.2
2020-04-11 12:00:00,25.6,73,20.4,0.1,0.1
2020-04-11 13:00:00,27.2,64,19.8,0.1,0.1
2020-04-11 14:00:00,27.9,62,20.0,0.0,0.0
2020-04-11 15:00:00,27.4,59,18.8,0.0,0.0
2020-04-11 16:00:00,26.9,60,18.6,0.0,0.0
2020-04-11 17:00:00,26.5,62,18.7,0.0,0.0
2020-04-11 18:00:00,25.1,70,19.3,0.0,0.0
2020-04-11 19:00:00,23.0,81,19.5,0.0,0.0
2020-04-11 20:00:00,22.2,82,19.1,0.0,0.0
2020-04-11 21:00:00,21.5,86,19.2,0.0,0.0
2020-04-11 22:00:00,21.2,88,19.2,0.0,0.0
2020-04-11 23:00:00,20.8,91,19.2,0.0,0.0
2020-04-12 00:00:00,20.6,90,18.8,0.0,0.0
2020-04-12 01:00:00,20.7,88,18.6,0.0,0.0
2020-04-12 02:00:00,20.5,89,18.6,0.0,0.0
2020-04-12 03:00:00,20.0,92,18.6,0.0,0.0
2020-04-12 04:00:00,20.0,92,18.6,0.0,0.0
2020-04-12 05:00:00,19.8,94,18.7,0.0,0.0
2020-04-12 06:00:00,20.1,94,19.1,0.0,0.0
2020-04-12 07:00:00,19.9,96,19.2,0.4,0.4
2020-04-12 08:00:00,21.3,91,19.8,0.3,0.3
2020-04-12 09:00:00,22.0,86,19.5,0.1,0.1
2020-04-12 10:00:00,23.1,81,19.7,0.3,0.3
2020-04-12 11:00:00,24.1,77,19.8,0.4,0.4
2020-04-12 12:00:00,24.2,75,19.6,0.2,0.2
2020-04-12 13:00:00,23.0,79,19.2,0.2,0.2
2020-04-12 14:00:00,22.8,84,19.9,0.2,0.2
2020-04-12 15:00:00,26.3,66,19.3,0.0,0.0
2020-04-12 16:00:00,26.6,59,18.1,0.0,0.0
2020-04-12 17:00:00,26.1,61,18.0,0.0,0.0
2020-04-12 18:00:00,25.2,67,18.6,0.0,0.0
2020-04-12 19:00:00,23.2,81,19.7,0.0,0.0
2020-04-12 20:00:00,22.2,85,19.6,0.0,0.0
2020-04-12 21:00:00,20.9,92,19.5,0.0,0.0
2020-04-12 22:00:00,20.6,92,19.2,0.0,0.0
2020-04-12 23:00:00,19.9,94,18.9,0.0,0.0
2020-04-13 00:00:00,19.4,95,18.7,0.0,0.0
2020-04-13 01:00:00,19.4,94,18.4,0.0,0.0
2020-04-13 02:00:00,19.5,91,18.1,0.0,0.0
2020-04-13 03:00:00,19.7,93,18.4,0.0,0.0
2020-04-13 04:00:00,19.6,92,18.4,0.0,0.0
2020-04-13 05:00:00,19.4,93,18.2,0.0,0.0
2020-04-13 06:00:00,19.0,95,18.3,0.0,0.0
2020-04-13 07:00:00,19.0,95,18.2,0.2,0.2
2020-04-13 08:00:00,20.2,91,18.7,0.0,0.0
2020-04-13 09:00:00,21.6,85,19.0,0.0,0.0
2020-04-13 10:00:00,22.6,80,19.0,0.0,0.0
2020-04-13 11:00:00,23.4,75,18.7,0.2,0.2
2020-04-13 12:00:00,24.9,70,19.0,0.3,0.3
2020-04-13 13:00:00,23.5,77,19.3,0.5,0.5
2020-04-13 14:00:00,22.9,81,19.5,0.5,0.5
2020-04-13 15:00:00,22.9,74,18.0,0.0,0.0
2020-04-13 16:00:00,23.5,73,18.4,0.0,0.0
2020-04-13 17:00:00,24.2,69,18.1,0.0,0.0
2020-04-13 18:00:00,23.8,70,18.1,0.0,0.0
2020-04-13 19:00:00,22.4,83,19.4,0.0,0.0
2020-04-13 20:00:00,21.5,90,19.8,0.0,0.0
2020-04-13 21:00:00,20.9,92,19.5,0.0,0.0
2020-04-13 22:00:00,20.4,94,19.4,0.0,0.0
2020-04-13 23:00:00,19.8,98,19.5,0.0,0.0
2020-04-14 00:00:00,19.7,99,19.5,0.0,0.0
2020-04-14 01:00:00,19.6,99,19.4,2.0,2.0
2020-04-14 02:00:00,19.4,99,19.3,1.7,1.7
2020-04-14 03:00:00,19.2,98,18.8,0.2,0.2
2020-04-14 04:00:00,19.2,99,19.1,0.6,0.6
2020-04-14 05:00:00,19.1,99,19.0,0.6,0.6
2020-04-14 06:00:00,18.9,99,18.8,0.6,0.6
2020-04-14 07:00:00,18.8,99,18.7,0.5,0.5
2020-04-14 08:00:00,19.2,99,19.1,0.4,0.4
2020-04-14 09:00:00,19.7,95,19.0,0.4,0.4
2020-04-14 10:00:00,21.0,88,19.0,0.1,0.1
2020-04-14 11:00:00,22.0,83,19.0,0.0,0.0
2020-04-14 12:00:00,22.8,81,19.4,0.0,0.0
2020-04-14 13:00:00,24.2,73,19.1,0.1,0.1
2020-04-14 14:00:00,24.3,78,20.3,0.1,0.1
2020-04-14 15:00:00,25.2,68,18.8,0.1,0.1
2020-04-14 16:00:00,22.8,79,18.9,0.2,0.2
2020-04-14 17:00:00,23.2,80,19.5,0.0,0.0
2020-04-14 18:00:00,23.5,78,19.5,0.0,0.0
2020-04-14 19:00:00,22.1,85,19.6,0.0,0.0
2020-04-14 20:00:00,21.2,89,19.2,0.0,0.0
2020-04-14 21:00:00,20.5,91,19.1,0.0,0.0
2020-04-14 22:00:00,20.1,93,19.0,0.0,0.0
2020-04-14 23:00:00,19.9,94,18.9,0.0,0.0
2020-04-15 00:00:00,19.6,97,19.1,0.0,0.0
2020-04-15 01:00:00,19.6,95,18.8,0.0,0.0
2020-04-15 02:00:00,19.1,97,18.7,0.0,0.0
2020-04-15 03:00:00,18.7,98,18.4,0.0,0.0
2020-04-15 04:00:00,18.9,98,18.5,0.1,0.1
2020-04-15 05:00:00,19.0,98,18.6,0.4,0.4
2020-04-15 06:00:00,18.7,98,18.5,0.2,0.2
2020-04-15 07:00:00,18.5,98,18.2,0.1,0.1
2020-04-15 08:00:00,20.3,94,19.3,0.0,0.0
2020-04-15 09:00:00,21.5,89,19.5,0.0,0.0
2020-04-15 10:00:00,23.2,79,19.5,0.0,0.0
2020-04-15 11:00:00,24.7,76,20.2,0.1,0.1
2020-04-15 12:00:00,25.7,74,20.7,0.2,0.2
2020-04-15 13:00:00,24.0,77,19.8,3.5,3.5
2020-04-15 14:00:00,23.6,81,20.2,0.0,0.0
2020-04-15 15:00:00,25.8,64,18.5,0.1,0.1
2020-04-15 16:00:00,26.0,63,18.5,0.0,0.0
2020-04-15 17:00:00,25.5,66,18.7,0.1,0.1
2020-04-15 18:00:00,24.5,72,19.2,0.0,0.0
2020-04-15 19:00:00,22.6,83,19.6,0.0,0.0
2020-04-15 20:00:00,21.6,88,19.5,0.0,0.0
2020-04-15 21:00:00,20.8,91,19.4,0.0,0.0
2020-04-15 22:00:00,20.2,93,19.1,0.0,0.0
2020-04-15 23:00:00,19.8,94,18.8,0.0,0.0
2020-04-16 00:00:00,19.5,95,18.6,0.0,0.0
2020-04-16 01:00:00,19.1,96,18.4,0.0,0.0
2020-04-16 02:00:00,18.9,97,18.4,0.0,0.0
2020-04-16 03:00:00,18.7,97,18.1,0.0,0.0
2020-04-16 04:00:00,18.7,97,18.2,0.0,0.0
2020-04-16 05:00:00,18.9,96,18.3,0.0,0.0
2020-04-16 06:00:00,18.5,97,18.0,0.0,0.0
2020-04-16 07:00:00,18.9,96,18.2,0.0,0.0
2020-04-16 08:00:00,20.8,89,18.9,0.0,0.0
2020-04-16 09:00:00,23.0,81,19.5,0.0,0.0
2020-04-16 10:00:00,25.0,73,19.8,0.0,0.0
2020-04-16 11:00:00,26.5,66,19.7,0.0,0.0
2020-04-16 12:00:00,27.0,62,19.2,0.0,0.0
2020-04-16 13:00:00,27.2,61,19.0,0.0,0.0
2020-04-16 14:00:00,27.5,59,18.9,0.0,0.0
2020-04-16 15:00:00,27.6,56,17.9,0.0,0.0
2020-04-16 16:00:00,27.8,55,17.9,0.0,0.0
2020-04-16 17:00:00,27.1,59,18.4,0.0,0.0
2020-04-16 18:00:00,25.6,71,20.1,0.0,0.0
2020-04-16 19:00:00,23.5,84,20.7,0.0,0.0
2020-04-16 20:00:00,22.6,88,20.5,0.0,0.0
2020-04-16 21:00:00,22.2,89,20.2,0.0,0.0
2020-04-16 22:00:00,21.7,90,20.0,0.0,0.0
2020-04-16 23:00:00,21.3,92,20.0,0.0,0.0
2020-04-17 00:00:00,21.1,93,19.9,0.0,0.0
2020-04-17 01:00:00,21.1,94,20.0,0.1,0.1
2020-04-17 02:00:00,20.9,95,20.0,1.5,1.5
2020-04-17 03:00:00,20.6,93,19.4,0.1,0.1
2020-04-17 04:00:00,19.9,95,19.1,0.0,0.0
2020-04-17 05:00:00,19.8,95,19.0,0.0,0.0
2020-04-17 06:00:00,19.8,95,19.0,0.0,0.0
2020-04-17 07:00:00,19.8,96,19.1,0.0,0.0
2020-04-17 08:00:00,20.9,92,19.6,0.3,0.3
2020-04-17 09:00:00,20.9,93,19.7,2.2,2.2
2020-04-17 10:00:00,20.5,93,19.3,0.2,0.2
2020-04-17 11:00:00,21.2,88,19.2,0.3,0.3
2020-04-17 12:00:00,22.5,85,19.8,0.5,0.5
2020-04-17 13:00:00,22.3,87,20.1,0.9,0.9
2020-04-17 14:00:00,22.5,88,20.4,0.4,0.4
2020-04-17 15:00:00,23.6,81,20.2,0.1,0.1
2020-04-17 16:00:00,23.6,81,20.2,0.0,0.0
2020-04-17 17:00:00,24.2,79,20.3,0.0,0.0
2020-04-17 18:00:00,23.8,83,20.6,0.0,0.0
2020-04-17 19:00:00,22.3,91,20.8,0.0,0.0
2020-04-17 20:00:00,21.0,96,20.4,0.0,0.0
2020-04-17 21:00:00,20.4,98,20.1,0.0,0.0
2020-04-17 22:00:00,20.2,98,20.0,0.0,0.0
2020-04-17 23:00:00,19.6,99,19.5,0.0,0.0
2020-04-18 00:00:00,19.7,100,19.7,0.0,0.0
2020-04-18 01:00:00,19.5,100,19.5,0.0,0.0
2020-04-18 02:00:00,19.4,99,19.3,0.1,0.1
2020-04-18 03:00:00,19.5,100,19.4,0.5,0.5
2020-04-18 04:00:00,19.4,100,19.4,0.1,0.1
2020-04-18 05:00:00,19.5,100,19.4,0.1,0.1
2020-04-18 06:00:00,19.7,99,19.6,0.3,0.3
2020-04-18 07:00:00,19.6,99,19.5,0.2,0.2
2020-04-18 08:00:00,19.7,98,19.5,0.8,0.8
2020-04-18 09:00:00,19.9,98,19.6,0.9,0.9
2020-04-18 10:00:00,20.6,93,19.4,0.4,0.4
2020-04-18 11:00:00,21.1,93,19.9,0.5,0.5
2020-04-18 12:00:00,21.8,90,20.0,0.4,0.4
2020-04-18 13:00:00,21.8,89,20.0,0.7,0.7
2020-04-18 14:00:00,22.0,88,19.9,0.4,0.4
2020-04-18 15:00:00,21.8,85,19.1,0.1,0.1
2020-04-18 16:00:00,22.8,80,19.1,0.0,0.0
2020-04-18 17:00:00,22.4,83,19.3,0.0,0.0
2020-04-18 18:00:00,21.9,88,19.8,0.0,0.0
2020-04-18 19:00:00,20.7,96,20.0,0.0,0.0
2020-04-18 20:00:00,20.3,96,19.7,0.0,0.0
2020-04-18 21:00:00,19.7,98,19.4,0.0,0.0
2020-04-18 22:00:00,19.3,98,19.0,0.0,0.0
2020-04-18 23:00:00,19.3,97,18.9,0.0,0.0
2020-04-19 00:00:00,18.8,98,18.5,0.0,0.0
2020-04-19 01:00:00,18.5,97,18.0,0.0,0.0
2020-04-19 02:00:00,18.3,97,17.8,0.0,0.0
2020-04-19 03:00:00,18.4,97,17.9,0.0,0.0
2020-04-19 04:00:00,18.1,95,17.3,0.0,0.0
2020-04-19 05:00:00,18.2,94,17.1,0.0,0.0
2020-04-19 06:00:00,18.2,94,17.1,0.0,0.0
2020-04-19 07:00:00,18.2,94,17.2,0.0,0.0
2020-04-19 08:00:00,19.2,90,17.6,0.0,0.0
2020-04-19 09:00:00,21.8,78,17.8,0.0,0.0
2020-04-19 10:00:00,23.5,72,18.1,0.0,0.0
2020-04-19 11:00:00,24.7,66,18.0,0.0,0.0
2020-04-19 12:00:00,25.3,64,18.1,0.0,0.0
2020-04-19 13:00:00,24.2,69,18.2,0.0,0.0
2020-04-19 14:00:00,24.2,71,18.5,0.0,0.0
2020-04-19 15:00:00,24.2,71,18.6,0.2,0.2
2020-04-19 16:00:00,22.1,87,19.9,1.9,1.9
2020-04-19 17:00:00,21.4,93,20.1,0.1,0.1
2020-04-19 18:00:00,21.3,95,20.5,0.0,0.0
2020-04-19 19:00:00,20.1,99,20.0,0.0,0.0
2020-04-19 20:00:00,20.1,97,19.6,0.0,0.0
2020-04-19 21:00:00,19.7,96,19.1,0.0,0.0
2020-04-19 22:00:00,19.5,96,18.8,0.0,0.0
2020-04-19 23:00:00,19.1,97,18.6,0.1,0.1
2020-04-20 00:00:00,18.9,98,18.5,0.7,0.7
