time,temperature_2m_C,relative_humidity_2m,dew_point_2m_C,precipitation_mm,rain_mm
2020-06-08 03:00:00,19.3,84,16.5,0.0,0.0
2020-06-08 04:00:00,18.8,75,14.2,0.0,0.0
2020-06-08 05:00:00,18.6,76,14.2,0.0,0.0
2020-06-08 06:00:00,17.8,86,15.4,0.0,0.0
2020-06-08 07:00:00,16.8,90,15.2,0.0,0.0
2020-06-08 08:00:00,18.7,82,15.6,0.0,0.0
2020-06-08 09:00:00,20.8,72,15.7,0.0,0.0
2020-06-08 10:00:00,21.8,70,16.1,0.0,0.0
2020-06-08 11:00:00,23.0,68,16.7,0.0,0.0
2020-06-08 12:00:00,24.1,64,16.9,0.0,0.0
2020-06-08 13:00:00,24.7,61,16.8,0.1,0.1
2020-06-08 14:00:00,24.4,63,16.8,0.2,0.2
2020-06-08 15:00:00,20.7,87,18.5,0.0,0.0
2020-06-08 16:00:00,20.9,87,18.7,0.1,0.1
2020-06-08 17:00:00,21.4,86,18.9,0.0,0.0
2020-06-08 18:00:00,21.2,89,19.3,0.0,0.0
2020-06-08 19:00:00,19.8,96,19.2,0.0,0.0
2020-06-08 20:00:00,19.5,97,19.0,0.0,0.0
2020-06-08 21:00:00,18.9,96,18.3,0.0,0.0
2020-06-08 22:00:00,17.9,98,17.5,0.0,0.0
2020-06-08 23:00:00,18.4,97,17.9,0.0,0.0
2020-06-09 00:00:00,18.1,98,17.8,0.0,0.0
2020-06-09 01:00:00,17.9,98,17.5,0.0,0.0
2020-06-09 02:00:00,17.7,98,17.3,0.0,0.0
2020-06-09 03:00:00,18.1,97,17.6,0.0,0.0
2020-06-09 04:00:00,18.3,96,17.6,0.0,0.0
2020-06-09 05:00:00,18.6,94,17.6,0.0,0.0
2020-06-09 06:00:00,17.9,98,17.5,0.0,0.0
2020-06-09 07:00:00,17.6,98,17.3,0.1,0.1
2020-06-09 08:00:00,19.2,92,17.9,0.2,0.2
2020-06-09 09:00:00,20.9,86,18.5,0.1,0.1
2020-06-09 10:00:00,22.4,80,18.7,0.1,0.1
2020-06-09 11:00:00,23.8,78,19.7,0.1,0.1
2020-06-09 12:00:00,24.7,77,20.5,0.2,0.2
2020-06-09 13:00:00,24.7,77,20.5,0.2,0.2
2020-06-09 14:00:00,24.0,81,20.5,0.2,0.2
2020-06-09 15:00:00,24.4,74,19.6,0.1,0.1
2020-06-09 16:00:00,24.3,67,17.9,0.1,0.1
2020-06-09 17:00:00,24.1,66,17.4,0.0,0.0
2020-06-09 18:00:00,22.9,76,18.4,0.0,0.0
2020-06-09 19:00:00,21.2,84,18.4,0.0,0.0
2020-06-09 20:00:00,20.1,90,18.4,0.0,0.0
2020-06-09 21:00:00,19.4,90,17.8,0.0,0.0
2020-06-09 22:00:00,18.8,91,17.3,0.0,0.0
2020-06-09 23:00:00,18.6,91,17.1,0.0,0.0
2020-06-10 00:00:00,18.7,91,17.2,0.0,0.0
2020-06-10 01:00:00,18.5,92,17.3,0.0,0.0
2020-06-10 02:00:00,18.2,94,17.2,0.0,0.0
2020-06-10 03:00:00,18.8,95,18.0,0.0,0.0
2020-06-10 04:00:00,18.7,96,18.0,0.0,0.0
2020-06-10 05:00:00,18.5,96,17.9,0.0,0.0
2020-06-10 06:00:00,18.5,96,17.9,0.0,0.0
2020-06-10 07:00:00,18.3,98,18.0,0.0,0.0
2020-06-10 08:00:00,19.7,94,18.7,0.0,0.0
2020-06-10 09:00:00,19.9,91,18.4,0.7,0.7
2020-06-10 10:00:00,19.9,92,18.6,0.9,0.9
2020-06-10 11:00:00,20.2,91,18.7,0.1,0.1
2020-06-10 12:00:00,21.6,85,19.1,0.1,0.1
2020-06-10 13:00:00,21.9,84,19.1,0.4,0.4
2020-06-10 14:00:00,21.9,88,19.8,0.2,0.2
2020-06-10 15:00:00,21.8,85,19.1,0.2,0.2
2020-06-10 16:00:00,22.1,86,19.7,0.1,0.1
2020-06-10 17:00:00,21.2,85,18.5,0.1,0.1
2020-06-10 18:00:00,20.6,88,18.5,0.0,0.0
2020-06-10 19:00:00,19.4,93,18.3,0.0,0.0
2020-06-10 20:00:00,18.9,95,18.1,0.0,0.0
2020-06-10 21:00:00,18.6,96,17.9,0.0,0.0
2020-06-10 22:00:00,18.4,95,17.7,0.0,0.0
2020-06-10 23:00:00,18.2,95,17.4,0.0,0.0
2020-06-11 00:00:00,18.1,94,17.2,0.0,0.0
2020-06-11 01:00:00,18.1,94,17.1,0.0,0.0
2020-06-11 02:00:00,17.7,95,17.0,0.0,0.0
2020-06-11 03:00:00,17.7,98,17.3,0.0,0.0
2020-06-11 04:00:00,17.9,96,17.3,0.0,0.0
2020-06-11 05:00:00,17.0,99,16.8,0.0,0.0
2020-06-11 06:00:00,17.0,99,16.9,0.0,0.0
2020-06-11 07:00:00,17.1,100,17.1,0.0,0.0
2020-06-11 08:00:00,18.2,95,17.5,0.0,0.0
2020-06-11 09:00:00,20.2,87,18.0,0.0,0.0
2020-06-11 10:00:00,22.0,78,18.0,0.0,0.0
2020-06-11 11:00:00,23.2,75,18.6,0.0,0.0
2020-06-11 12:00:00,24.4,70,18.6,0.1,0.1
2020-06-11 13:00:00,22.8,79,18.9,2.4,2.4
2020-06-11 14:00:00,22.2,85,19.6,3.3,3.3
2020-06-11 15:00:00,24.7,64,17.3,0.1,0.1
2020-06-11 16:00:00,22.5,80,18.9,1.6,1.6
2020-06-11 17:00:00,22.1,82,18.9,0.0,0.0
2020-06-11 18:00:00,21.3,90,19.6,0.0,0.0
2020-06-11 19:00:00,20.0,98,19.7,0.0,0.0
2020-06-11 20:00:00,19.9,97,19.4,0.0,0.0
2020-06-11 21:00:00,19.2,95,18.5,0.7,0.7
2020-06-11 22:00:00,18.7,95,18.0,1.4,1.4
2020-06-11 23:00:00,18.1,98,17.7,0.0,0.0
2020-06-12 00:00:00,17.9,99,17.7,1.5,1.5
2020-06-12 01:00:00,17.9,97,17.4,0.0,0.0
2020-06-12 02:00:00,17.5,98,17.1,0.0,0.0
2020-06-12 03:00:00,17.6,98,17.2,0.0,0.0
2020-06-12 04:00:00,17.5,97,17.0,0.0,0.0
2020-06-12 05:00:00,17.1,97,16.6,0.0,0.0
2020-06-12 06:00:00,16.1,98,15.8,0.0,0.0
2020-06-12 07:00:00,15.6,100,15.6,0.0,0.0
2020-06-12 08:00:00,17.9,97,17.4,0.0,0.0
2020-06-12 09:00:00,19.7,90,18.0,0.0,0.0
2020-06-12 10:00:00,21.5,80,17.9,0.0,0.0
2020-06-12 11:00:00,22.9,74,18.1,0.1,0.1
2020-06-12 12:00:00,22.0,79,18.1,0.1,0.1
2020-06-12 13:00:00,23.7,69,17.6,0.0,0.0
2020-06-12 14:00:00,24.2,67,17.6,0.0,0.0
2020-06-12 15:00:00,24.3,68,18.0,0.0,0.0
2020-06-12 16:00:00,21.9,82,18.6,2.7,2.7
2020-06-12 17:00:00,21.3,89,19.4,0.0,0.0
2020-06-12 18:00:00,21.0,93,19.9,0.0,0.0
2020-06-12 19:00:00,19.4,99,19.3,0.0,0.0
2020-06-12 20:00:00,19.5,100,19.5,0.0,0.0
2020-06-12 21:00:00,18.7,100,18.7,0.0,0.0
2020-06-12 22:00:00,18.2,100,18.2,0.0,0.0
2020-06-12 23:00:00,17.7,99,17.6,0.0,0.0
2020-06-13 00:00:00,17.7,99,17.6,0.0,0.0
2020-06-13 01:00:00,17.6,99,17.5,0.0,0.0
2020-06-13 02:00:00,17.7,100,17.7,0.0,0.0
2020-06-13 03:00:00,18.6,99,18.5,0.0,0.0
2020-06-13 04:00:00,18.7,98,18.3,0.0,0.0
2020-06-13 05:00:00,18.2,100,18.2,0.0,0.0
2020-06-13 06:00:00,18.0,100,17.9,0.0,0.0
2020-06-13 07:00:00,18.1,99,17.9,0.0,0.0
2020-06-13 08:00:00,18.5,98,18.2,0.0,0.0
2020-06-13 09:00:00,20.0,91,18.6,0.0,0.0
2020-06-13 10:00:00,21.9,82,18.7,0.0,0.0
2020-06-13 11:00:00,23.8,76,19.4,0.0,0.0
2020-06-13 12:00:00,24.7,69,18.7,0.2,0.2
2020-06-13 13:00:00,21.8,86,19.4,3.9,3.9
2020-06-13 14:00:00,23.8,79,20.0,0.0,0.0
2020-06-13 15:00:00,23.7,80,19.9,0.0,0.0
2020-06-13 16:00:00,20.9,91,19.4,2.1,2.1
2020-06-13 17:00:00,21.8,90,20.0,0.1,0.1
2020-06-13 18:00:00,21.4,90,19.7,0.0,0.0
2020-06-13 19:00:00,19.5,95,18.6,0.0,0.0
2020-06-13 20:00:00,18.9,95,18.0,0.0,0.0
2020-06-13 21:00:00,19.0,94,18.0,0.0,0.0
2020-06-13 22:00:00,19.0,93,17.8,0.0,0.0
2020-06-13 23:00:00,18.5,95,17.6,0.0,0.0
2020-06-14 00:00:00,18.4,95,17.6,0.0,0.0
2020-06-14 01:00:00,18.0,96,17.4,0.0,0.0
2020-06-14 02:00:00,18.0,96,17.3,0.0,0.0
2020-06-14 03:00:00,18.1,95,17.3,0.0,0.0
2020-06-14 04:00:00,18.2,94,17.2,0.0,0.0
2020-06-14 05:00:00,17.9,94,16.8,0.0,0.0
2020-06-14 06:00:00,17.2,94,16.3,0.0,0.0
2020-06-14 07:00:00,16.9,95,16.1,0.0,0.0
2020-06-14 08:00:00,19.4,90,17.7,0.0,0.0
2020-06-14 09:00:00,21.3,84,18.5,0.0,0.0
2020-06-14 10:00:00,23.1,74,18.3,0.2,0.2
2020-06-14 11:00:00,20.2,91,18.7,4.9,4.9
2020-06-14 12:00:00,21.3,90,19.6,0.1,0.1
2020-06-14 13:00:00,22.9,85,20.2,0.2,0.2
2020-06-14 14:00:00,23.9,83,20.9,0.2,0.2
2020-06-14 15:00:00,23.8,72,18.5,0.2,0.2
2020-06-14 16:00:00,23.7,68,17.4,0.0,0.0
2020-06-14 17:00:00,23.4,69,17.5,0.0,0.0
2020-06-14 18:00:00,22.4,77,18.2,0.0,0.0
2020-06-14 19:00:00,20.9,84,18.1,0.0,0.0
2020-06-14 20:00:00,20.0,87,17.8,0.0,0.0
2020-06-14 21:00:00,19.3,90,17.6,0.0,0.0
2020-06-14 22:00:00,19.3,89,17.5,0.0,0.0
2020-06-14 23:00:00,19.0,91,17.5,0.0,0.0
2020-06-15 00:00:00,18.3,94,17.3,0.0,0.0
2020-06-15 01:00:00,18.3,94,17.4,0.0,0.0
2020-06-15 02:00:00,18.5,91,17.0,0.0,0.0
2020-06-15 03:00:00,17.9,93,16.8,0.0,0.0
2020-06-15 04:00:00,17.9,93,16.8,0.0,0.0
2020-06-15 05:00:00,17.6,94,16.5,0.0,0.0
2020-06-15 06:00:00,16.9,96,16.2,0.0,0.0
2020-06-15 07:00:00,16.6,99,16.5,0.0,0.0
2020-06-15 08:00:00,18.2,95,17.3,0.0,0.0
2020-06-15 09:00:00,20.6,86,18.2,0.0,0.0
2020-06-15 10:00:00,22.3,79,18.4,0.0,0.0
2020-06-15 11:00:00,23.3,76,18.9,0.1,0.1
2020-06-15 12:00:00,24.3,73,19.1,0.2,0.2
2020-06-15 13:00:00,24.7,69,18.7,0.1,0.1
2020-06-15 14:00:00,24.0,72,18.8,0.2,0.2
2020-06-15 15:00:00,22.3,83,19.2,0.2,0.2
2020-06-15 16:00:00,22.5,72,17.2,0.0,0.0
2020-06-15 17:00:00,23.0,69,17.1,0.0,0.0
2020-06-15 18:00:00,21.9,78,18.0,0.0,0.0
2020-06-15 19:00:00,20.1,86,17.7,0.0,0.0
2020-06-15 20:00:00,19.6,88,17.5,0.0,0.0
2020-06-15 21:00:00,19.2,88,17.2,0.0,0.0
2020-06-15 22:00:00,19.2,87,17.1,0.0,0.0
2020-06-15 23:00:00,18.4,91,16.9,0.0,0.0
2020-06-16 00:00:00,18.7,88,16.6,0.0,0.0
2020-06-16 01:00:00,18.8,87,16.5,0.0,0.0
2020-06-16 02:00:00,18.8,86,16.4,0.0,0.0
2020-06-16 03:00:00,17.9,92,16.6,0.0,0.0
2020-06-16 04:00:00,18.6,86,16.2,0.0,0.0
2020-06-16 05:00:00,18.0,92,16.7,0.0,0.0
2020-06-16 06:00:00,17.8,92,16.5,0.0,0.0
2020-06-16 07:00:00,17.8,93,16.7,0.0,0.0
2020-06-16 08:00:00,18.8,90,17.1,0.0,0.0
2020-06-16 09:00:00,21.1,83,18.0,0.0,0.0
2020-06-16 10:00:00,22.7,75,18.1,0.0,0.0
2020-06-16 11:00:00,24.0,70,18.1,0.1,0.1
2020-06-16 12:00:00,24.5,70,18.6,0.0,0.0
2020-06-16 13:00:00,24.5,68,18.3,0.0,0.0
2020-06-16 14:00:00,24.0,75,19.4,0.1,0.1
2020-06-16 15:00:00,24.3,63,16.7,0.7,0.7
2020-06-16 16:00:00,24.3,64,17.0,0.0,0.0
2020-06-16 17:00:00,23.5,68,17.2,0.0,0.0
2020-06-16 18:00:00,22.5,75,17.8,0.0,0.0
2020-06-16 19:00:00,20.8,80,17.2,0.0,0.0
2020-06-16 20:00:00,19.8,82,16.7,0.0,0.0
2020-06-16 21:00:00,19.6,82,16.5,0.0,0.0
2020-06-16 22:00:00,19.4,82,16.3,0.0,0.0
2020-06-16 23:00:00,18.8,87,16.5,0.0,0.0
2020-06-17 00:00:00,18.1,90,16.3,0.0,0.0
2020-06-17 01:00:00,18.6,86,16.2,0.0,0.0
2020-06-17 02:00:00,18.1,88,16.1,0.0,0.0
2020-06-17 03:00:00,18.7,84,16.0,0.0,0.0
2020-06-17 04:00:00,19.0,84,16.3,0.0,0.0
2020-06-17 05:00:00,19.2,83,16.2,0.0,0.0
2020-06-17 06:00:00,18.8,84,16.0,0.0,0.0
2020-06-17 07:00:00,18.8,83,15.9,0.0,0.0
2020-06-17 08:00:00,20.7,76,16.4,0.0,0.0
2020-06-17 09:00:00,22.9,70,17.0,0.0,0.0
2020-06-17 10:00:00,24.3,57,15.3,0.0,0.0
2020-06-17 11:00:00,25.0,54,15.0,0.0,0.0
2020-06-17 12:00:00,25.3,53,15.1,0.3,0.3
2020-06-17 13:00:00,25.3,54,15.4,0.4,0.4
2020-06-17 14:00:00,25.0,56,15.5,0.1,0.1
2020-06-17 15:00:00,24.8,56,15.4,0.0,0.0
2020-06-17 16:00:00,24.3,57,15.4,0.0,0.0
2020-06-17 17:00:00,23.5,61,15.5,0.0,0.0
2020-06-17 18:00:00,22.1,70,16.4,0.0,0.0
2020-06-17 19:00:00,20.2,77,16.1,0.0,0.0
2020-06-17 20:00:00,19.3,81,16.1,0.0,0.0
2020-06-17 21:00:00,18.9,84,16.1,0.0,0.0
2020-06-17 22:00:00,18.8,85,16.2,0.0,0.0
2020-06-17 23:00:00,18.7,86,16.2,0.0,0.0
2020-06-18 00:00:00,18.8,84,16.0,0.0,0.0
2020-06-18 01:00:00,18.6,84,15.9,0.0,0.0
2020-06-18 02:00:00,18.5,85,16.0,0.0,0.0
2020-06-18 03:00:00,17.5,88,15.5,0.0,0.0
2020-06-18 04:00:00,18.4,84,15.6,0.0,0.0
2020-06-18 05:00:00,18.1,86,15.7,0.0,0.0
2020-06-18 06:00:00,17.3,93,16.2,0.0,0.0
2020-06-18 07:00:00,17.4,92,16.1,0.0,0.0
2020-06-18 08:00:00,19.4,87,17.1,0.0,0.0
2020-06-18 09:00:00,22.1,76,17.6,0.0,0.0
2020-06-18 10:00:00,24.2,65,17.2,0.0,0.0
2020-06-18 11:00:00,25.1,57,16.1,0.1,0.1
2020-06-18 12:00:00,25.0,58,16.2,0.1,0.1
2020-06-18 13:00:00,25.1,60,16.7,0.1,0.1
2020-06-18 14:00:00,25.0,60,16.7,0.1,0.1
2020-06-18 15:00:00,24.8,58,15.9,0.2,0.2
2020-06-18 16:00:00,24.3,62,16.5,0.0,0.0
2020-06-18 17:00:00,23.7,65,16.7,0.0,0.0
2020-06-18 18:00:00,22.3,74,17.4,0.0,0.0
2020-06-18 19:00:00,20.6,81,17.1,0.0,0.0
2020-06-18 20:00:00,19.8,84,17.0,0.0,0.0
2020-06-18 21:00:00,19.2,87,16.9,0.0,0.0
2020-06-18 22:00:00,18.5,90,16.7,0.0,0.0
2020-06-18 23:00:00,18.2,90,16.6,0.0,0.0
2020-06-19 00:00:00,17.9,92,16.5,0.0,0.0
2020-06-19 01:00:00,18.2,92,16.8,0.0,0.0
2020-06-19 02:00:00,17.9,93,16.7,0.0,0.0
2020-06-19 03:00:00,17.7,94,16.7,0.0,0.0
2020-06-19 04:00:00,18.1,93,17.0,0.0,0.0
2020-06-19 05:00:00,18.3,91,16.8,0.0,0.0
2020-06-19 06:00:00,17.7,95,16.9,0.0,0.0
2020-06-19 07:00:00,17.0,98,16.6,1.0,1.0
2020-06-19 08:00:00,18.1,96,17.5,1.0,1.0
2020-06-19 09:00:00,19.5,92,18.1,0.2,0.2
2020-06-19 10:00:00,20.9,85,18.3,0.0,0.0
2020-06-19 11:00:00,22.5,79,18.7,0.0,0.0
2020-06-19 12:00:00,23.7,74,18.7,0.0,0.0
2020-06-19 13:00:00,24.8,68,18.4,0.0,0.0
2020-06-19 14:00:00,25.2,62,17.5,0.1,0.1
2020-06-19 15:00:00,23.0,77,18.9,4.2,4.2
2020-06-19 16:00:00,23.9,67,17.4,0.1,0.1
2020-06-19 17:00:00,23.5,69,17.5,0.0,0.0
2020-06-19 18:00:00,22.4,78,18.3,0.0,0.0
2020-06-19 19:00:00,20.7,86,18.3,0.0,0.0
2020-06-19 20:00:00,19.8,90,18.2,0.0,0.0
2020-06-19 21:00:00,19.3,92,18.0,0.0,0.0
2020-06-19 22:00:00,18.7,95,17.8,0.0,0.0
2020-06-19 23:00:00,18.3,96,17.6,0.0,0.0
2020-06-20 00:00:00,17.9,96,17.3,0.0,0.0
2020-06-20 01:00:00,17.4,97,16.9,0.0,0.0
2020-06-20 02:00:00,17.1,98,16.8,0.0,0.0
2020-06-20 03:00:00,16.9,97,16.5,0.0,0.0
2020-06-20 04:00:00,18.1,94,17.0,0.0,0.0
2020-06-20 05:00:00,18.5,92,17.1,0.0,0.0
2020-06-20 06:00:00,18.3,93,17.2,0.0,0.0
2020-06-20 07:00:00,18.3,95,17.5,0.0,0.0
2020-06-20 08:00:00,18.8,93,17.7,0.0,0.0
2020-06-20 09:00:00,20.1,89,18.2,0.0,0.0
2020-06-20 10:00:00,21.5,83,18.5,0.0,0.0
2020-06-20 11:00:00,23.7,74,18.8,0.2,0.2
2020-06-20 12:00:00,21.6,80,18.1,4.1,4.1
2020-06-20 13:00:00,21.0,88,18.8,0.7,0.7
2020-06-20 14:00:00,21.8,86,19.3,0.0,0.0
2020-06-20 15:00:00,24.5,66,17.7,0.0,0.0
2020-06-20 16:00:00,24.1,67,17.6,0.0,0.0
2020-06-20 17:00:00,23.4,69,17.4,0.0,0.0
2020-06-20 18:00:00,22.7,76,18.2,0.0,0.0
2020-06-20 19:00:00,20.6,87,18.3,0.0,0.0
2020-06-20 20:00:00,19.7,90,18.1,0.0,0.0
2020-06-20 21:00:00,18.9,94,17.9,0.0,0.0
2020-06-20 22:00:00,18.6,95,17.7,0.0,0.0
2020-06-20 23:00:00,18.4,94,17.5,0.0,0.0
2020-06-21 00:00:00,18.3,94,17.3,0.0,0.0
2020-06-21 01:00:00,18.5,93,17.4,0.0,0.0
2020-06-21 02:00:00,18.2,95,17.4,0.0,0.0
2020-06-21 03:00:00,17.3,95,16.6,0.0,0.0
2020-06-21 04:00:00,17.5,95,16.8,0.0,0.0
2020-06-21 05:00:00,17.7,95,16.8,0.0,0.0
2020-06-21 06:00:00,17.4,95,16.6,0.0,0.0
2020-06-21 07:00:00,17.2,96,16.5,0.0,0.0
2020-06-21 08:00:00,19.2,90,17.5,0.0,0.0
2020-06-21 09:00:00,21.2,82,18.1,0.0,0.0
2020-06-21 10:00:00,23.2,74,18.2,0.0,0.0
2020-06-21 11:00:00,24.4,70,18.6,0.1,0.1
2020-06-21 12:00:00,25.4,64,18.0,0.1,0.1
2020-06-21 13:00:00,22.2,83,19.2,2.7,2.7
2020-06-21 14:00:00,23.4,80,19.7,0.1,0.1
2020-06-21 15:00:00,23.0,78,19.0,0.1,0.1
2020-06-21 16:00:00,23.6,73,18.5,0.2,0.2
2020-06-21 17:00:00,23.7,69,17.6,0.0,0.0
2020-06-21 18:00:00,22.6,77,18.4,0.0,0.0
2020-06-21 19:00:00,21.0,85,18.5,0.0,0.0
2020-06-21 20:00:00,20.1,89,18.3,0.0,0.0
2020-06-21 21:00:00,19.4,92,18.0,0.0,0.0
2020-06-21 22:00:00,18.8,93,17.7,0.0,0.0
2020-06-21 23:00:00,18.5,94,17.4,0.0,0.0
2020-06-22 00:00:00,18.1,94,17.1,0.0,0.0
2020-06-22 01:00:00,18.2,92,16.9,0.0,0.0
2020-06-22 02:00:00,18.1,92,16.9,0.0,0.0
2020-06-22 03:00:00,17.8,94,16.9,0.0,0.0
2020-06-22 04:00:00,17.9,94,16.9,0.0,0.0
2020-06-22 05:00:00,17.6,95,16.8,0.0,0.0
2020-06-22 06:00:00,17.5,96,16.9,0.0,0.0
2020-06-22 07:00:00,17.2,98,16.9,0.0,0.0
2020-06-22 08:00:00,18.7,94,17.6,0.0,0.0
2020-06-22 09:00:00,20.9,86,18.4,0.0,0.0
2020-06-22 10:00:00,22.7,76,18.2,0.0,0.0
2020-06-22 11:00:00,24.2,67,17.6,0.0,0.0
2020-06-22 12:00:00,25.3,64,17.9,0.0,0.0
2020-06-22 13:00:00,25.7,65,18.7,0.1,0.1
2020-06-22 14:00:00,26.0,62,18.1,0.1,0.1
2020-06-22 15:00:00,25.6,59,17.0,1.8,1.8
2020-06-22 16:00:00,25.7,59,17.1,0.1,0.1
2020-06-22 17:00:00,23.0,76,18.4,0.6,0.6
2020-06-22 18:00:00,22.2,83,19.2,0.0,0.0
2020-06-22 19:00:00,21.1,92,19.7,0.0,0.0
2020-06-22 20:00:00,20.5,95,19.6,0.0,0.0
2020-06-22 21:00:00,19.9,95,19.0,0.0,0.0
2020-06-22 22:00:00,19.6,95,18.7,0.0,0.0
2020-06-22 23:00:00,19.0,95,18.2,0.0,0.0
2020-06-23 00:00:00,18.2,97,17.8,0.0,0.0
2020-06-23 01:00:00,17.6,98,17.3,0.0,0.0
2020-06-23 02:00:00,16.9,99,16.8,0.0,0.0
2020-06-23 03:00:00,18.0,98,17.6,0.0,0.0
2020-06-23 04:00:00,17.4,98,17.1,0.0,0.0
2020-06-23 05:00:00,17.2,98,16.9,0.0,0.0
2020-06-23 06:00:00,17.0,97,16.5,0.0,0.0
2020-06-23 07:00:00,17.7,95,16.8,0.0,0.0
2020-06-23 08:00:00,18.9,93,17.8,0.0,0.0
2020-06-23 09:00:00,20.7,87,18.5,0.0,0.0
2020-06-23 10:00:00,22.3,79,18.5,0.0,0.0
2020-06-23 11:00:00,24.0,71,18.5,0.0,0.0
2020-06-23 12:00:00,25.3,66,18.5,0.0,0.0
2020-06-23 13:00:00,26.2,61,18.0,0.1,0.1
2020-06-23 14:00:00,25.1,66,18.3,0.3,0.3
2020-06-23 15:00:00,25.3,61,17.2,0.0,0.0
2020-06-23 16:00:00,24.9,65,17.8,0.0,0.0
2020-06-23 17:00:00,24.5,67,17.9,0.0,0.0
2020-06-23 18:00:00,23.3,75,18.7,0.0,0.0
2020-06-23 19:00:00,21.2,85,18.6,0.0,0.0
2020-06-23 20:00:00,20.5,89,18.6,0.0,0.0
2020-06-23 21:00:00,20.1,90,18.4,0.0,0.0
2020-06-23 22:00:00,19.6,91,18.1,0.0,0.0
2020-06-23 23:00:00,19.2,93,18.0,0.0,0.0
2020-06-24 00:00:00,18.6,95,17.9,0.0,0.0
2020-06-24 01:00:00,19.2,92,17.9,0.0,0.0
2020-06-24 02:00:00,18.5,95,17.7,0.0,0.0
2020-06-24 03:00:00,18.9,92,17.6,0.0,0.0
2020-06-24 04:00:00,19.0,92,17.6,0.0,0.0
2020-06-24 05:00:00,19.0,92,17.7,0.0,0.0
2020-06-24 06:00:00,18.9,93,17.7,0.0,0.0
2020-06-24 07:00:00,18.5,95,17.7,0.0,0.0
2020-06-24 08:00:00,20.2,91,18.7,0.0,0.0
2020-06-24 09:00:00,22.3,85,19.6,0.0,0.0
2020-06-24 10:00:00,23.9,77,19.5,0.1,0.1
2020-06-24 11:00:00,24.4,75,19.8,0.2,0.2
2020-06-24 12:00:00,21.7,84,18.9,7.7,7.7
2020-06-24 13:00:00,22.0,86,19.5,0.1,0.1
2020-06-24 14:00:00,24.8,76,20.4,0.2,0.2
2020-06-24 15:00:00,21.5,88,19.5,3.8,3.8
2020-06-24 16:00:00,24.1,76,19.5,0.0,0.0
2020-06-24 17:00:00,24.3,67,17.8,0.0,0.0
2020-06-24 18:00:00,22.9,77,18.8,0.0,0.0
2020-06-24 19:00:00,21.3,83,18.4,0.0,0.0
2020-06-24 20:00:00,20.4,86,18.0,0.0,0.0
2020-06-24 21:00:00,19.7,89,17.7,0.0,0.0
2020-06-24 22:00:00,18.8,92,17.5,0.0,0.0
2020-06-24 23:00:00,18.5,93,17.4,0.0,0.0
2020-06-25 00:00:00,18.2,93,17.1,0.0,0.0
2020-06-25 01:00:00,17.7,94,16.7,0.0,0.0
2020-06-25 02:00:00,17.4,94,16.4,0.0,0.0
2020-06-25 03:00:00,16.2,97,15.7,0.0,0.0
2020-06-25 04:00:00,16.6,96,16.0,0.0,0.0
2020-06-25 05:00:00,16.4,97,16.0,0.0,0.0
2020-06-25 06:00:00,16.6,97,16.2,0.0,0.0
2020-06-25 07:00:00,16.4,98,16.1,0.0,0.0
2020-06-25 08:00:00,18.8,92,17.4,0.0,0.0
2020-06-25 09:00:00,20.4,87,18.3,1.4,1.4
2020-06-25 10:00:00,20.8,91,19.3,2.0,2.0
2020-06-25 11:00:00,22.5,86,20.1,0.0,0.0
2020-06-25 12:00:00,24.2,81,20.7,0.3,0.3
2020-06-25 13:00:00,21.6,84,18.8,5.5,5.5
2020-06-25 14:00:00,22.1,85,19.4,0.1,0.1
2020-06-25 15:00:00,23.8,70,17.9,0.0,0.0
2020-06-25 16:00:00,24.5,66,17.6,0.0,0.0
2020-06-25 17:00:00,23.9,70,18.0,0.0,0.0
2020-06-25 18:00:00,22.9,77,18.6,0.0,0.0
2020-06-25 19:00:00,21.2,84,18.4,0.0,0.0
2020-06-25 20:00:00,20.0,88,17.9,0.0,0.0
2020-06-25 21:00:00,19.2,90,17.5,0.0,0.0
2020-06-25 22:00:00,18.3,93,17.2,0.0,0.0
2020-06-25 23:00:00,18.1,92,16.8,0.0,0.0
2020-06-26 00:00:00,17.7,92,16.4,0.0,0.0
2020-06-26 01:00:00,17.4,92,16.1,0.0,0.0
2020-06-26 02:00:00,16.7,94,15.7,0.0,0.0
2020-06-26 03:00:00,16.7,95,15.9,0.0,0.0
2020-06-26 04:00:00,17.3,94,16.4,0.0,0.0
2020-06-26 05:00:00,17.5,92,16.2,0.0,0.0
2020-06-26 06:00:00,17.2,95,16.5,0.0,0.0
2020-06-26 07:00:00,16.4,98,16.1,0.0,0.0
2020-06-26 08:00:00,18.6,91,17.1,0.0,0.0
2020-06-26 09:00:00,21.2,81,17.8,0.0,0.0
2020-06-26 10:00:00,23.0,71,17.6,0.0,0.0
2020-06-26 11:00:00,24.1,66,17.4,0.0,0.0
2020-06-26 12:00:00,25.0,66,18.1,0.0,0.0
2020-06-26 13:00:00,25.3,65,18.3,0.0,0.0
2020-06-26 14:00:00,26.4,57,17.1,0.0,0.0
2020-06-26 15:00:00,23.2,73,18.0,1.3,1.3
2020-06-26 16:00:00,23.9,72,18.6,0.0,0.0
2020-06-26 17:00:00,23.5,68,17.3,0.0,0.0
2020-06-26 18:00:00,22.8,77,18.5,0.0,0.0
2020-06-26 19:00:00,20.9,91,19.3,0.0,0.0
2020-06-26 20:00:00,20.1,88,18.0,0.0,0.0
