latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0.375,32.375,1184.0,10800,Africa/Kampala,GMT+3

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),rain (mm),cloud_cover (%),wind_gusts_10m (km/h)
2024-03-22T13:00,29.0,60,20.4,32.8,0.00,71,25.9
2024-03-22T14:00,29.7,56,20.0,33.5,0.00,74,24.1
2024-03-22T15:00,29.5,54,19.2,31.8,0.00,65,27.0
2024-03-22T16:00,29.5,53,18.9,31.3,0.00,59,28.8
2024-03-22T17:00,28.5,57,19.1,29.6,0.00,60,29.5
2024-03-22T18:00,27.5,60,19.0,28.9,0.00,53,28.1
2024-03-22T19:00,25.7,69,19.6,28.2,0.00,21,23.4
2024-03-22T20:00,23.7,79,19.8,26.6,0.00,16,13.0
2024-03-22T21:00,22.5,84,19.7,25.6,0.00,11,9.4
2024-03-22T22:00,21.5,88,19.4,24.4,0.00,1,7.6
2024-03-22T23:00,21.6,86,19.2,24.2,0.00,82,9.4
2024-03-23T00:00,22.3,80,18.7,24.6,0.00,100,10.8
2024-03-23T01:00,22.2,80,18.6,25.0,0.00,100,10.4
2024-03-23T02:00,22.0,81,18.6,24.8,0.00,100,4.3
2024-03-23T03:00,20.7,86,18.2,23.3,0.00,88,5.0
2024-03-23T04:00,20.1,89,18.3,22.9,0.00,100,4.3
2024-03-23T05:00,20.1,89,18.2,22.8,0.00,100,3.6
2024-03-23T06:00,20.3,87,18.1,22.6,0.00,100,6.8
2024-03-23T07:00,20.4,87,18.2,23.1,0.00,97,6.8
2024-03-23T08:00,21.0,88,19.0,24.1,0.00,91,4.0
2024-03-23T09:00,23.7,78,19.6,27.0,0.00,100,11.9
2024-03-23T10:00,25.7,74,20.7,28.6,0.00,100,16.6
2024-03-23T11:00,26.8,70,20.8,29.3,0.00,100,27.4
2024-03-23T12:00,27.2,68,20.8,30.1,0.00,100,27.7
2024-03-23T13:00,27.6,67,20.9,30.4,0.00,100,30.2
2024-03-23T14:00,28.2,64,20.8,31.1,0.00,100,30.2
2024-03-23T15:00,27.4,66,20.5,30.4,0.00,100,30.2
2024-03-23T16:00,27.6,64,20.2,30.2,0.00,100,26.3
2024-03-23T17:00,27.3,64,19.9,29.6,0.00,100,20.5
2024-03-23T18:00,26.6,66,19.7,28.8,0.00,100,19.4
2024-03-23T19:00,25.1,73,19.9,27.6,0.00,100,18.7
2024-03-23T20:00,23.8,79,19.9,26.6,0.00,100,15.1
2024-03-23T21:00,22.4,88,20.3,25.7,0.00,96,11.9
2024-03-23T22:00,21.9,89,20.0,25.1,0.00,53,8.6
2024-03-23T23:00,21.8,89,19.9,24.7,0.00,19,10.1
2024-03-24T00:00,21.6,90,19.9,24.3,0.00,17,12.6
2024-03-24T01:00,21.8,91,20.2,24.4,0.00,46,16.2
2024-03-24T02:00,21.9,91,20.3,24.9,0.00,81,16.6
2024-03-24T03:00,21.6,93,20.4,25.1,0.00,86,12.2
2024-03-24T04:00,21.7,90,20.0,24.7,0.00,68,9.4
2024-03-24T05:00,21.7,88,19.6,24.8,0.00,100,10.4
2024-03-24T06:00,21.1,91,19.6,24.1,0.00,100,10.8
2024-03-24T07:00,21.2,90,19.5,24.1,0.00,100,12.2
2024-03-24T08:00,21.4,91,19.8,24.5,0.00,100,9.0
2024-03-24T09:00,21.7,91,20.1,25.1,0.00,100,7.2
2024-03-24T10:00,22.3,89,20.4,25.1,0.00,100,15.8
2024-03-24T11:00,22.9,86,20.5,25.4,0.00,100,20.9
2024-03-24T12:00,22.7,86,20.3,24.7,0.00,100,24.8
2024-03-24T13:00,23.6,83,20.5,25.8,0.00,100,25.2
2024-03-24T14:00,23.6,82,20.4,25.7,0.00,100,25.6
2024-03-24T15:00,24.3,79,20.4,26.3,0.00,100,28.1
2024-03-24T16:00,24.6,76,20.1,26.5,0.00,100,26.3
2024-03-24T17:00,24.6,75,19.8,26.6,0.00,100,24.8
2024-03-24T18:00,24.1,76,19.6,26.1,0.00,100,22.7
2024-03-24T19:00,23.1,81,19.6,25.5,0.00,98,20.9
2024-03-24T20:00,22.1,86,19.6,25.0,0.00,82,14.8
2024-03-24T21:00,21.2,91,19.6,24.4,0.00,79,9.0
2024-03-24T22:00,20.6,93,19.4,23.8,0.00,64,5.0
2024-03-24T23:00,20.1,95,19.2,23.2,0.00,42,4.0
2024-03-25T00:00,19.6,96,19.0,22.7,0.00,64,4.0
2024-03-25T01:00,19.1,97,18.6,22.0,0.00,79,4.0
2024-03-25T02:00,18.7,99,18.6,21.7,0.00,99,3.6
2024-03-25T03:00,18.3,100,18.3,21.1,0.00,99,2.5
2024-03-25T04:00,18.4,100,18.4,21.2,0.00,99,2.9
2024-03-25T05:00,18.3,100,18.3,21.1,0.00,98,3.2
2024-03-25T06:00,18.4,99,18.2,21.0,0.00,96,4.7
2024-03-25T07:00,18.8,98,18.5,21.5,0.00,100,5.4
2024-03-25T08:00,19.9,96,19.2,22.9,0.00,100,5.8
2024-03-25T09:00,22.7,87,20.4,25.9,0.00,89,12.2
2024-03-25T10:00,23.7,80,20.0,25.5,0.00,100,25.9
2024-03-25T11:00,25.1,76,20.6,27.6,0.00,100,27.0
2024-03-25T12:00,26.0,73,20.8,29.3,0.00,100,28.4
2024-03-25T13:00,25.9,72,20.4,28.6,0.00,100,29.5
2024-03-25T14:00,26.8,69,20.6,30.1,0.00,100,27.0
2024-03-25T15:00,27.6,63,19.9,30.6,0.00,77,26.6
2024-03-25T16:00,27.3,63,19.7,29.8,0.00,73,26.6
2024-03-25T17:00,27.0,63,19.3,28.6,0.00,67,24.5
2024-03-25T18:00,26.2,64,18.9,27.7,0.00,63,23.4
2024-03-25T19:00,24.8,70,18.9,26.8,0.00,64,22.0
2024-03-25T20:00,23.3,79,19.4,26.2,0.00,43,14.8
2024-03-25T21:00,22.2,84,19.3,25.2,0.00,100,7.9
2024-03-25T22:00,21.5,87,19.2,24.5,0.00,100,6.1
2024-03-25T23:00,20.9,90,19.2,23.8,0.00,100,5.4
2024-03-26T00:00,20.5,91,19.0,23.4,0.00,100,5.4
2024-03-26T01:00,20.2,92,18.9,23.2,0.00,100,4.7
2024-03-26T02:00,20.1,92,18.8,23.3,0.00,100,3.2
2024-03-26T03:00,20.2,92,18.9,23.2,0.00,100,4.0
2024-03-26T04:00,20.1,93,19.0,23.0,0.00,100,5.4
2024-03-26T05:00,20.1,93,19.0,23.1,0.00,100,5.8
2024-03-26T06:00,20.2,92,18.8,23.1,0.00,100,4.0
2024-03-26T07:00,20.3,90,18.6,23.4,0.00,100,3.6
2024-03-26T08:00,20.7,88,18.7,23.5,0.00,100,5.4
2024-03-26T09:00,21.7,81,18.3,24.0,0.00,100,10.4
2024-03-26T10:00,22.3,79,18.5,24.6,0.00,100,11.5
2024-03-26T11:00,23.4,77,19.1,25.9,0.00,100,12.2
2024-03-26T12:00,24.3,74,19.4,26.7,0.00,91,14.8
2024-03-26T13:00,25.9,68,19.5,28.7,0.00,97,16.9
2024-03-26T14:00,26.6,69,20.4,30.3,0.00,90,17.6
2024-03-26T15:00,27.0,68,20.6,30.2,0.00,85,19.8
2024-03-26T16:00,27.3,65,20.1,30.4,0.00,78,20.2
2024-03-26T17:00,27.0,64,19.6,29.2,0.00,59,17.3
2024-03-26T18:00,26.3,65,19.2,28.2,0.00,45,18.4
2024-03-26T19:00,24.7,73,19.6,27.3,0.00,53,18.4
2024-03-26T20:00,23.0,82,19.8,26.0,0.00,45,11.9
2024-03-26T21:00,22.0,86,19.6,25.1,0.00,33,8.6
2024-03-26T22:00,21.3,89,19.4,24.3,0.00,63,6.8
2024-03-26T23:00,21.0,90,19.3,24.0,0.00,81,6.8
2024-03-27T00:00,20.7,91,19.1,23.9,0.00,100,5.0
2024-03-27T01:00,20.4,93,19.2,23.6,0.00,100,3.6
2024-03-27T02:00,20.4,93,19.3,23.8,0.00,100,2.5
2024-03-27T03:00,20.1,93,19.0,23.4,0.00,100,11.9
2024-03-27T04:00,20.1,93,19.0,23.2,0.00,100,6.1
2024-03-27T05:00,19.8,94,18.8,22.7,0.00,100,7.9
2024-03-27T06:00,19.8,95,18.9,22.7,0.00,100,7.2
2024-03-27T07:00,19.7,95,18.9,22.6,0.00,100,7.9
2024-03-27T08:00,20.2,94,19.2,23.0,0.00,100,9.0
2024-03-27T09:00,21.3,90,19.6,24.3,0.00,100,11.9
2024-03-27T10:00,22.7,82,19.4,25.2,0.00,100,13.7
2024-03-27T11:00,23.5,79,19.7,25.8,0.00,100,17.6
2024-03-27T12:00,24.4,78,20.3,26.6,0.00,100,21.6
2024-03-27T13:00,25.2,75,20.4,27.6,0.00,99,22.3
2024-03-27T14:00,26.2,71,20.5,28.6,0.00,81,24.5
2024-03-27T15:00,26.2,72,20.7,28.8,0.00,92,28.4
2024-03-27T16:00,26.0,71,20.3,27.9,0.00,53,27.7
2024-03-27T17:00,26.1,68,19.7,28.0,0.00,55,25.9
2024-03-27T18:00,25.6,69,19.5,27.9,0.00,48,21.2
2024-03-27T19:00,24.4,75,19.7,27.5,0.00,47,16.6
2024-03-27T20:00,23.0,83,20.0,26.4,0.00,10,7.2
2024-03-27T21:00,21.7,88,19.6,25.0,0.00,100,5.0
2024-03-27T22:00,21.1,91,19.5,24.3,0.00,100,4.7
2024-03-27T23:00,20.5,94,19.5,23.8,0.00,100,4.0
2024-03-28T00:00,20.0,97,19.5,23.5,0.00,100,2.9
2024-03-28T01:00,20.2,95,19.3,23.5,0.00,100,6.5
2024-03-28T02:00,20.5,93,19.3,23.7,0.00,100,4.3
2024-03-28T03:00,20.6,93,19.4,23.9,0.00,100,14.8
2024-03-28T04:00,20.5,93,19.3,23.6,0.00,100,11.9
2024-03-28T05:00,20.4,94,19.4,23.6,0.00,100,10.8
2024-03-28T06:00,20.2,95,19.4,23.7,0.00,100,6.8
2024-03-28T07:00,20.1,95,19.2,23.4,0.00,100,2.9
2024-03-28T08:00,20.3,96,19.6,23.8,0.00,100,4.3
2024-03-28T09:00,21.7,90,20.0,25.3,0.00,100,2.9
2024-03-28T10:00,23.5,83,20.5,27.2,0.00,100,6.8
2024-03-28T11:00,25.0,75,20.3,28.5,0.00,100,10.8
2024-03-28T12:00,25.5,75,20.7,28.5,0.00,100,14.8
2024-03-28T13:00,26.4,71,20.7,30.0,0.00,100,16.9
2024-03-28T14:00,27.0,69,20.8,30.6,0.00,97,18.0
2024-03-28T15:00,28.2,62,20.3,30.9,0.00,87,20.5
2024-03-28T16:00,28.0,61,19.8,30.2,0.00,78,19.4
2024-03-28T17:00,27.7,59,18.9,29.5,0.00,61,19.1
2024-03-28T18:00,27.0,60,18.5,28.6,0.00,48,18.4
2024-03-28T19:00,25.1,68,18.8,27.0,0.00,18,18.4
2024-03-28T20:00,23.4,76,18.9,25.7,0.00,0,15.1
2024-03-28T21:00,22.3,82,19.1,25.1,0.00,82,11.2
2024-03-28T22:00,21.6,86,19.2,24.4,0.00,100,7.2
2024-03-28T23:00,21.1,88,19.0,23.8,0.00,33,6.8
2024-03-29T00:00,20.6,91,19.1,23.4,0.00,12,7.6
2024-03-29T01:00,20.3,93,19.2,23.2,0.00,3,7.2
2024-03-29T02:00,19.9,94,18.9,22.6,0.00,42,7.6
2024-03-29T03:00,19.1,95,18.3,21.6,0.00,87,7.2
2024-03-29T04:00,19.8,93,18.7,22.3,0.00,100,14.4
2024-03-29T05:00,20.1,93,18.9,23.0,0.00,100,11.9
2024-03-29T06:00,20.0,94,19.0,22.8,0.20,100,11.5
2024-03-29T07:00,19.8,95,19.0,22.4,1.00,100,9.0
2024-03-29T08:00,20.2,95,19.4,23.1,0.30,100,9.0
2024-03-29T09:00,21.6,91,20.1,25.1,0.10,100,11.9
2024-03-29T10:00,22.9,85,20.2,26.0,0.00,100,11.2
2024-03-29T11:00,24.3,81,20.9,27.3,0.00,100,16.6
2024-03-29T12:00,25.8,75,21.0,29.5,0.00,100,17.6
2024-03-29T13:00,26.8,70,20.8,31.1,0.00,100,18.7
2024-03-29T14:00,27.1,68,20.7,30.8,0.00,100,18.0
2024-03-29T15:00,28.5,61,20.3,31.9,0.00,100,18.0
2024-03-29T16:00,28.1,63,20.4,30.7,0.00,100,18.4
2024-03-29T17:00,27.6,65,20.4,30.1,0.00,100,19.8
2024-03-29T18:00,26.8,64,19.4,28.8,0.00,1,19.4
2024-03-29T19:00,25.3,69,19.2,27.7,0.00,0,18.4
2024-03-29T20:00,23.6,77,19.3,26.4,0.00,12,12.2
2024-03-29T21:00,22.6,81,19.1,25.5,0.00,13,8.3
2024-03-29T22:00,21.5,87,19.3,24.4,0.00,14,6.8
2024-03-29T23:00,20.8,90,19.1,23.6,0.00,5,7.2
2024-03-30T00:00,20.4,92,19.0,23.2,0.00,0,6.8
2024-03-30T01:00,20.1,92,18.8,22.7,0.00,18,7.6
2024-03-30T02:00,20.4,93,19.2,23.1,0.00,48,8.3
2024-03-30T03:00,20.1,94,19.1,23.1,0.00,73,7.9
2024-03-30T04:00,20.1,94,19.1,23.4,0.00,65,5.4
2024-03-30T05:00,19.9,95,19.1,22.4,0.00,76,10.1
2024-03-30T06:00,20.4,93,19.2,23.4,0.00,100,16.9
2024-03-30T07:00,19.9,95,19.0,22.9,0.00,100,7.9
2024-03-30T08:00,20.0,96,19.4,23.3,0.00,100,4.7
2024-03-30T09:00,21.4,93,20.2,25.0,0.00,100,5.4
2024-03-30T10:00,22.6,89,20.7,26.0,0.00,100,10.4
2024-03-30T11:00,24.3,79,20.4,26.8,0.00,100,20.2
2024-03-30T12:00,24.7,77,20.4,26.9,0.00,100,24.8
2024-03-30T13:00,25.0,78,20.9,27.4,0.00,100,25.2
2024-03-30T14:00,25.6,75,20.8,28.0,0.00,100,25.2
2024-03-30T15:00,26.2,70,20.3,28.7,0.00,100,24.1
2024-03-30T16:00,26.1,71,20.4,28.8,0.00,100,20.2
2024-03-30T17:00,26.2,69,20.0,28.8,0.00,100,17.6
2024-03-30T18:00,25.7,69,19.6,28.2,0.00,100,15.8
2024-03-30T19:00,24.4,76,19.9,27.3,0.00,100,14.8
2024-03-30T20:00,23.1,83,20.0,26.4,0.00,100,9.4
2024-03-30T21:00,22.1,85,19.5,25.1,0.00,98,7.2
2024-03-30T22:00,21.5,87,19.3,24.5,0.00,99,6.5
2024-03-30T23:00,21.1,90,19.4,24.4,0.00,100,5.4
2024-03-31T00:00,20.9,90,19.2,24.1,0.00,100,2.5
2024-03-31T01:00,20.3,93,19.1,23.2,0.00,100,5.0
2024-03-31T02:00,20.5,92,19.1,23.6,0.00,100,6.5
2024-03-31T03:00,20.3,92,19.0,23.6,0.00,95,5.0
2024-03-31T04:00,20.5,90,18.8,23.6,0.00,100,7.9
2024-03-31T05:00,20.4,90,18.7,23.1,0.00,100,12.2
2024-03-31T06:00,20.4,87,18.2,22.8,0.00,100,13.7
2024-03-31T07:00,20.2,86,17.8,22.4,0.10,100,13.7
2024-03-31T08:00,20.0,90,18.3,22.7,0.20,100,6.1
2024-03-31T09:00,20.2,92,18.9,22.3,1.00,100,9.4
2024-03-31T10:00,21.8,90,20.1,23.6,0.20,100,24.8
2024-03-31T11:00,23.2,81,19.8,24.6,0.10,100,28.4
2024-03-31T12:00,24.1,75,19.4,25.5,0.00,100,28.4
2024-03-31T13:00,25.3,71,19.7,27.0,0.00,100,26.3
2024-03-31T14:00,26.0,68,19.7,28.5,0.00,100,25.6
2024-03-31T15:00,28.0,58,18.9,31.2,0.00,89,26.3
2024-03-31T16:00,28.1,58,19.1,30.6,0.00,79,20.9
2024-03-31T17:00,27.5,59,18.7,29.1,0.00,68,20.9
2024-03-31T18:00,26.4,61,18.2,27.6,0.00,80,21.6
2024-03-31T19:00,24.3,69,18.3,25.6,0.00,100,23.0
2024-03-31T20:00,23.0,75,18.3,24.7,0.00,100,20.5
2024-03-31T21:00,22.3,79,18.5,24.6,0.00,100,15.5
2024-03-31T22:00,21.5,83,18.5,24.0,0.00,6,9.4
2024-03-31T23:00,20.9,85,18.3,23.2,0.00,38,8.6
2024-04-01T00:00,20.5,86,18.1,23.0,0.00,53,8.6
2024-04-01T01:00,20.0,89,18.2,22.5,0.00,90,6.1
2024-04-01T02:00,20.1,89,18.3,23.0,0.00,92,5.4
2024-04-01T03:00,20.0,89,18.2,22.4,0.00,99,5.0
2024-04-01T04:00,20.2,90,18.5,22.6,0.00,100,7.6
2024-04-01T05:00,20.5,91,19.0,22.8,0.00,100,11.9
2024-04-01T06:00,20.4,95,19.6,23.0,0.40,100,13.0
2024-04-01T07:00,20.2,95,19.4,22.6,0.90,100,13.7
2024-04-01T08:00,20.4,92,19.1,22.6,0.20,100,14.0
2024-04-01T09:00,21.2,88,19.2,23.0,0.00,100,19.8
2024-04-01T10:00,22.2,84,19.3,23.8,0.00,100,23.8
2024-04-01T11:00,23.6,78,19.6,25.3,0.00,100,24.1
2024-04-01T12:00,24.9,74,20.0,26.9,0.00,100,23.4
2024-04-01T13:00,26.1,70,20.2,28.6,0.00,100,25.6
2024-04-01T14:00,26.3,70,20.4,29.1,0.00,100,28.1
2024-04-01T15:00,26.2,68,19.8,27.6,0.00,91,28.8
2024-04-01T16:00,25.6,70,19.7,27.2,0.00,100,28.8
2024-04-01T17:00,25.5,70,19.6,27.0,0.00,100,26.3
2024-04-01T18:00,24.8,71,19.2,26.3,0.00,69,25.6
2024-04-01T19:00,23.5,76,19.0,25.4,0.00,68,24.1
2024-04-01T20:00,22.4,82,19.1,24.8,0.00,58,16.9
2024-04-01T21:00,21.6,87,19.4,24.4,0.00,79,12.2
2024-04-01T22:00,21.4,87,19.2,24.3,0.00,96,8.3
2024-04-01T23:00,21.3,87,19.1,24.1,0.00,100,6.8
2024-04-02T00:00,21.3,86,18.9,24.1,0.00,100,7.9
2024-04-02T01:00,21.0,89,19.1,23.9,0.00,100,6.1
2024-04-02T02:00,20.7,90,19.0,23.7,0.00,97,6.5
2024-04-02T03:00,20.3,94,19.3,23.4,0.00,89,4.3
2024-04-02T04:00,20.0,95,19.2,23.2,0.00,100,3.2
2024-04-02T05:00,20.0,95,19.2,23.1,0.00,100,4.7
2024-04-02T06:00,20.1,95,19.2,23.3,0.00,100,6.5
2024-04-02T07:00,20.2,94,19.2,23.4,0.20,100,3.6
2024-04-02T08:00,20.0,97,19.5,23.6,2.60,100,7.6
2024-04-02T09:00,20.6,95,19.7,23.4,3.60,100,4.0
2024-04-02T10:00,21.0,93,19.8,23.5,0.90,100,16.6
2024-04-02T11:00,21.6,92,20.2,24.1,0.00,100,20.5
2024-04-02T12:00,22.3,89,20.4,24.9,0.00,100,17.6
2024-04-02T13:00,22.7,88,20.6,25.3,0.00,100,19.4
2024-04-02T14:00,23.0,86,20.6,25.4,0.00,100,22.3
2024-04-02T15:00,25.1,76,20.5,27.6,0.00,100,22.0
2024-04-02T16:00,25.2,74,20.2,27.7,0.00,100,20.5
2024-04-02T17:00,24.6,76,20.1,27.1,0.00,100,18.4
2024-04-02T18:00,24.1,77,19.8,26.7,0.00,90,17.3
2024-04-02T19:00,22.9,83,19.9,26.2,0.00,20,14.4
2024-04-02T20:00,22.1,86,19.7,25.7,0.00,64,5.4
2024-04-02T21:00,21.2,89,19.3,24.4,0.00,51,3.6
2024-04-02T22:00,20.5,93,19.3,23.8,0.00,100,1.8
2024-04-02T23:00,20.0,95,19.2,23.2,0.00,100,2.2
2024-04-03T00:00,19.6,96,19.0,22.7,0.00,100,2.9
2024-04-03T01:00,19.4,97,18.9,22.5,0.00,100,2.9
2024-04-03T02:00,19.4,97,18.9,22.4,0.00,100,2.5
2024-04-03T03:00,19.4,97,18.9,22.4,0.10,100,4.0
2024-04-03T04:00,19.5,97,19.0,22.5,0.50,100,4.3
2024-04-03T05:00,19.5,98,19.1,22.4,0.90,100,5.0
2024-04-03T06:00,19.4,98,19.1,22.3,0.60,100,6.5
2024-04-03T07:00,19.4,96,18.8,22.0,0.40,100,8.3
2024-04-03T08:00,19.6,95,18.8,22.4,0.20,100,8.3
2024-04-03T09:00,19.8,95,19.0,22.6,0.10,100,13.3
2024-04-03T10:00,20.6,92,19.3,23.1,0.80,100,11.9
2024-04-03T11:00,20.9,84,18.1,22.4,0.40,100,16.9
2024-04-03T12:00,21.5,81,18.1,23.0,0.10,100,18.0
2024-04-03T13:00,21.8,79,18.0,23.3,0.10,100,17.6
2024-04-03T14:00,22.1,77,17.9,23.5,0.10,100,18.4
2024-04-03T15:00,24.0,69,17.9,25.2,0.00,100,19.1
2024-04-03T16:00,23.8,68,17.6,25.0,0.00,100,20.9
2024-04-03T17:00,23.7,68,17.4,25.1,0.00,100,18.4
2024-04-03T18:00,23.2,72,17.9,25.0,0.00,100,14.4
2024-04-03T19:00,21.9,80,18.3,24.6,0.00,100,12.6
2024-04-03T20:00,21.0,85,18.4,23.9,0.00,100,4.7
2024-04-03T21:00,21.6,79,17.8,24.3,0.00,61,1.8
2024-04-03T22:00,20.6,83,17.6,23.0,0.00,59,3.2
2024-04-03T23:00,19.5,90,17.8,21.9,0.00,100,4.3
2024-04-04T00:00,18.8,94,17.8,21.3,0.00,97,4.3
2024-04-04T01:00,18.4,96,17.7,20.8,0.00,99,4.3
2024-04-04T02:00,18.1,97,17.6,20.5,0.00,100,4.3
2024-04-04T03:00,17.9,97,17.4,20.3,0.00,100,4.0
2024-04-04T04:00,17.9,97,17.4,20.2,0.00,100,3.6
2024-04-04T05:00,17.8,97,17.3,20.1,0.00,100,4.0
2024-04-04T06:00,17.8,97,17.3,20.0,0.00,100,4.3
2024-04-04T07:00,17.8,96,17.2,20.1,0.00,100,4.0
2024-04-04T08:00,18.7,95,17.9,21.3,0.00,100,3.2
2024-04-04T09:00,21.6,84,18.8,24.6,0.00,99,3.6
2024-04-04T10:00,23.4,78,19.3,26.2,0.00,100,9.7
2024-04-04T11:00,24.9,70,19.1,27.4,0.00,100,15.8
2024-04-04T12:00,26.4,62,18.6,29.4,0.00,88,16.9
2024-04-04T13:00,27.3,59,18.6,30.8,0.00,90,16.2
2024-04-04T14:00,27.4,62,19.4,30.6,0.00,84,18.0
2024-04-04T15:00,28.0,60,19.5,31.2,0.00,95,22.7
2024-04-04T16:00,26.1,70,20.2,28.6,0.00,100,22.0
2024-04-04T17:00,26.0,70,20.1,28.6,0.00,100,22.0
2024-04-04T18:00,25.4,70,19.6,27.9,0.00,100,20.2
2024-04-04T19:00,24.3,74,19.3,27.1,0.00,100,14.0
2024-04-04T20:00,22.9,80,19.2,25.7,0.00,100,7.9
2024-04-04T21:00,21.6,87,19.4,24.6,0.00,69,7.6
2024-04-04T22:00,20.9,90,19.2,23.7,0.00,100,6.1
2024-04-04T23:00,20.6,91,19.0,23.4,0.00,100,6.5
2024-04-05T00:00,20.2,92,18.8,23.0,0.00,99,6.1
2024-04-05T01:00,20.0,93,18.9,22.8,0.00,99,6.1
2024-04-05T02:00,20.0,93,18.9,22.8,0.00,97,6.1
2024-04-05T03:00,19.6,95,18.8,22.4,0.00,97,6.1
2024-04-05T04:00,19.4,96,18.8,22.2,0.00,99,5.8
2024-04-05T05:00,19.4,96,18.8,22.2,0.00,100,5.8
2024-04-05T06:00,19.5,96,18.8,22.4,0.00,100,6.1
2024-04-05T07:00,19.5,96,18.9,22.4,0.00,100,5.4
2024-04-05T08:00,20.4,94,19.4,23.6,0.00,100,5.4
2024-04-05T09:00,21.8,90,20.1,25.2,0.00,100,6.8
2024-04-05T10:00,22.7,85,20.1,25.4,0.00,100,15.1
2024-04-05T11:00,23.8,81,20.3,26.4,0.00,100,19.8
2024-04-05T12:00,24.7,80,21.0,27.6,0.00,100,19.8
2024-04-05T13:00,24.8,78,20.7,27.1,0.00,100,24.5
2024-04-05T14:00,25.0,75,20.3,27.4,0.00,100,25.9
2024-04-05T15:00,25.6,71,20.0,27.8,0.00,100,25.2
2024-04-05T16:00,25.3,71,19.7,27.5,0.00,100,21.2
2024-04-05T17:00,25.3,71,19.6,27.5,0.00,100,19.4
2024-04-05T18:00,24.8,72,19.4,27.1,0.00,100,18.0
2024-04-05T19:00,23.5,79,19.6,26.2,0.00,100,16.6
2024-04-05T20:00,22.3,84,19.4,25.2,0.00,100,10.4
2024-04-05T21:00,21.4,88,19.3,24.5,0.00,100,7.2
2024-04-05T22:00,20.9,90,19.2,24.0,0.00,100,4.3
2024-04-05T23:00,20.5,91,19.0,23.5,0.00,100,4.7
2024-04-06T00:00,20.3,93,19.1,23.3,0.00,100,4.7
2024-04-06T01:00,20.3,93,19.1,23.2,0.00,94,5.8
2024-04-06T02:00,20.5,92,19.2,23.8,0.00,100,5.4
2024-04-06T03:00,20.3,92,19.0,23.4,0.00,100,2.5
2024-04-06T04:00,20.1,94,19.1,23.2,0.00,100,4.0
2024-04-06T05:00,20.0,95,19.2,23.2,0.00,100,4.0
2024-04-06T06:00,20.0,95,19.1,23.0,0.00,100,4.7
2024-04-06T07:00,20.0,95,19.2,23.0,0.00,100,5.8
2024-04-06T08:00,20.8,94,19.8,24.0,0.00,100,6.5
2024-04-06T09:00,22.5,87,20.2,25.3,0.00,100,19.1
2024-04-06T10:00,23.7,80,20.1,26.4,0.00,100,17.3
2024-04-06T11:00,25.0,77,20.7,28.0,0.00,86,16.9
2024-04-06T12:00,26.0,71,20.4,29.5,0.00,100,18.0
2024-04-06T13:00,25.6,73,20.4,28.1,0.00,100,20.2
2024-04-06T14:00,25.1,76,20.5,27.2,0.00,100,25.2
2024-04-06T15:00,25.4,74,20.4,27.7,0.00,100,26.6
2024-04-06T16:00,25.1,73,19.9,27.0,0.00,100,23.8
2024-04-06T17:00,24.7,74,19.7,26.7,0.00,100,23.0
2024-04-06T18:00,24.2,75,19.5,26.3,0.00,100,20.9
2024-04-06T19:00,23.0,81,19.6,25.6,0.00,100,19.1
2024-04-06T20:00,22.1,86,19.7,25.1,0.00,100,12.2
2024-04-06T21:00,21.9,86,19.5,25.1,0.00,100,8.3
2024-04-06T22:00,21.7,87,19.4,24.8,0.00,100,6.1
2024-04-06T23:00,21.4,88,19.4,24.5,0.00,100,5.4
2024-04-07T00:00,21.3,88,19.2,24.3,0.00,100,4.7
2024-04-07T01:00,20.9,91,19.4,24.1,0.00,100,6.1
2024-04-07T02:00,20.8,92,19.4,23.9,0.00,100,6.5
2024-04-07T03:00,20.7,93,19.5,23.6,0.60,100,7.2
2024-04-07T04:00,20.4,95,19.6,23.4,1.00,100,8.3
2024-04-07T05:00,20.3,96,19.6,23.1,0.50,100,9.7
2024-04-07T06:00,20.3,96,19.7,23.2,0.30,100,10.4
2024-04-07T07:00,20.3,96,19.6,23.0,0.20,100,10.4
2024-04-07T08:00,20.6,91,19.1,23.2,0.00,100,11.2
2024-04-07T09:00,21.6,91,20.0,24.7,0.00,100,9.7
2024-04-07T10:00,22.7,84,19.9,25.5,0.00,100,13.0
2024-04-07T11:00,23.8,80,20.2,26.7,0.00,100,13.7
2024-04-07T12:00,24.8,74,19.8,27.7,0.00,100,13.7
2024-04-07T13:00,25.5,68,19.2,29.0,0.00,100,13.3
2024-04-07T14:00,26.2,64,18.9,29.6,0.00,100,11.9
2024-04-07T15:00,26.4,61,18.3,30.2,0.00,100,12.2
2024-04-07T16:00,26.8,59,18.1,29.2,0.00,84,10.4
2024-04-07T17:00,26.5,61,18.3,28.7,0.00,85,11.2
2024-04-07T18:00,25.3,68,18.9,27.8,0.00,73,11.2
2024-04-07T19:00,23.8,76,19.3,26.9,0.00,79,9.7
2024-04-07T20:00,22.5,84,19.7,25.6,0.00,58,6.5
2024-04-07T21:00,22.2,86,19.7,25.4,0.00,100,6.1
2024-04-07T22:00,21.6,88,19.5,24.8,0.00,100,5.4
2024-04-07T23:00,21.5,88,19.4,24.6,0.00,98,5.4
